,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
TIMP3,-0.012594964345478285,-0.022417364893834262,-0.03566924219456308,0.03971307282446555,0.04560512683145003,-0.010936158627724502,-0.0036837801338997734,-0.14940630777418037,-0.0121839745045137,-0.007985890842089097,0.005998254359337697,0.06068461754516887,0.03916180797525835,-0.03063762432075648,-0.0627924290869171,-0.01594555369046392,-0.08133163740890595,0.02839174910661177,-0.07137444908905165
PIGF,-0.08967353976217289,-0.03268849016027182,0.021588243591836743,0.02510969928374955,-0.038435591510797444,-0.02921014071146188,-0.04519146557072883,-0.12288043675651822,0.08517423149124698,0.14922926647841153,0.0715933529529086,0.07945876632909196,0.033528657581499484,0.026771540636088293,0.017008350557461447,0.06167500850353375,0.08790907164912456,0.039450526895568064,0.005584653127305801
CRH,,-0.01632218810635951,0.0023544256626225482,,0.16700893559687183,0.023785991441046535,-0.02082478291500012,0.039606331339197436,-0.027861402142220285,-0.029745953992161657,-0.021905306610482723,,,,-0.00043143604848240726,-0.012011113748998164,-0.028808161869601216,0.00041921237374016016,-0.0299382700270275
BDNF,,0.017149803394795056,-0.022420171865359613,-0.03519083036283741,-0.020096681464857262,-0.019256578378254795,0.04802359035292487,0.34871710803280825,0.022370428831435304,0.012206788488953981,-0.018037753828805323,0.24368877134433112,0.03612035853844294,,0.03309185882672069,-0.011088554952229728,0.07637953040097827,-0.036016456027503224,0.1941899849590291
CCL5,0.07478712076311589,-0.06286074027057194,0.02783661680637888,,0.015076465736378468,-0.00831818580443704,-0.03041988248625343,-0.06946703108229778,-0.007214762843059319,0.03640782001037397,0.05579971572993394,0.04630815988268969,0.19613452143806706,0.034444582769968576,0.008259623860784226,-0.03357720323628929,-0.040490750269989904,-0.010947719706053892,
GAD1,-0.06591851581273349,-0.03221963089385152,0.045616748732663914,0.07859255847592739,-0.0030260996914548634,0.03987467661337044,0.027300726675770635,0.22430335741129626,-0.061777123800382014,-0.15175436860640396,-0.057031838991497406,0.018718156875787494,0.07626302341194818,0.04717276624972325,-0.03259433494291479,0.013987360110400046,-0.003947015163612371,0.008309243551591865,0.02392193027164913
COL14A1,0.02489117221516536,-0.03301145737639591,-0.02096521336104483,0.04880372705836059,0.024769118892021096,0.012883869651246596,0.1082979824978901,-0.017135341340870427,0.014136263422103768,0.1485910121327685,0.02503905454640721,0.044955651375170075,0.009970144173405913,0.02048018877663238,-0.034824012775155455,-0.018392286899130125,-0.018536293358795856,-0.06794240003130338,
HLA-A,-0.07846074207022156,0.0013355381264439808,0.06900639485038271,0.05284554817512446,-0.016899726759661216,0.017904604059891548,-0.013766153458978032,-0.1995924019348827,0.02638924052144475,0.181340894263787,0.09713036769384402,0.021177097127339697,0.08574808541691772,0.0016414506605718685,-0.042397161294874725,-0.03677144768561025,-0.03232796736957429,0.07594008943810081,-0.06627607252544392
CD5L,0.02319801985699267,0.0048304276407278935,0.0405716010670994,,,,,,,0.07811476367858815,,,,0.015675620786013953,,,,,
FGF18,,-0.014768628389685377,,0.04724765649228795,-0.009081070951838282,-0.023868895180182467,0.058787316178449296,,-0.0189645255557173,,,,,,,-0.0035357545938096892,0.06837733059238635,0.11593628807337698,
ADM,0.023311235733510172,0.045487133477444035,0.022700740414503116,-0.0892538065241325,0.02916023287131226,-0.01043456784601332,-0.01594602911938911,-0.08604682933711721,0.01569365522371648,0.06338142282325099,0.06264450618704259,0.12074990817190265,-0.05276798060795692,-0.037140775252511436,-0.004287794478619769,-0.025288739994335632,0.04906936763570619,0.004432323646747095,-0.016018548821488017
CCL15,,0.03496192610282496,,,,,,,,,,0.23336744110028573,,,,,-0.01666175659810137,,
GNAI2,-0.005417771984930854,0.013971248919567598,0.032467414174850925,-0.007440566977210673,0.005879072322456795,0.050536117096240604,-0.02668302435186924,-0.2402719000402071,0.020902460785495187,0.1390142613581482,0.01714103996310356,0.01777498077645625,0.1070452490191203,0.04133053413376659,-0.036280989319882745,-0.06717748714890365,-0.07455505008773086,0.010080399271170038,-0.016056276004630044
HDC,,,,,,,,-0.0683480993376777,,,,,,,,,0.04711692828889825,-0.01827905058333519,
COL11A1,-0.02274721171403288,-0.027761888795363454,-0.05673439802272276,0.017823212259674807,-0.031590010300491876,-0.03377190909516466,-0.02927235802291115,-0.019669614890848515,-0.028278077060935793,0.05804276183623728,-0.0018670210281345999,0.07045056673826086,0.038275320827047724,0.047605793550061594,0.005912009009384492,-0.012662974727571058,-0.01404522477807722,0.01792530792025196,-0.047930335413445095
NUCB2,-0.014594805480456545,-0.0601506951559605,0.05617600755943694,-0.022999643944814272,-0.02740464622340928,0.058878833003242696,-0.008189141382190028,-0.039805555063270825,0.04116669509470143,-0.044599576482681216,0.07176208746540128,0.0646281139380954,0.026296275456167927,0.032610313455157025,-0.08724324830796872,0.009802874989309093,0.047615918903764105,0.005740225416491137,-0.033185030705602914
FGF16,,,,,,,,,,,,,,,,,,0.009834343867096543,
CXCL1,,0.016545779850668404,-0.026886416569811722,-0.008567951238024448,0.010775376808569898,0.015129048117507501,,-0.0128807922457468,0.009338547701699314,0.04305105448069301,0.009102391319966095,-0.027455173482153747,-0.04837908531311855,,0.002788514385636408,0.010435629246943839,-0.04191464092259394,0.05631637093956832,-0.03216182379868438
VCAN,-0.0763880538636544,-0.041270090233003466,-0.04489091935996014,0.03885779282431232,-0.004104913029419692,-0.029155683507522304,0.0038979435312711656,-0.16230815704802448,0.0535405241686892,0.007711303797750393,0.03548793247666108,-0.08040596562742636,0.00929302864069185,-0.051047592989149036,0.006407106746746499,-0.0794890505692618,-0.04194724939220538,0.04060202373252548,-0.09903145779965901
MMP7,,-0.04277700873004182,,,0.015047351698115847,,-0.025597641350890796,-0.028230598026139815,-0.00159370557599425,0.12285673323732062,0.08501877822338183,0.08880511478572403,-0.07828173210421223,,,-0.004132702603322293,-0.030619393483607742,0.031653422576525383,
PTPN6,0.01055536308900727,0.04706059201276224,0.02764752143764181,0.07819973097156921,-0.05132564836000413,0.02621308116072079,0.005210635093627395,-0.12304786626224685,-0.010952748365149407,0.07592740826070345,-0.011734312731637903,0.020823743505000807,0.016528207895785494,0.08916776779662589,-0.02593665072244729,-0.008687589785359827,-0.028586555583746016,-0.03474544511297655,0.10682630545257875
PTGS2,-0.000403978194485056,0.019898721768994494,0.0438197664571046,-0.03339466129899133,-9.530461773868297e-06,-5.4110869338585235e-06,-0.004539591707529651,0.2659016973695248,0.03553267161096916,0.05860949934908647,-0.0278244332899821,0.09132332018078339,-0.028640205063364246,-0.046736286719948915,-0.015312598349724295,-0.04257014355050698,0.06920064874946356,0.01958732163950913,-0.003416255697178476
XCL1,-0.017638268200782268,0.019657271728539014,,,-0.009880530191698718,-0.018305383508820283,,,0.06641158327760617,0.1411766743353602,,,,,,,,0.04526351363237814,
CD58,-0.040171749373165075,-0.00014088349385774302,0.04627592139011423,0.07420604244670924,0.0037885466822891764,-0.04465550254088689,-0.016319522347760806,-0.17851075268045644,0.048938748871939275,0.001985453922581118,0.026920626074293578,0.07398974325842965,0.0524356574739722,-0.042139126311983466,0.007133348961695435,0.017937369849088287,-0.007008812934060199,0.007682316311128702,0.016127504969566504
TNFSF14,-0.02885336644920255,-0.018022187079546455,0.02097285490956842,0.10539423452444871,0.00948061617710752,-0.0111258211685087,,-0.05882259979534478,0.02705566547094397,0.09042408810876995,,0.014597342012761255,0.077050246211889,-0.03612987521915677,0.06211784581829948,-0.009959705154324426,0.025663613812037106,0.07574514541072827,-0.0008518474837810518
CNTN4,,0.013669159278397522,-0.021950911110111104,0.04827404156751285,-0.01775709036253598,-0.007180981516994293,-0.002562820944482723,0.1922614866137805,0.07589347671271114,-0.09808464894360908,-0.034154957715353124,0.018291717399976065,,0.0009140812861420279,-0.05373634536689043,0.06490238220913112,-0.02835101500908098,0.04097012317910975,0.03243007317009841
NTF4,,,,,-0.01249843800096747,,,,,,,,,,,,,,
INSL3,,-0.016022731189926396,,,-0.009081069170639217,,,,-0.020154977948335047,,,,,,,0.03473622551585086,-0.022813724097526758,,
BTLA,,,,,-0.01441441655121046,-0.019083971692336967,,,,,,,,-0.033947857773485884,,,-0.022059730501066636,,
MFNG,0.03231757261690663,0.009007003312326642,0.03636440415627597,0.17088118546382935,-0.015603141511615664,0.030045344568518654,0.08081837016750269,-0.10915719672175349,-0.06967759845353788,0.0564475339333522,0.02681393563385755,0.006320803095436344,-0.004110782163017757,-0.024220812498615227,-0.01989926732389611,0.020462128542884896,-0.014516073946623369,0.010915037587155377,0.03555303438655864
ICAM1,-0.03522637103113342,0.014822862164224185,0.012454296707102007,-0.011694715808248868,0.02492204130533672,-0.02071856909483344,-0.00671239678252138,-0.09408595955520022,-0.0027705648351756484,0.12823366909667738,-0.002530022581008119,0.11761451619954716,0.06288611417000955,0.058906808878252025,0.005192094298995492,-0.10666025201781855,0.09525154580482038,0.025320428804882833,-0.009455846820187117
PROS1,-0.09558829382493651,0.030123507174789742,0.027149401446371405,0.04643424695034091,0.048180933621832976,0.04384864805185773,-0.01031554098317696,-0.1431514371167522,-0.007551085229828327,0.0039803341474181,-0.06071341867218142,0.08222448793570777,-0.06788317942022064,0.008468856662670011,-0.05874420189646653,0.019228071235989835,0.06136034438754409,-0.013676415116355608,0.007439217912435509
CLCF1,0.05242482654576332,0.013343605475141091,0.016142329538332598,0.0455818213879151,0.0419476468668773,0.04990003450167915,-0.02379556382672508,0.005066986272955804,0.01793100938047365,0.06622710982104633,-0.017876520247110703,0.17339101983281388,0.014060453522278955,0.08399800372086044,0.01441704682815084,-0.0023258590098733066,0.13092159779603812,0.0045795151032394016,
PSAP,0.0649815194432313,-0.025242308396747737,0.07369712259289571,0.036966277929771654,0.03104460837105325,0.017886902997532046,-0.03961323308197389,0.10433393917786576,-0.025397717033728714,0.18011198280488572,-0.04701924903034904,0.10259566626068439,0.1520966830802687,0.005265254114867243,0.022155578220125254,0.0070149417509885225,-0.03562793372062933,0.022891893660621505,-0.04257920646247533
EFEMP1,0.0525470595805176,-0.026156609604421094,0.034200333648690656,0.060190616642607477,0.008806491023951474,0.005761892139910907,0.01695523373294965,-0.2030378787864146,0.014214171770205893,0.16963656112578418,0.037420192260346145,0.032901914747237936,0.08484184592764948,-0.03042984315139298,0.0222620200302715,0.021212048300377057,0.012677068440108828,-0.001747689312710139,-0.05554128501799645
C1QTNF1,-0.01532504118763278,-0.01111497735870612,-0.008987711871080013,0.01192678220322845,0.028999900477435562,0.0076125428924953865,0.08638268801454796,-0.12607407473720073,0.012665770835158,0.019506231034064903,0.058335518096884136,0.11146380328903498,-0.051631763790099074,0.07799122101547477,-0.05243796796634692,-0.08372577128380623,0.11392897513154009,-0.026079843137114336,-0.07191472770641899
ALB,-0.026554000136643014,-0.024771560531590155,-0.0283864618086,,0.019196183017892273,0.05643042251206664,0.05114976128961768,0.004146422404425639,-0.022003949585477203,0.06554697703597294,0.008684704089958268,-0.03474368619823567,-0.071956783620267,0.09203483533058629,0.02007509966815479,-0.03210158728132891,0.04178859090262868,-0.025879854075919268,0.09123918542352606
CCL13,,,,,,,,,,,,,,,,0.06729570193149036,,,
EFNA3,0.04972443150900874,-0.009857757272206029,-0.004117535456608675,-0.010294791620128854,0.0395409012541949,0.012919599459390186,-0.00783658616113641,0.23765589498625062,-0.042899418665973695,-0.05650948724222567,0.007939968611947096,0.16124593537635523,0.0942950550562359,-0.029881291695601917,-0.053175414623491096,-0.007169452126371822,0.006825040647864383,0.07562856781287183,0.0507204942009405
DRAXIN,-0.050993648766353476,0.007257859051584843,-0.005204417590651311,-0.021870230879274793,-0.02817209743039198,0.008330721952430334,0.020645767294321018,-0.10846657341676699,0.021556384876276757,0.006071540889581392,0.02539075177103243,0.07610555965280888,0.10762699561580567,-0.0462296249048174,0.01780503092926525,-0.058028761595471164,-0.005900787509100365,0.01963363998471735,0.006524643240506634
RAET1L,,-0.01248186320790712,,,,,,,,,,,,,,-0.03002432553514838,,,
NPTX2,-0.021555989768451876,0.01706367096699803,-0.012371326212080149,0.08580777687994519,0.010164053439824952,0.024408598333741354,-0.008225258465101372,0.2777048067009689,0.019272076066363705,0.1357911159183198,0.021911679349621762,-0.05646561598620448,0.10295185964516025,0.0048230730274349005,0.03980323585184574,-0.03773900445681389,-0.016824128272493237,0.03511965412606432,0.03533437435648448
FGF11,-0.044476905900362955,0.033293547316706654,-0.05542835274661908,-0.017167181001141923,-0.00468187462280877,-0.023587566712647914,-0.05258956760875489,-0.13055481476853323,0.014962821895719337,0.008572192368730911,0.03690460626755261,0.004144345676488154,-0.02280710302403566,0.011656852088822476,0.08054524638158433,-0.04253411668552991,0.07793973184752513,-0.06604858901383488,-0.006796973771486016
CD59,0.020000933188276955,-0.03917773108818359,-0.01543712341331345,0.13053326745058996,0.001888908620997433,0.0155783341541285,0.0083392090288494,0.1821394757183848,-0.009332802918619208,0.06073932199000685,-0.025273918898917218,0.04627104702674845,0.10411057519927039,-0.032653335031963424,0.0019752123276473963,-0.057507380456847966,-0.10200245222977664,0.09223656886267406,0.06482283233458876
COL9A2,0.010357238531649663,-0.015967623412651667,0.042196370701107065,0.0671359871763481,-0.01089708553011328,-0.04439764636381789,0.04745190118171407,-0.17598090971389088,-0.03678157801538239,0.0465714722604588,0.05345101596022719,0.020740724546722145,0.03563386765681219,-0.08375615237074856,-0.02475145091137613,0.04095944380342056,-0.03866086286237061,-0.029978734720233463,-0.04835155505122753
DLL3,0.001863598315261717,-0.028956449803054174,-0.024072691914301576,0.09472619091857523,-0.011949726999114974,0.00021063366969792307,-0.06207995501546668,-0.04435556592704888,0.0026401115581061525,-0.08496135926333546,-0.007012294813679885,-0.06270702516992674,0.10813496236228391,0.03148363577593224,0.04465632277590778,0.015020769257278231,0.002986600428441903,0.05171621059931337,-0.011011905402966394
FGF5,,,,,,,,0.03938100327128098,,-0.04601467523983069,,,,,,,-0.007161220189845084,0.1573479801660806,
LIN7C,-0.02248179745132079,-0.015497744767906536,-0.0313259287498616,0.07667986796831099,-0.018575780529379884,-0.05029004635882176,-0.016680169475544883,0.025649993248643477,-0.018263775898219915,-0.016026110863442623,0.044585630065743884,-0.017695382733767542,0.04704774717374319,-0.023179096150405688,-0.031310076065063974,-0.026965900213667172,0.07771608046291473,0.04120555075038736,0.01230914733442305
GDF7,-0.01826979966409509,-0.006745817589293756,-0.023554889622229423,,0.0014984537534166933,,-0.012938697855356106,-0.04278395400966455,-0.026726176989106096,-0.07039385601234528,,,,0.001521967171353108,0.0498120504021738,0.0182054500273582,-0.032542686186180475,0.042061079533621835,
PSPN,-0.05767285493602283,0.010069009525125655,-0.010777209158210817,-0.0022620037797488357,-0.005021681600479298,0.05020518475771511,-0.030180943103247027,-0.042047646142823664,0.032377450798478695,-0.005744763121541652,0.037051061644672395,0.06171525325616037,0.08072935140940882,0.044125712992453554,0.010039015111433406,0.02937316326185432,0.043130342164374336,0.09035685981952724,-0.008028557102522002
ANGPT1,0.061095217548531096,-0.014218720419762194,0.0403064695217942,0.09938678438267336,0.02700305140748403,-0.01298957370679967,-0.04214641526402732,-0.08173801878334341,-0.023470675194728192,0.07478718693921978,-0.025381913974809326,0.05005980864242126,0.07187568610448627,0.03389538570498767,-0.0058288656281227065,-0.01330531724691286,0.0150311650949964,-0.042327510849575416,0.10001498821763578
PNOC,-0.007480861790543931,-0.011763113766916983,0.010025734568023388,0.04798006179217046,-0.04661681950910769,0.06755282830921014,-0.020304134727309794,0.2222902035816172,-0.020258581840169928,-0.09297318229953354,0.010901502192575076,,,,,-0.008112789648737257,0.012357463670841787,0.0283554892445544,-0.05501929215045842
L1CAM,-0.027434920450986205,0.05028255193542759,-0.03086118680569492,0.04228534988768548,-0.012740973541317027,-0.0624576233711348,0.013185925163158514,0.13604310646378812,-0.04060538522613572,-0.08079269292167884,-0.0627508204592592,-0.03991260701530861,0.1396560528276632,-0.06631906500237979,0.021812337952670565,-0.025961431380635478,0.08953529389666853,0.08725333253958444,0.0033977194759563603
APOA1,-0.038479681583484214,-0.0099014405656453,-0.032620359944765816,0.03337058221517158,-0.014142264835763913,0.006825792378059228,0.03670737242740827,0.02626217058363002,-0.01582301283344986,0.02618079226703805,0.012219949592502595,-0.006736557923527172,0.00010950939937949727,0.057885131291778406,-0.016607743070781965,-0.055775546701930606,0.028125744208691687,0.021255831770033724,-0.02917446900498528
PSEN1,-0.033282279927867794,0.013532350361865512,0.043184363481160136,-0.023897340111024894,-0.01444950206362674,0.013480447117858266,0.022519162866097106,-0.05110504112079884,-0.025893479821679343,0.11697652411737015,0.05573450785244537,-0.05465894280856467,0.046442493772137376,0.05687839663114521,-0.01680456329877107,-0.018714701889772704,0.00015712638334858603,-0.021467621485654058,0.14694940234310208
CALM2,-0.00887504830749935,0.011879441842329216,0.0004980024857233837,0.04379860127922938,-0.02544588315697479,-0.00016496045786255494,0.011808188834673928,0.19898081960282657,-0.001802135893785961,-0.15194298246266283,-0.014476780721339413,0.08711168524864374,-0.0831534277401398,0.013929718193702032,0.0535680005864873,0.025622445589794644,0.10294231522707245,-0.032667132140658896,-0.08141516460466308
CLEC2B,0.0653405567496055,0.0032575143180883104,-0.0048148147163122835,0.0033074943071867416,-0.017156533491212884,0.016782128599441497,-0.010322498299153304,-0.12437890443919858,0.0015316520214901336,0.03019179478157214,-0.022853723055849113,0.08321718301990629,-0.08429668602702707,-0.059610950886004585,0.012852312056965421,-0.04029362355047053,0.014631644028276186,0.004869279510733377,-0.054642534846299544
NTNG1,-0.024281285760811327,-0.07661011874747085,0.0105188753758515,,-0.020618868424827515,-0.019360018094746023,0.09704669707102237,-0.03649269374481313,-0.02142145696576258,0.007234354480819114,-0.04844230412533545,0.11389533109087692,-0.08169583606654067,-0.02953444703205924,-0.03506683610081619,-0.019100914394361554,0.09031291197711826,0.01796861896977833,0.03623545252493529
LRIG1,0.005089990215122538,-0.042632948711285264,0.0475121308564416,0.04827984852303201,-0.033003306198241045,-0.039600725925030424,-0.03768079956660772,-0.19313111369153874,0.023502974701638393,0.11421203978550516,0.07716661543558921,-0.10427268462404718,0.08894879997168924,0.027342940590589972,-0.016952990723545138,0.10153848834350558,0.04678785278148728,-0.018693711918988998,-0.04411604575676423
CPAMD8,-0.016075855779764472,-0.025077353815680985,,,-0.010741284439716604,-0.02324166886072432,0.004513519693262911,0.013259323947663727,0.05156861427807891,-0.009984082361679527,0.017469558652638075,-0.027455169878206467,,-0.012412404415151885,-0.02801006031501167,,0.04424327376213223,-0.01981294781940668,-0.0831048770943412
GHRL,0.031072676236643275,-0.013284544383915086,0.01638912253791701,,-0.028650758940423737,-0.029687007410888828,-0.02603021112191022,0.0271769624575631,-0.003884383061107052,-0.04055398201246274,-0.020440326181191244,-0.036990892357064764,0.007668632606591621,0.021583905753668566,0.06147428966786702,0.012693940600332392,-0.03281538108257743,-0.017465319657401637,
NPY,-0.023583907839883875,-0.013799918075431418,-0.008627489377010581,0.05204907742719843,-0.00480963117200317,0.019359611955299044,0.005962257536255416,0.21150887896353923,-0.020357939125400504,-0.02334472216436732,-0.0018571776149326673,-0.032061692966738754,0.07073572971615122,0.1804126478665198,0.00632076393679719,0.12663292424272127,-0.02880815381596568,-0.009760310090532324,-0.027832875473162783
MMP2,-0.007484799990258188,-0.05222300464264414,-0.045703718049273624,0.07529157824949348,-0.03984925643263572,0.011827422316217289,-0.010416095439011017,-0.14110848445506824,0.01625248739683296,0.130809608092134,0.05791616218533419,0.04269769693640271,0.06557763808097666,0.022814451732472013,0.003311729858748382,-0.044898551046202474,-0.11626517494463909,0.10040630092566975,-0.0490987465516644
LHB,,,,,-0.009354847562375191,,,,,,,,,,,,,,
PPY,,-0.021046887988746137,,,0.0011291789062768157,,,,0.1411962962252613,,,,,,,-0.04406139735982856,-0.04564063811303264,0.008308991195827242,
ALKAL2,0.11361474740049136,-0.023407773785570168,-0.0016860088385107,,-0.00921893621835123,,0.029670071395004254,0.04880958946764579,-0.004238974365868655,0.07308956209044527,0.0011070925334487035,-0.04388847093890011,0.0316271324780504,0.04729052417543362,-0.03917874043864374,-0.010581372629793397,0.031124520759649048,-0.010970811880697876,0.00027177652892496605
CSF1,-0.005195627667614848,-0.021877500576609817,-0.019706398439795218,0.07675569228518991,-0.010840175247913834,0.0003523935743704501,-0.03116553863923366,-0.11141867669178498,-0.005017051957995941,0.11974770279900364,0.08577357554133547,0.05926334404808074,0.09440634097178421,-0.05038639379246736,0.023413996879954917,-0.03616118742697589,0.12906017123658658,0.05338776297349875,-0.07256006012592033
SEMA4C,-0.07581295320858006,0.09853322990605161,-0.023943189272322096,0.07203287939905903,-0.008808296071131323,0.0004763931434455488,0.013651671634327017,0.03987830959833949,-0.045209156037729945,0.009837331047637395,0.04025710422850717,0.0213533740718807,0.028186341185019673,-0.02073117592912595,0.023352576133733937,-0.061974691127853136,0.0004883491374076555,-0.040616783845788,-0.004631523166815934
BMP8A,,,,,,,,,,,,,,,,,-0.02047654542218531,,
ICAM2,-0.003983546679164566,0.03155222745989937,-0.00300184553953408,0.027376068300877535,-0.03550356364226224,-0.013972129003755598,-0.013511117561085096,-0.0665163580697558,0.026781250662296894,0.058713720450897976,0.009988751296841233,0.044476089616725716,0.04719722786099625,0.04105035632626738,-0.01714322244483549,-0.01414876362303566,-0.08410013210719082,0.02401171245955873,0.0033237331318146436
SYTL3,0.019755180973082705,-0.010304406792848383,0.011302617570196374,0.048381168917288477,-0.028399500230744577,0.043725350013922304,-0.0009688454640947565,-0.08782321830504487,-0.025461569990299263,0.020903535863811565,-0.0005741606950732062,-0.047159850035188945,-0.05551668191918549,-0.06041669817097832,-0.02211427635624811,-0.008905998587043796,-0.016714706368727145,-0.05210883736812111,
IL1A,-0.01867988604948865,0.03531300641081897,0.013805333599119224,0.031891078381120215,0.0076614787683397115,0.027172755873241024,0.032425605186443225,-0.019030354122382832,0.049321860594920754,0.04190196215717484,-0.00810170112279005,0.11036515332724868,-0.10721622701104037,0.02842578801972728,0.02737863984884537,-0.03204529786865131,-0.005109639061845495,0.03342953482041563,-0.056139970092182856
HLA-G,,0.017165363744525812,,,-0.009880529299403857,,-0.0188911106339792,,,,,,0.12433457992652527,,,0.1369352032955892,,,
PGF,0.011175676979408227,0.008397487015068263,-0.028242711159980508,0.0266377221377559,-0.0431050989901941,-0.013187483633539918,0.08425884505497215,-0.13530070236888397,0.00037225929155444557,0.047059319338817074,0.05007728717930893,0.08276274906270235,-0.07389573481205809,0.05979430590571552,-0.043618908555681436,-0.049627560409506985,-0.038522192145295474,0.04857334689916954,0.04519596486588533
LGALS8,-0.07418645494972848,-0.03639130100155659,0.03613496261845843,0.04726503015869269,-0.01084627565700257,-0.013970106272524426,-0.014148975976872558,0.01880492471901809,-0.04773918857219083,0.029907068178696768,0.04792379353962519,0.01780923929480849,0.001018905081788635,-0.07236387748879643,-0.027704683918204454,-0.010109160277455726,0.02912827804355619,0.00041759498687233285,0.0014064272558679185
DKK3,0.02524996329708826,-0.032807614135331994,-0.021304819036359477,0.05712347256810121,0.04285567307513454,0.025478693867463802,0.011512494291336705,0.24665299034182264,-0.00789762742040192,-0.15280116716720163,-0.02634201624747098,0.013010750979694508,0.019238856912232802,-0.06199022262439339,-0.03496183605673624,0.04736795664708433,-0.025792314661969348,0.03748959835422686,-0.04346129082083095
COL16A1,-0.022813153388125798,-0.012374152883383572,0.044600228451465176,0.011559259685037028,0.035456101914518055,-0.028400712477249252,0.009873251858564488,-0.09084666629513533,0.027442573030098248,0.029981984532309786,0.06948126641313351,0.01810759500057211,0.123204078090225,-0.03277930968087824,0.07852876814778458,-0.06730188431430885,-0.061138534414403777,-0.013636001131710542,-0.03196589084793566
TPH1,-0.02994847832173909,-0.014102527397722966,,0.14377279756176015,0.049569158656097456,0.008474223446436125,0.05231099185373215,-0.04054959807742586,0.021322955551021674,,0.04927468081350206,,-0.04484841065694752,,-0.029116511051294012,-0.041633596045598645,0.030181335848821583,-1.587714131688463e-05,-0.02790039448950697
TNC,-0.04314950920439831,-0.06303680486698278,0.05590333207123078,0.050442818454611474,0.013197430305595994,0.011348586765812924,-0.0046178008708187895,-0.20331129598898445,-0.015674924501528704,0.137252706600687,0.07409006071027235,0.07880765869467396,0.015302280413260788,0.005495750792793534,0.008922779400952641,-0.060874274271066134,0.07334939745827598,0.03526505479095776,-0.07242573696526292
TNFSF9,0.1029561875205123,-0.02507735121224058,0.02174912394822916,0.019772787261302674,-0.01620327971561046,-0.03461695904989786,-0.026435319362583167,0.17889312504476557,-0.004416627831966384,-0.022769115167450518,-0.032700927063965525,,,-0.020621389128092263,0.0039245357602658675,-0.006832034276292392,0.08960948409579086,-0.04953836191743533,-0.06013103156098965
C4A,,,-0.018631664155348643,,-0.011090714625623742,,,,-0.01936904352638354,0.07950777685027151,0.0031273573628243555,,0.0889711879846278,,0.03533431173106751,-0.020302337400896684,0.03139406463232633,,
CNTN2,0.08274985865974023,-0.07460093467779941,0.019452733251208276,0.11087010831208827,0.05287593378524389,-0.020286575845045278,0.02675432622618571,-0.11022190521542352,0.024902315179478236,0.14558533610211033,0.03962637987131071,0.023693560962310654,0.15276782102415887,0.025885481862123614,0.029327190324830804,0.057991284324948336,0.07190816878740475,-0.028724097720892093,0.025237183794061462
F7,,-0.013758078335990503,,,,,-0.017385486973983167,0.08424494448885544,,,,,,,,-0.020090452470112877,,-0.024489923149579464,
LUM,-0.06557863427541488,-0.0005287407322632725,-0.0023378370909825585,0.03609211805499593,0.02428271036378679,0.053951853337049924,-0.016561695042018893,-0.13693405565719965,0.05156511693904664,0.04040244999918619,-0.00648711271729888,0.07642991810177018,-0.0208023063732001,0.004646574385202541,-0.03587006886453484,-0.0383468033646692,-0.09084365454870819,0.0008084390361706977,
IZUMO1,-0.015360982169228309,,,,,,,,,,,,,,,,,,
BTC,,-0.012481858008809936,-0.029155245245616072,,-0.02539101325248362,-0.05146345869480868,,,,0.05593189747765802,,,,,0.04743875836195439,0.11827347534229585,0.051966248902173405,-0.015518117956248115,
APOC1,0.054811720081415605,0.0092830101584764,0.052897559117909124,0.07986178866183946,-0.0342494223098684,0.04748229489478483,0.018820838670044644,-0.19860054488049866,0.005589764461782593,0.18364644166930785,0.04190162304045246,0.17383470404758422,-0.021020956557220298,0.06400270941775016,-0.03385848039624354,0.08690280723407362,-0.04523866718030141,0.011951958617317349,-0.03257295515864504
PKM,0.0607193402658018,0.045960179199722014,-0.031077753448531167,0.018019451665836114,-0.035747508886122874,0.0408015051605502,-0.03533654505771396,0.0005334429140143615,0.009023493517970256,-0.12553164681713658,0.017543876915984653,0.01056234851788036,-0.04362544570311134,-0.0512618812292088,0.0049471020976956,-0.09084349341675953,0.10847263162637419,-0.03883034843939568,0.02641874018848173
TNF,,-0.03210400239348498,-0.008184103849390183,,0.0015421971358700584,-0.04041091066515399,-0.04271126789246866,0.011685907635899892,-0.03088585904361383,0.14610740972996888,-0.004138532292005147,0.0233829181299294,-0.06270688238213946,-0.00772033063328686,,,0.02549126333593886,-0.01906030411626936,-0.060792437909743105
GNAS,-0.08062018994124609,0.0763726888932326,-0.0411483049963644,-0.052184917354968975,-0.007624164027786363,0.013125886806630765,-0.00813806999310164,0.2396987583872561,-0.007093670466797195,-0.22215555917070956,0.07797564338507071,0.04858785900038883,-0.0933949081362433,0.02513365445306451,-0.07237397193725706,-0.017502686861777642,0.014144068548427927,0.03419139092626489,0.0020308963666472494
