,UKF259,UKF266,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TGFB2,0.02455427855900161,0.017102020929230494,-0.056715245117321705,0.018762300614571844,0.09096096865692871,0.036377427852031456,0.009460630564808293,-0.027831193665388113,0.05229612215452072,0.0563168180279533,0.08361150853427056,0.02041016932924171,0.005689931188450491
COL18A1,-0.03260375998207233,0.03859388402626975,0.06891435736318431,0.011846583043406465,0.035325172514478455,0.1931859931279205,0.011985191643445236,-0.10895850553668339,-0.026226719829681566,0.02479933886677034,-0.06317831676607928,-0.0008244804140724077,0.021928312180721866
NODAL,-0.02691815015263743,0.10284472765625455,,,0.02601593039778469,0.13833048134304932,0.029947800638934954,-0.005906075770859673,0.05388154096786908,0.08064430553429544,-0.027740900104549753,-0.02375069679051173,-0.012679986766603705
INHBB,-0.028114698756487134,0.0424911524930711,0.024946660943359237,-0.03141890416029136,0.04950153520738399,0.011294118542343239,0.03435670814320552,-0.023682434886652396,-0.011230669643134693,-0.025216089934076945,-0.042727213238316124,0.007981537542575207,0.03101486208870622
LCN1,,,,,,0.01607614306194803,,,-0.027580965187382744,,,0.03503278474302074,0.028004273585249928
ARF4,0.029820586726713554,0.054708010619847966,-0.07202319873523735,-0.02423452879940162,0.07994514337878365,0.17475505756906073,-0.033151005763997446,0.03687785191024712,-0.0377467868525778,-6.217166811951547e-05,0.047611465173068634,-0.015924730006332894,0.031171243515993787
CXCL14,0.030523042727857122,-0.014999228537896939,0.009572935177658882,-0.00816644471562693,0.020454678306475745,0.024143496861847087,0.0514827560680738,0.07325291663273298,0.09117423604008419,0.08287447194804694,-0.03263905174988937,0.034696356647216056,0.05311808746401807
LIF,5.340856272380166e-05,-0.019290974039088415,0.059046719788254876,0.08556865722899129,0.09828903375305194,0.032411091528208834,-0.037855774153569666,-0.061264508158937137,0.033789746098769585,0.00030064738934111157,0.11623409697720646,0.013878986440667944,0.009327399449092338
IL17B,,,,,,-4.062279933198808e-05,0.004636543803357661,0.06633683872461198,0.08801315654954002,,0.008938049788286719,-0.04458548730412747,-0.024135537491354345
MMP1,,,,,,0.1628498456044999,0.012690939257733838,,0.0007547070263486988,,-0.024991396650781667,0.024203598114840446,-0.03482606081777845
MATN1,,-0.01862332841159189,0.10931748790541333,,0.07440390353758006,,,-0.005472102458711761,-0.04878307698550128,-0.026463745952130396,-0.035568586388736806,0.06117088861965354,-0.021994957674039563
ADAM28,0.038763996904818465,0.03502748840490394,-0.022851203868362112,-0.033291219065557036,0.028336654124316282,0.02874942767555359,0.054174048982216554,0.12695196150354085,0.025405053073417592,0.005782033038900788,-0.028751449120822323,0.06123962899635061,0.00814635659389147
TCN2,-0.05392448876210747,0.05345492495724022,0.009348213381980393,0.1017484283188515,-0.0696310873342563,-0.0366172959841147,0.04511904715914014,0.021988592937900925,0.06589191746843687,0.003603108038717578,0.0062644615619490435,0.039401197048127785,-0.011452231890237342
THPO,-0.027729159091102733,-0.026483185029140374,0.03518384113220982,-0.01208407395809734,-0.015402908191191273,,0.022057043956286358,0.08868382499666434,,,0.03057634004760914,-0.009171310825293289,0.07297549067840917
CUBN,0.015468424587973338,0.13526990920210247,-0.05010659834494944,0.016354122637974613,0.08213020972372075,0.05021885794253666,0.024022387955041972,0.00471521071297018,0.029497091021705803,-0.0007068513126068315,0.004395883312769702,0.032247610547952776,-0.018971320331772863
TIMP3,0.03399174615097655,-0.027757807329265357,0.017224662741341257,0.04409000805311929,-0.0012002314476266423,0.02484920397972931,-0.01608721270857766,0.030034881956152552,-0.019741295651573672,0.017363890878839144,-0.08023623276944228,-0.009986444880896027,0.05683040371580286
PIGF,0.019045277928140075,0.02949072055994465,0.0002348408451670965,0.03872773477619212,0.0019676541274655304,-0.03936205213018765,-0.013273478068395636,0.11874576964294002,-0.04560332910904856,-0.001134470527375371,0.06582260428818637,0.041958895721386794,-0.053059448679418586
CRH,-0.015416798537588278,0.07691252447404574,-0.02142694659567246,0.004825403558022612,-0.021067211149623167,,,,-0.010570055877396936,0.0740699198152906,-0.03139295834626055,0.017108931366336524,0.017931327562848404
BDNF,0.0537690262328575,-0.015494244944815327,0.07269344201608294,0.041164462477458245,-0.017347630660166837,-0.036620625866659005,-0.017436596914396422,,-0.012571247997754907,-0.027820481491843643,0.07321582382791499,0.017219365147440838,0.07404331446669654
CCL5,-0.025481439405857165,0.04112005784669287,-0.016572013021992633,0.0071478792828386616,0.045441756399859694,0.012228137869321011,0.008202260515306564,-0.04634661272935432,0.023001293636590932,0.006490863308992046,-0.026411349336921228,0.0073082556192544,-0.007388263027991423
GAD1,-0.015609160850608251,0.0055250790979463876,-0.003739236799218872,-0.02828788487462447,-0.06437924476961736,0.08322444911171019,0.04404218794477028,-0.03473155142224301,0.013248227878910767,-0.029734838185457125,-0.050819154526256745,-0.03398793813711051,0.027107778657617616
COL14A1,-0.0027275945675367063,-0.00924654940610001,0.010616912724804693,0.05808422912526793,0.036731389761331106,0.0485079116821665,0.00415364898439589,0.07661089535732941,0.0689362597717721,-0.014333357312612387,-0.05885514793000865,0.07029827481107603,0.013557315319811719
HLA-A,-0.020811141877529055,-0.02029287954090959,0.022638805376670613,0.006984979880558261,0.07135656455218238,0.022228374683406226,0.12764358094123185,0.057065496661941724,0.03127212255934418,0.053892080694776794,-0.026846566413081755,-0.03946474832704608,0.06121261978390872
FGF18,-0.012248531147748485,0.013180234974980429,-0.014584760458945011,,,,,,-0.014281579551074279,,-0.034507349248519247,-0.02610162160490187,-0.030195106354123074
ADM,-0.029764051352209314,0.09049759248960555,0.06334321925574764,-0.028399130695167547,0.1358690133044239,0.039122600607628094,-0.07413266282559737,-0.00014413888091844047,0.0032401135506014097,0.04210739150455059,-0.02464200618924474,-0.03448583594466873,-0.012599158404153793
CCL15,,,,0.11351512879450654,,0.06604597591535034,,,,,,-0.02263793439157774,
GNAI2,-0.012647097985136488,0.026802802133624765,0.04616993071964446,-0.06740613133178955,-0.017072115657940316,0.10173654981302817,-0.014047392552658277,0.008588448226313392,-0.05638209908269867,-0.001802853395204598,0.014001125814923078,-0.02760591959691519,0.03550142696937644
HDC,,,,-0.014710805763180736,,,,-0.03763459763839424,,,,0.027304195311284148,0.06892588927676598
COL11A1,0.006554717139576229,0.047551941469172666,0.08631381005419664,0.06375198333851731,0.08668000704606994,0.01168820487067981,-0.02067235456561948,,0.017400073896154805,0.07937974475059535,-0.024066759634301018,0.04996837542026915,0.06756739149598256
NUCB2,-0.013742650433583957,0.01017213407353972,0.019450667887354955,-0.014731026041498113,0.001325765106253205,0.031861694539136856,0.04443967162885277,-0.08224186862908998,-0.026022629262056268,0.005408528028239421,-0.00409166468835813,0.05175408225853735,-0.02885623293947979
FGF16,,,,,,,,,,,,,-0.021673161645565545
CXCL1,0.0630651924899083,,0.00568704527522319,-0.010996579444566659,-0.02089590078986675,-0.008478945061397554,-0.03603645588943323,-0.06458084824044347,0.030282345244006248,-0.03977887460022857,-0.027288207106784448,0.01762742567239486,-0.04786747911485789
VCAN,-0.0007352232670464786,0.038331226726975316,0.016528224510683205,0.05623148377394667,0.05456401325578823,-0.026745214997269003,-0.011282444423168414,-0.09773803076445717,-0.03439202579479982,0.009334785641775596,0.05357406507492864,-0.026046363511062265,-0.01335104675451266
MMP7,0.036207418191049015,-0.01929096862420761,0.02725884678425408,-0.021243009226791044,-0.009172425316954228,0.13610198624132216,-0.0511292212042569,,0.00456643406750811,,-0.05364932505841384,0.07050619472886557,-0.08492548665042786
PTPN6,-0.012073274332604956,0.021002170946230195,-0.015143964646461191,0.02059743770135925,0.07469415272686211,0.043329473110098875,-0.027917069276479266,0.07524298351967768,0.03705822802892816,0.010373967612023027,0.009252742806421401,0.08537799456767464,0.07416775663825555
PTGS2,0.048722010751865115,0.027370070042677358,0.017596521841385982,0.02461199925087787,-0.006807242489498731,-0.0057866756806266365,-0.03595782279291703,-0.024462743549640422,0.0197434469410018,-0.017612731890366017,-0.06914922800717838,0.024736725200004583,0.04464819205996739
XCL1,-0.013326840242867231,,0.029496492649444664,,,,,,,,,,-0.010575612199480817
CD58,-0.012646487362449808,0.06633685004492947,0.02592316703592063,0.057358123496938786,0.023643117504619594,0.0012349316348263834,0.059089262381275175,-0.007828004507502427,0.049043098693797166,0.01989326665409429,-0.02517363186464657,0.10287797016216199,0.03818070359946879
TNFSF14,0.0033449473646588617,,0.02940951357953045,-0.010740764505052493,,7.13659977709927e-05,-0.07138690488260925,,-0.001388350675613034,-0.015141418501464646,0.018965349491161892,0.028392340472545536,-0.02662252701323437
CNTN4,-0.02395072955077817,0.040786376322289056,-0.037238387617334716,-0.019996478926847396,-0.027326163581111545,0.0743180498511097,,,0.00824389039709725,-0.0005687099995010073,-0.031680274243272154,0.006165969802763883,-0.038308430162687895
NTF4,9.839857503649377e-05,,,,,,,,,,,,
INSL3,-0.012248528745270592,,-0.015500283651607926,,,,,,0.0026093559772970717,,0.005529081772437905,-0.03099646704755114,
BTLA,-0.019442137501236294,,,-0.013716323634383909,,,,,,,,-0.029972033791199348,
MFNG,0.019788252964704562,0.012670388014167458,0.05322437370467796,0.06754557028356066,0.028423527427720603,0.06657299002327641,0.040232849419977845,-0.04240107553278363,0.0795153568028528,-0.021478715665147766,0.04049510345795316,0.03169387953467987,0.04370171082938444
ICAM1,0.0009115229462022783,0.0764692655808616,-0.0171300464008039,0.01585400242291798,0.015730080593465538,0.015046556613080719,0.018619535948602293,-0.09862168971425403,0.027224779138953117,0.02507382506002229,0.007553731961709769,0.0594422668396863,0.022761693988256344
PROS1,0.04102975647365055,0.05258048789756138,0.0059302787986781295,-0.01488277053966906,0.035430938735154946,0.024556638178344543,0.09548172020067658,-0.04907886857428937,0.01720429284957045,0.06456290374055068,-0.0730066640061807,0.04455640624589287,0.026968862502370697
CLCF1,0.051823272331225516,0.022973858085818318,0.014043491431208217,0.0026472089336020367,0.03712558706917081,0.05309697075660233,0.004381628524767402,0.0819909278773531,0.013262397474921351,0.10159564356842643,0.05409905563687174,0.04979002528466746,0.00453301095358201
PSAP,-0.028052717876993975,-0.03503172126381351,-0.050736915393657746,0.027442861384802508,-0.07867770030592076,-0.02820876468703295,0.12427035688313776,0.042543429406943216,0.05444187518942946,0.03531264521493753,-0.07814227555520167,0.052782314308243206,-0.049180505505766525
EFEMP1,0.04999002676213673,0.00017418775607804952,-0.03222109958146739,0.011070969005806133,0.04014070081980118,0.01533234915352187,-0.04609672267068215,-0.06689310902415897,-0.006037470356258886,0.04219203666799769,0.006345594919707334,0.10371727139484369,0.035047257802634665
C1QTNF1,0.0003675824790132117,0.0555260682557307,0.03219922467319832,0.02547624835136319,0.05464833903119769,0.11786186157345513,0.05136407613530001,0.1110461168904241,0.03633576044731768,0.028765833363428188,-0.001167598650039188,0.031166952009632598,0.034497971341168734
ALB,-0.021745514092195134,0.06462044941778519,0.06464116622927638,-0.012199239949660243,0.07274101008199013,-0.040878793433975505,-0.08224325004721417,-0.042222330313417,0.014750669756617863,-0.06519156194426326,0.023662946503201148,0.004102882709195395,-0.031140897313995074
CCL13,,,,,,,,,,,0.08135818336459953,,
EFNA3,0.03231824578041165,0.013865501143777196,-0.029372019012248365,0.0007004992054724344,0.045860313171949364,0.010865587700121127,0.06781884640445074,0.004361109196388304,0.08195127843461787,0.0823034766859834,0.040581219038438136,-0.024450004300383247,-0.01698341710082485
DRAXIN,-0.009274312216405844,0.07130231221078294,0.06912251901280148,-0.009795391040463172,0.06036116748466058,0.04513403128497958,0.06484037142619241,0.048243867239748384,0.02709428679953113,0.0034503796799916484,-0.002764371610496914,0.0005884818769150716,0.006300530272324129
RAET1L,,,,-0.011732185236683169,,,,,0.03330205449416272,,-0.034317450560200864,,
NPTX2,0.045978845090833304,-0.023006320094171546,-0.04227206355298263,-0.03196567463063337,0.03018518311206363,-0.06872054191487666,-0.03922209279482731,,0.016479100298630915,-0.01115790705414939,0.02901280406357541,0.027725700018878155,0.0006702358622939445
FGF11,0.04769846327092402,0.04872326268387591,-0.0465103310462119,-0.022202201809158127,0.08386459436419873,0.042717909826942166,0.02987974107365738,0.0033236102535488493,0.001963479838742699,-0.028393702524657415,-0.04855938798197688,0.09146057466618887,-0.007679821724463947
CD59,0.0036659710265502794,-0.009997582478082682,0.005542692490344465,0.0070251582387542005,-0.09106962404091332,0.11005033118728967,0.08667925064730317,0.0024753830766876543,0.010944391367100645,0.045832958183390886,-0.06216196467127063,0.001855127411074743,0.0016648016348843665
COL9A2,0.07556826574940594,0.044302379987122366,0.012017239150679596,-0.008357082011383877,0.019061017193762797,0.04120772267634638,0.05753777248167116,0.029666534440336224,0.00955075803920127,0.04237152108571033,0.11488073463216388,0.04126810026995055,0.1042460382435003
DLL3,0.03786980295080684,0.04777496126983274,-0.02657940496784762,-0.038197034695757956,-0.03095969340633933,-0.057467281218422706,0.12590258675096483,-0.020485757181349668,0.015609405270606651,-0.06339849073922312,0.08455517294442859,-0.015592569383288036,-0.019838815331265008
FGF5,,,,,,,,,,,,-0.004144611516546615,0.07010093841794163
LIN7C,0.02862720607146218,0.056561866769209504,0.013660359197082302,-0.018933062704537786,0.04511899056760575,0.039251043709653495,-0.07158831362765342,-0.054398335175046296,0.022434239836520934,0.00753246391285021,-0.017538969191265377,0.016709947835944833,-0.0081309825703472
GDF7,0.030362633387334678,0.0584334438710333,-0.03162530943216803,0.04106729860941279,,,,,-0.023643731110506227,0.006130702721622581,-0.029336024425822598,-0.016437646417248326,-0.03362220967622158
PSPN,-0.02115803017158065,-0.04432761868742876,0.020026235792747153,0.013045138348486918,0.00458955792381554,0.032743515359641914,0.09659710376079045,0.01387115798682145,0.0549800211194678,-0.003541243222130849,0.025995318968710726,0.03026621153347486,-0.04880851763599459
ANGPT1,0.03923464188579577,-0.008265002076529382,-0.05029820070383367,0.007940567816901216,-0.010683186228384338,-0.03180136849474296,-0.060726443347523786,-0.054741139159115944,-0.009009792220383533,-0.017703873960131233,-0.02417781436424769,0.04719057723118777,-0.004280477810835242
PNOC,0.07558468023057226,0.0007389136315881606,-0.003982686706475636,0.011368751421476676,0.013729176331592173,,,,0.09044505109376046,,0.0567007270206655,0.021334568442761766,-0.020686426446875194
L1CAM,0.06043888946587538,0.020455696034485295,0.02750918511804865,0.020445596019915885,-0.07342911894681536,-0.014277174001560086,0.012688401991997682,0.07512547820749434,0.017117218214263062,0.043055594268692966,-0.03569123579767978,-0.016526315883543783,-0.025051747094593575
APOA1,0.07082354616690209,0.07994450036178873,0.02184990031612055,-0.01738289545242064,0.06428524434832204,-0.04156369681107469,0.09775153165798314,-0.03058633444003532,-0.006413183073187006,0.0632480574550599,0.056620946770211275,0.009402847556009161,0.07760347277753633
PSEN1,0.05614384050188209,-0.0019851716259746393,0.01911679755867961,0.010253020034098486,0.019606168409184846,0.02518192142808348,-0.02923677866143932,-0.07379907464718552,-0.013051409815223668,0.05166292923516168,-0.0031612873797900363,0.03977729008271979,-0.00036934313637765494
CALM2,0.004780955147947099,-0.04783420007340849,-0.047763939249419844,-0.017109951928418576,-0.07007077703571853,-0.09447465015896736,-0.03428330702707682,-0.07512190112215261,0.010416279316380483,0.004769990697603906,0.020526091203862406,0.04059176133261823,-0.02156781881812109
CLEC2B,-0.026237924172268577,0.050617355145925115,-0.006771689136384196,-0.0369690085936422,0.10484664833272765,0.02980775167130233,-0.048321637023909604,-0.03200026545216492,0.04389462839400098,0.10321342478449341,-0.012792160306688541,0.05595656307083409,-0.0037351760036376967
NTNG1,-0.003534496422335308,0.06949052316309494,0.0702032208849872,-0.023656179942618576,0.012246698650228292,0.09314194414937386,-0.012877395484553203,-0.02919337792663331,0.014420317701395353,-0.056841716458140894,0.07325743135742949,0.01668140689285654,0.02052949471538895
LRIG1,0.06037717134513687,-0.052304008510377774,0.07534476965635362,0.012004790153904222,0.026875627582562973,0.0206306256071235,0.09271408304805043,-0.061849713222688285,-0.03013724565710823,0.03756721563254464,0.030656918352644544,0.02913059093859889,0.06807775775529941
CPAMD8,0.0058278544321785945,0.008521333153414476,-0.01719339336559239,-0.019880266209101688,-0.02844896422848619,-0.009550431440247552,,0.011958525734842186,-0.026561822422674203,0.008663936094360312,,-0.032478342457161025,-0.023840666632884405
GHRL,-0.021707762208965913,0.05470728744903158,0.02554538477525749,-0.009795391040463172,-0.019658280766554265,-0.025348792659156152,-0.08360801553811807,0.02597977875396495,,-0.015515735386002396,-0.03173260604350427,-0.006611603919457152,0.07319424919682531
NPY,0.02523195537510714,0.016322906396251592,-0.05309837326597883,-0.02727716363193015,-0.006968853688331715,-0.03772320865589141,0.10081347285879447,,0.017478426429197988,-0.05504699507485565,-0.04457170436645075,0.05637159057697784,-0.072193058113502
MMP2,0.04116453114153586,0.03576401067818625,0.028084207391268427,0.06800529851828899,-0.015058138414453304,0.043868446399092695,0.17483938927138565,-0.030733162041243864,0.009747146766636922,0.009055569543735379,-0.03624333494501111,-0.008094507326619508,0.02127079763696137
LHB,0.07871962485753167,,,,,,,,,,,,
PPY,-0.021963910678227495,,-0.01256557337940129,,,,,,0.019146126257305558,,0.01979367801524253,0.03950813960212057,0.11949643802680805
ALKAL2,0.01081485308680745,0.03964630336782039,-0.03031018867625437,-0.026044805102523327,0.055847118868929485,0.05539178565850326,0.007438376993563218,,0.04316985785443031,-0.0023245160601887936,0.02048017845822663,0.0029779891352600053,0.07629361530095004
CSF1,-0.04590696260782104,0.010933043504169924,0.06509532543302116,-0.031738472478752416,0.011543454008509046,0.0010370915966902209,0.029410163198031025,-0.018569415807376134,-0.001188826389192177,0.0799952569811381,-0.04984153881608928,-0.00971157488394254,0.04977663512115356
SEMA4C,0.05146212399239066,0.058388834467307665,-0.02760075309606033,0.02407762186980651,-0.024888002813171814,0.12381777516532232,0.08804652793658652,0.03385865283831498,0.03264116948626021,0.013057410888309952,-0.0007791282014228493,-0.001281857125295355,0.019868580923491964
BMP8A,,,,,,,,,,,,-0.027820997690388444,
ICAM2,0.013113702417672294,0.04738342439254322,-0.017952242496497562,0.013622674944359718,-0.0209110263327861,0.1290002674889004,0.015601881079474914,0.08028797540390357,0.048534665076734845,-0.0038337731335893696,0.021414946898256314,0.014562102150177276,-0.010454107033431609
SYTL3,0.08079434756072469,0.0034070492156935673,0.007397352336891288,-0.022067277362324188,0.04772968611633686,-0.011950410060710825,-0.012737108261177294,-0.03002154503185843,0.03091159876748879,0.01914092757522041,-0.01633083690801589,0.008656979442784988,0.040656626656203725
IL1A,0.0009766849323040176,0.032487941693605304,-0.0076019638685784815,-0.006025325868925082,0.015186661133323289,-0.014098956017761668,-0.05819239522924824,0.032694759991455824,0.05343550850699473,-0.0014191039392764842,-0.04679246190744611,-0.04160113948555604,0.015247464908399051
HLA-G,-0.013326839039341627,0.08785051936188201,,,,,0.022507332479802494,-0.03297599824876354,0.006059170085869499,,-0.006972764887228438,,
PGF,-0.020587112251770973,0.08600197479295338,-0.013877815015711921,-0.017711787464654124,0.06414480759429543,0.16472991758972141,-0.02614377067518898,0.016585381313175017,0.006202438132572729,0.0038554226768791125,0.018155475212606513,0.002618359326696572,0.06974445983574633
LGALS8,0.00788884494967646,0.014992569589613135,-0.0032184123444453164,0.024083334056311596,-0.006681413086208216,0.029014364547356772,0.0037111669167947483,0.062426487955565046,0.01252722575901483,0.049990831439473096,0.03002903926304244,0.027779645541776633,-0.025846074804393736
DKK3,0.004943465568696813,-0.03330110895568728,-0.008137694291859508,0.022561656579539003,-0.06927906088546444,0.0746849769102985,0.03411741041644884,0.08311685989568117,0.044361251174096096,0.004575415703667664,-0.0775545325244941,0.02598230356360528,0.010483179058799192
COL16A1,0.06390551569476643,0.04545385240710264,0.09724351795693618,0.04225363117248029,0.03489471627172738,-0.003668626743949247,0.09741707343408312,-0.01876653840611212,0.0006320138257223778,-0.039606535400741674,0.034042479168957224,0.012815541126539686,0.079899100242658
TPH1,-0.0242514054232312,-0.015085846869085389,0.029544927760052252,,-0.018536725704424054,,-0.07265207239522148,0.025954262289753526,-0.041793167171145625,0.012440183719566521,-0.03974580104374708,-0.004619074204333792,0.0038520267358217106
TNC,0.04666731308141951,0.01657848629282497,0.07521326500106607,0.006867064414963908,0.04662845973095475,0.042369897329855875,0.04810182693619608,0.032149261525234916,0.07538525681624547,-0.00995046251032098,0.01665038349586374,0.06751344583623674,0.00842230467261534
TNFSF9,-0.021854952719223098,-0.040091521231443196,-0.03950033351523614,-0.0163612612335621,-0.03144979193832918,,,-0.003493364172627054,-0.024761218828694673,0.07526389609873936,0.04224139820368628,0.09714777907214099,-0.02509395638642158
C4A,0.06361203843029006,,-0.014895856968381653,,-0.016294486065628534,,0.05298652975604619,,,0.07897798866424478,-0.029645421096020506,0.09973808381409525,
CNTN2,0.01662994664109786,-5.8465596038319344e-05,-0.011870781259770247,-0.011272184877280789,-0.019375318366004163,-0.04558149771921331,-0.022373545439793124,0.02419285949507028,0.009968916952579742,0.05838240268543997,-0.030514613001559943,0.007643438091905405,-0.0282637801134717
F7,,-0.013102101054322652,,,,,,,,,-0.02933602726254448,,0.038578912880664874
LUM,-0.05966577714298686,-0.019290906948282338,0.01074467004419033,0.07465723230510005,-0.00784377934094486,0.10367469127943309,-0.009323081622242208,-0.03258197868370758,-0.0015497208805700553,0.05502785932174809,0.013230122629434902,-0.020225343677365996,0.006502186984605511
BTC,0.012676674884892254,,,-0.045082097882034114,,,,0.01872926459165271,-0.030334648430555517,-0.03093286802777138,-0.0003114384398939507,0.016898189496848,0.0759396774244548
APOC1,-0.028278946159743502,-0.009031609657978362,-0.017153615672559304,-0.03675318455451632,0.0035426398593055453,-0.01381863785810547,-0.046259284253783166,-0.12468724151863445,0.052831446229628015,0.08058077775632476,0.01828295352147347,-0.03101106207227062,0.006547182966676651
PKM,-0.026847166719476272,-0.031354295959960185,0.03134645054050413,-0.013228634862209186,0.13473256607390988,0.05051982212692933,-0.016432955768105995,-0.004040380487796601,-0.011480167296581068,0.0552518980473675,-0.03768620165841223,0.10416904053196889,0.02501778420626591
TNF,0.0018252342386913928,-0.019716828854213015,0.0662914892993633,-0.014320645217793204,-0.020344583945364016,-0.030733600194073445,0.016266674318246483,0.02059741098737357,-0.02758095463468261,,,0.06124202011536529,0.23905202681491805
GNAS,0.030352411613471884,-0.03935989235469094,0.06542049083365975,-0.03482108120813237,0.07736245838640642,0.15044386636173374,-0.027355532897699535,-0.11227604429539839,-0.048803856555975036,0.019532064645118506,-0.042771147127282055,-0.026099212350648566,0.01301194533681626
BMP8B,0.011425297239666149,0.06013343538754381,-0.009402008403484942,0.049323033170959686,0.041252869354758345,0.16961819080159843,0.03378430228370118,0.006212668042628669,-0.02582215380139306,0.05443076162821878,-0.05270492358519424,-0.0028929375033685863,0.0483532473574709
LIPH,0.012479024521469387,,-0.012010132744771217,,,,-0.04870002681963579,,0.00818101785685664,,0.026287252870418092,-0.04483607930483559,0.09024133103913622
CCL28,,-0.028175676781981407,-0.018493628636766613,-0.011246856685187524,-0.014700428721701457,,-0.0390881849913591,,,-0.024919635515019616,,-0.021603064864465404,0.022334562077149196
PTPN11,0.03993046984875662,0.03359823561675068,-0.019548431000754044,-0.02114046199325128,0.04768386403442154,0.02473529521078646,-0.05823277542916835,-0.05975636243146647,0.02692543821378656,0.032173834906190364,0.03545703397582007,0.019262742104640056,-0.03600713652131157
ADAM12,-0.004784069917967639,0.10472871180646803,0.08852048055117723,-0.010869387820447888,0.039091702735558946,0.075407882526718,0.11306593613576477,-0.09857698786251966,-0.0035999460709723236,-0.02261659227335654,-0.022081701078296094,0.023759773700708454,0.02350097565774828
EPO,-0.003956565136861883,,-0.012565573927891049,,-0.018536728426605007,,,-0.04507112688174067,0.018754379818090094,,0.04030431830663746,-0.0229730640975343,
EDN3,0.10037326930926747,0.0012617290675068882,-0.019476019856169688,0.01916453032755129,-0.018727999877127997,,,,-0.018820270094017363,-0.011929556573743384,-0.02871811776539317,0.0601168068142036,-0.036571523137516194
CCL22,,,0.06282298718837774,,,,,,0.03023005216524544,0.03426943462810758,-0.00945895069874743,0.023105493840975946,
CCL2,-0.018167168467076424,0.012275892093466833,0.038213639681429275,-0.009162169985983567,-0.016868517959889424,0.024623567300342774,0.010905474007070358,-0.014509063467895777,0.03702835852055337,-0.006000660137661523,0.03843244614206578,0.074168327582706,0.037244696275229215
DSCAM,0.006093799587784083,0.03645362911342408,0.001736704245657909,0.05221075580735423,0.0024497287030568436,0.0557986809596977,0.10638153991725702,-0.09135117134181883,0.021921727842019817,-0.08995272530922888,-0.015009461011680509,-0.00031406256434235897,0.03584868985981033
ANG,0.051805067302458034,0.017969786252328843,-0.033125914052203866,-0.0004723168419355221,0.07338927357566107,-0.02453539097070353,-0.04195161814796569,0.07775152020957603,0.049231400076379106,0.0056821247441102745,-0.013558991238544782,-0.002838171018178562,-0.03083312541904083
FBLN2,-0.029295418538183862,-0.024511401649919325,-0.0308346188095041,-0.03027687910450046,-0.029653805830347053,0.00527407266331856,-0.05677441928978235,,0.009975564299842572,-0.05300670301642074,0.002351205490098609,-8.13389530428365e-05,-0.011186221692020588
VTN,-0.0003594622526798905,0.057362268065769974,-0.02064382682343593,0.003672846216511558,-0.01540290529138968,0.05224004732207962,0.10178954613141863,0.05708377951029889,-0.022457191498924046,,-0.03634261183671048,0.06818030158038763,0.004454081646255929
VEGFA,-0.011202938811804935,0.024848848848198157,0.00799809882231014,0.097548541068086,0.1411493212074252,-0.029676803328633813,-0.022633498350569197,0.01975816466803251,0.006965633367688341,0.02112400720886353,-0.04013693896127407,-0.008101641280713966,-0.02142861051706071
F10,,0.029296685565111627,-0.013777880226406598,0.023114104861404607,,-0.004876970839150128,,-0.02968950232920262,0.036762484264316886,-0.0267627574583078,-0.02415668105222178,-0.040558823681381216,-0.030195117223230403
SERPINA1,0.0015245629867083417,-0.0024490981709008727,-0.002382470742360318,0.032706769197200176,0.029322568273411002,0.060395449139384265,-0.05674466539351006,-0.018252941659078606,0.07715427485638608,0.05598828625763412,0.050143086491031025,0.01651215196089794,0.04594503649393661
VWF,-0.012076232501917385,0.044155890360368266,0.044982626900810854,0.035151198156408284,-0.06210985131537289,0.14840595922198133,-0.033528712595559944,-0.037066699342317065,0.02360174173541161,0.05896736963070428,-0.019761239031763835,-0.03517760408520631,-0.0053870489783919735
GDNF,-0.015714920926849486,-0.008056779954862928,,,-0.01853672698302405,,,-0.043307738430422314,0.026307315131911244,,-0.0005733053364429211,,
VASP,-0.021232822195719047,0.05201521037116988,0.018139894346405366,-0.044533547927632984,0.06673345861057203,0.10993463744819025,-0.04337744238239853,-0.04791177360378254,0.007163908610648269,-0.011591774681012567,-6.195756458974598e-06,0.07330418973410009,0.029829173500644315
ADAM15,0.02387286067824863,0.020562084052339127,-0.0023414848603192278,0.047867716191383594,0.025438162982844466,0.017780444858698567,-0.007331535313036793,0.03444671442444839,-0.028271319518497227,0.011710382438676932,0.03966466159830287,0.03276329342111241,-0.0020631875678719116
WNT2,,-0.02482516020725377,,-0.012760402402393166,-0.017347628157953116,,-0.009359168835223435,,-0.032800514525600406,,-0.02270363533561656,0.11119838951020047,0.008476737088849695
CALCB,,0.009502534601720842,,,,,,,-0.0388468305995463,,-0.005691739301920945,,0.07740310866958638
OLFM2,0.0707935048439912,-4.1605319355173646e-05,0.1064095003237612,0.030776723136791785,-0.0027217902369310832,-0.06385404884126084,0.1148476327793337,-0.055079471478625415,-0.012809820573288916,-0.025180492451892817,0.09204871528837734,0.02937291842986295,0.022603861441079624
MFAP2,-0.03674444228334026,0.1687500198296863,0.033845436866301475,0.005314869321947973,-0.027617071088456013,0.10386706356642136,0.009453312514227189,-0.01176392640982578,0.0024352513884310714,0.0185542554221761,0.04109622807619409,0.039518726710486556,0.09962844132195735
