,UKF251,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk
COL1A2,-0.03702570103386501,0.057067801718204414,-0.003858827718902735,0.06855410514125135,-0.0346026848769342,0.035529421230812125
ICOSLG,-0.03903630128445481,-0.05742819554913916,0.12091183769260516,-0.08444133039227142,0.010785487060030845,0.004414281876001357
GNAS,-0.03725899737194099,-0.08133089103704676,-0.01866799962713681,-0.022707634260734865,0.027009636443890574,0.07540813024079426
C4B,0.04408337806891212,-0.038135046385870765,,,,0.11089542142286199
COL2A1,,,,,-0.05142082206035384,
GSTM2,-0.01913287903260371,-0.017089225449959,0.034051089819509904,-0.024070180297707005,0.030800115060252202,0.0014263510988297202
NLGN1,-0.02337997151588395,0.028211275096462294,-0.06311861885430652,-0.0108780056181602,0.028478032951718243,-0.01918555242325202
SCGB3A2,,,,,-0.012362067949998303,
LEFTY2,-0.01534688519582248,0.14232029369213497,,0.06887973377681766,0.022054830062535377,0.02397868623184499
ACE,-0.013024305486279837,0.008558708284089297,0.00330427855632166,0.11427773033574433,-0.00940654868227403,0.1117108967191224
RPH3A,-0.03141652106141499,0.08375184990048515,,0.03280413055690609,0.06991633859803718,-0.035903987625362115
NCAM1,0.021262545667448004,-0.02253689564219239,0.0116132498260478,-0.07995611736515273,-0.00589576112083775,-0.021847141625497547
EFNB2,0.062285781551521355,-0.007945981106621869,0.018928226258420524,0.07163598045217072,-0.00835042558826415,0.030982152920131244
ICAM5,-0.019754888426672345,,,,-0.0311966613941567,
CCL5,-0.028097563921553603,-0.02576810757475403,-0.016254176646441326,0.08986460326668992,0.013880298292499043,0.010115789486046335
PSPN,0.011926602051534894,-0.008696878550201636,0.009261889764750628,0.04876280709597639,-0.05649997804069028,0.014716134720177989
PENK,-0.025805931038560156,,,,,0.023344976343281646
EGF,-0.033302815898581986,0.031237348658320955,0.01663109554951793,-0.035255610070272815,-0.02751701722911989,-0.037937451923002484
UTS2B,-0.016594873872189695,,0.0169975814778256,,,
F10,0.011836519400312159,,-0.031932052804096306,,,-0.0205478007494929
FN1,0.010849368238193343,0.04446844244299345,0.05164391248955991,0.09402284701698928,-0.06264672486341412,0.04969319236395954
FGF2,-0.0013970985949683145,-0.09884475974838192,0.02546211910451606,0.031623611989339016,-0.02371983024854481,-0.041063384579930674
GDF9,-0.017732703725847974,-0.003910768358237794,0.059855520758429794,0.026605675109075598,0.05271832142481542,0.10478498362435541
CSF1,0.03187108234551641,-0.08056423554612878,-0.014643237486842438,0.050933277571118075,0.059281260294729056,0.0412664028117205
GZMB,-0.013994254010669675,,,,0.015993838734426852,
WNT11,,,,,0.016096471949627263,
GDNF,,,-0.006856152047360667,0.06852383728899372,-0.008538878947929648,
SHBG,-0.02314918281994717,-0.0352938529335653,0.019325319746918968,-0.02011226559602276,-0.00032008386725038265,-0.03197062217930694
EFNA5,-0.00303613824185255,-0.040794105453250365,0.06216528701195902,0.001548692283356886,-0.0019337350928396934,0.08782187840660577
THBS1,-0.02856473765180003,-0.023293522683561538,-0.06396385642062832,0.013357287541476599,0.0046393590312124216,0.05015682266448656
PODXL,-0.0030839382797624142,-0.02695782672364938,-0.07109033789500849,0.07593670316390075,-0.01253371865683719,0.0515619337459425
LCN2,,,,,0.04353128667045732,
C5,-0.023775810453779217,0.0744465071465369,0.11633787276393427,0.03290866039979271,-0.0011173547367779868,-0.003126947996734869
DLK1,,0.07467111749838379,,,,
CXCL5,-0.0059915202059248355,-0.06541842845519157,,,-0.0486069853615688,-0.039950921940907186
BCAN,0.011301026340159732,0.1856400904777442,-0.05739925891173236,-0.011067847884169266,0.053984271154190126,0.017696038707570694
RELN,0.030625245493690147,,0.09974215771393281,,,0.09799067701210633
COL4A3,0.006656844628448473,,,,,-0.03258965146878305
GNB3,0.017890086956712865,0.08795094410874886,0.04900765508554065,0.05179228407157293,-0.023202058882628534,-0.030541264001471384
PYY,,,,,-0.005619459462839286,
MSTN,0.05732714771439936,0.09385774559789313,-0.07699991212351368,0.045307718007367666,-0.03180019169216533,0.021029877975138053
COL18A1,-0.02428437509095179,0.03595779090484242,0.012018908881056327,0.07715028116497433,-0.05961130227982769,0.014987165921917277
FABP5,0.02495292856344392,-0.012451109375515126,-0.1271333084870229,0.07943946843746656,-0.011288721848998373,0.04476545388555086
TGFB3,-0.04843920224519619,0.02608712199225724,-0.010435162399155578,0.018163478157453256,0.09086389079690727,-0.10384416495442282
BSG,0.026971932582917104,-0.012326237270946661,0.029821187973046698,0.05793660317805156,-0.007032936606068975,0.12772479232065825
S100A10,-0.010824998717250685,-0.1339882008092863,0.042119267340495946,0.08216708921412727,-0.0421937055614065,0.021798439682929355
PLAT,0.007746862352604175,0.05695287136408807,-0.034872307310793126,0.013286753913115358,0.006708602609448007,0.05993677945243701
SFTPD,-0.023149184425538642,0.030131742332532938,-0.06409504226631939,-0.052699555091022664,0.1367955073948135,0.047241957432654344
EPO,,,0.051557913871851,0.10894615713789217,0.07871995142669411,
FGF7,-0.02450898972061079,0.03620506449295081,0.08517169070094369,-0.049360635437604564,-0.0070385358753513655,0.0003428072212877473
CGN,-0.02089516625143392,0.058749409344710755,-0.00821598388369122,0.0026669210471159375,-0.006619778822036782,-0.03921349028518572
FGF13,-0.0383844789641576,,,,0.056604286108216086,-0.017348295929233048
CXCL13,-0.008407540558406423,,,,-0.04651655328070333,
ACTR2,0.015027870297624956,-0.015172880101149097,-0.11632249450231179,0.0134996037071327,-0.06137929014501644,0.09796251407747174
SLIT2,-0.006097283012189208,0.058184907899402206,0.04538576873573059,0.015707377163788547,0.019450767487509985,-0.03928799144486454
LAMA5,0.023745322155981276,-0.010909773227854644,0.0373740697957782,0.06748175306829914,-0.02696585539321889,0.04744448929872723
TIMP1,0.007754541315115379,-0.14058278036106436,0.013630272538846135,0.10976305639550693,-0.07187650426414305,0.10069514091102025
PLTP,-0.0017765312760879093,-0.023262074597036095,0.046400849318347426,0.01926631103704722,-0.028808282316834827,0.04621833813151338
TNFSF15,,,-0.010796820060598723,0.07803487250860781,-0.015975517232487666,
PRND,,,-0.04381681544362821,-0.035844291776274496,,
NPW,,-0.033489334202055535,-0.05186235708156982,-0.026709402756263344,-0.003914711018585769,-0.01937512434897069
SHANK1,-0.015160689833004375,,,0.0006535773247561762,0.057549236696419745,
PTHLH,-0.015227413470159655,-0.029668652632493683,0.049767979428400964,0.00958920999325084,-0.044946901203024206,0.013715501010196671
SYK,0.03690103977103233,0.002440834882120785,-0.016976963505132787,-0.04310720898798932,-0.004777876178311418,0.014527112897863115
CD160,0.04570826333913313,,,,,
FARP2,0.033713162557765165,-0.1401032845004773,-0.028419023367590703,-0.022263073104859695,-0.037114512834265784,-0.005630664978468771
P4HB,0.050882122404703925,-0.0349151099780669,0.1096696662431283,0.0028472655630383255,-0.04396575827668719,0.09435512794155905
TAC3,-0.011103560826048645,,,,0.004561106654747634,
C1QA,-0.01536811410995736,-0.06783466725369612,-0.07217251437228157,-0.009944933514064128,-0.02991266160937293,-0.03953436974807517
EDN3,0.016913588679026894,,,-0.025859593665064073,0.037108956558021426,0.04736908226794817
AANAT,,0.020712753220103446,,-0.022552179109593017,0.03579749982127643,-0.009005781890787875
GDF15,-0.010401486004987371,0.020461949039860372,0.0013786555311174641,0.03465923377442409,0.05692700631473668,0.018228752094005474
LRPAP1,-0.01699313912389817,0.13628541439091632,0.08834180824249574,-0.04289746140702032,0.04423278566394271,0.09722110165919541
LAMA3,0.013772029857817643,,0.07285121515161709,0.1746303720470904,,-0.01961480012743543
VCL,0.057812616918842305,-0.05698538553929081,-0.1219732652670703,0.08731585819883732,-0.022058367317658787,0.036624110994296494
COL5A2,-0.03443327728100074,0.04245041652799577,0.03021787703985291,0.09336187570262915,-0.05363758714165644,0.04106519917435976
DKK1,,-0.019736940794843272,0.14294409929882004,-0.03217726227610832,0.01381429583229429,-0.01761350989696839
COMP,,,,,,-0.020775048952418215
POMC,0.021670780460934017,-0.06169097079910118,0.05060568039753235,0.021788801136409627,-0.016968406206498327,0.04854415728547853
CCL13,,,,,-0.0033888459781248807,
CD34,0.03731118237776596,0.021259341543440287,-0.03767043258857038,0.07438136997428693,-0.02034230645051897,0.04409636405937501
SPON2,-0.05129074357518997,0.0006609626644177838,0.058130461590542595,-0.019524543279330925,0.024527853692868664,0.030447300444024265
THPO,,0.006730356922962827,0.08030190167737772,0.028382042135579138,,
SFRP1,0.011935117519020357,0.04287586506076011,-0.05091515415257046,0.020846572999683705,0.05558217369464056,-0.014660261890834187
ARPC5,-0.013022607818712558,-0.07466975484820702,0.08262142392271604,0.037478150642889965,-0.039923174137207675,-0.05911139619409152
VEGFB,0.03934390919677795,0.005280880940856251,0.029535979249212033,-0.06739999967243471,-0.033170677108357076,0.045141117039240515
GDF6,,,,,-0.042726648141415316,
LAMA4,-0.045199950826342004,0.09738203832258237,-0.009634433469762683,0.11918681303452007,-0.006149241067303329,0.09366464115444573
NPPC,,-0.05289437440263131,0.18558870945955083,-0.027003886714053578,0.04111873975208062,-0.0264253398687463
HAS2,-0.022634578517870964,-0.019617689006904998,-0.1037315180469733,0.10464791494453046,-0.018116428568242755,0.008650488746805202
JAM3,-0.0027174163598325312,0.12027093282718508,0.1229192018780126,-0.07213940209306119,0.04899213523723155,0.013386630086791846
MEPE,,,,,0.06407251131170148,
ALB,-0.02737981563085074,0.03502545459720266,-0.045411528496855015,-0.04750834204513867,-0.02386661462230263,0.049234987820787786
SAA1,,-0.08086518856713666,-0.051039311274899114,-0.06419744971607219,-0.0478883000023895,-0.018320938796944485
SFRP2,,-0.03645341082356639,,0.03198135106691911,0.03221458243243381,-0.04564348414330764
CHAD,,,,,0.014894454870557934,-0.021000063425143906
CXCL8,0.02964411368688435,-0.08167800163464443,-0.03031871779933667,0.017798357357191326,-0.028000893031522534,-0.03197062217930694
VASP,0.009760926399516447,-0.09753878816250112,0.0915527658997668,0.08449289839619839,0.010550250431785781,-0.004641077214714874
PDAP1,0.04817471199690223,0.05400010128090154,0.04748827044816717,-0.044423005455012744,-0.02732025332490216,0.0332460818227571
VCAM1,0.003876009657058177,-0.07560141650173753,-0.11420382535277752,0.04602440726503683,0.06994094787221211,0.017801644577839715
CALM3,0.009738223025909492,-0.06346388402940449,-0.04792021788575565,0.013978373279945163,0.01712464820229675,0.07026743729984182
JAG1,-0.01743180191788235,-0.04802406385041695,-0.00606840528121902,0.05118502304488409,0.05311197821008721,0.03563308739117635
CFH,-0.03200847440680543,0.06563459980995962,0.027175948829569377,0.04421801414735996,0.04700571153278132,0.09240287953699518
VIP,0.012008580188124049,,,,,
IL7,-0.02637721158147295,,0.018338544061954808,0.06042665207056781,0.07013549162454519,-0.018387663847719487
FGF8,,,,,-0.04235848850393308,
IL27,,-0.035877655842221,,,,
PROS1,0.014397825092395214,0.0485132179908624,0.046625327747101666,0.027427374904758498,-0.04689499018221748,0.04128941949852688
TGM2,-0.05487263610192236,-0.06987500909135527,-0.04409401738902672,0.06765714491884094,-0.010493727028499735,0.014027313650963179
C4A,0.03389681468228088,-0.04852652387035168,,,-0.02543819322194104,-0.02767886554553562
GPI,0.040111824793323037,-0.09517086559415427,0.01702404567060666,0.012302160810806853,-0.05043746871172091,-0.041215262474793235
DLL1,0.026954506156915834,0.0825328325710591,0.08258233866870443,0.13636928007935126,0.025560791539032873,0.0436350815082034
ANGPT4,0.014145345393463448,,,,,-0.02473415852022183
DRAXIN,0.030815611256126613,0.016266753011114094,0.11865000765054742,-0.016282758555407423,0.07648910638595986,0.008366928348105138
PCSK9,,,,,0.08369820560856996,
NPTX2,-0.0020068278515744053,-0.05187593056656022,,-0.01882016343627323,-0.05213802148868049,-0.023905840486655564
PDYN,-0.00462626542753794,,,,-0.008426304133817612,
RIMS1,-0.03657276127762549,,-0.022594129578200547,0.033503437654737345,0.053938585186279565,0.08416617165535735
FGF9,-0.014495424672709279,,,,0.06496865110948885,
COL4A4,-0.03247616562117165,,0.10611519103125629,-0.02737575934301063,-0.004872098780267894,-0.0031204273579040777
WNT5A,0.03434703065664249,0.0014504658537047425,0.04393722507308502,0.03952461889061454,0.04232077788056399,-0.07801375678814287
F12,0.011952327009623249,-0.0016167061671277776,-0.04333626578361196,0.02051585480730025,-0.03462780702185098,-0.02365041887636352
BMP1,0.025316465865683622,0.08208934628657588,-0.0006087204011300454,0.02021931842160927,-0.00948415977166111,0.049912763174934094
CORT,-0.01140228995970415,,,,-0.035391472686993095,
FAM3C,0.023544542924391735,0.019481606105483856,-0.003533140903407134,0.036086667908304886,-0.011355354217432634,0.0485569366006722
DSC2,-0.006137278130010864,-0.04748668164601486,-0.022260807879066768,0.057353681839241215,0.05706796033590652,0.040306616882554935
BDNF,0.06148024884585504,-0.043021581919727714,,,-0.013869102371794312,0.03215800763034296
NXPH1,-0.0015745611039153875,0.0930501587408405,-0.01631202460604819,0.09094707469529346,0.06860454503240311,0.00893280265929994
HSPA8,0.03582127088930524,0.021023180273882124,0.0018483838257106222,0.028889058349632256,-0.01103325709193183,-0.03076255615765137
LAMB3,-0.030919908811305696,0.06749095604088635,0.06992376551724462,-0.027545062247585603,0.0030944505020804405,0.0283890725157185
PON2,-0.012367306091984089,0.13914629191147482,0.015275203626878004,-0.01600243949351405,0.0078906562604358,0.020425732467332803
TF,-0.051661666980746826,0.08486837259744778,0.023886048554046063,-0.06821844079626366,0.023500039373009266,-0.06455832774360917
HLA-E,-0.02155183778721855,-0.06826225657178692,-0.06264299323862771,0.015437666263127264,-0.08076723220885722,0.05873386759042996
OSM,-0.031802759780178116,-0.028901471419901913,-0.08480687453343765,0.052715127830774304,0.03248753846311435,-0.004303358322591594
ULBP2,-0.033975880732308825,-0.05102345316576522,0.08427062024114011,0.042169922708883686,0.04262417657788377,-0.027502760384671147
VEGFA,0.04625559677651968,-0.13786170212257814,0.021365162252714662,0.004958386353921254,-0.005360932547556476,0.08466781663394336
TGFA,-0.06502321242430337,-0.011789875383888463,0.010860511835582365,0.08798971954698646,-0.03505957849380596,-0.020494772149086064
HLA-C,-0.002941620076243127,0.07176747882143097,-0.0016776661040454116,0.018475326447260024,0.0040945989953038164,0.07481787263228314
CD200,0.02093010118255486,0.053729682848180874,0.053341021908253926,0.05489094339346332,-0.009970629744437323,0.08309023632481068
BMP2,0.08897260315563596,-0.023017033762357263,-0.06965757895465573,0.08203220021179465,0.04299176503316932,0.0019929219870122384
TNFSF13,,,,,-0.03973736934546611,0.05943274518758347
CSF3,,,,,-0.014834616388296203,
APOA1,-0.02414480505843754,-0.005395419698381811,-0.01174112384201237,-0.048207695375005404,-0.0591822442018458,-0.028028232228362066
IL15,0.06591634483508495,-0.05899141445839594,0.12949590394250757,0.07726365792112508,0.05982645301740335,0.014301812267199777
IL12A,0.02852762485710971,0.0854988571472106,0.0931812994267618,,-0.010833014760282459,0.03319107312539878
ANGPTL1,0.0007227934522221432,,-0.08868282839997285,0.057968326268686185,-0.03044486622688711,0.039216165318157754
FBN1,0.003133041834502335,-0.01717495729478273,-0.019477833815953152,0.012985196539735244,-0.014406988503181683,0.05146657298204692
CD274,-0.006643933173286302,0.15406579180830085,-0.07308638959117292,0.04651687813216062,0.09320316165507708,-0.022501544591284024
NPPB,,,,,0.02365348624403885,
PMCH,,,,,0.02371384717587269,
MFAP5,-0.015160689647795017,,0.07715091735995835,0.10177914491712058,0.021673058896907963,0.16945453560292284
GDF10,-0.018080387635763587,0.02507640681490998,-0.03085667061803022,,-0.026198036462801468,0.017644534772652126
COL4A6,-0.021238881051211092,0.16123365389758967,-0.044345899193070304,0.041240074391144105,-0.0012919227620075595,0.062249632177038945
TFPI,0.04940659805114244,0.06294466324913767,-0.04470706349137835,0.0949558872908805,0.009972057392413683,0.03325312887802898
CNTF,,,,,,-0.017875046484329363
FGF11,-0.003958015140344631,-0.03836431457019267,0.07498513972350762,0.0246427203756414,0.0729083745969605,-0.01296373382353095
JAG2,0.03710368914742331,-0.03439769503022113,0.051490628684665675,0.0026234686181915183,0.03815700535933513,-0.04621282218762186
CCL18,,0.0864485612344047,,-0.02165268504013726,0.04560682633811509,
NLGN3,-0.03412442500367956,0.11907595037881084,0.007477021704492869,0.09356629028305573,0.02062916349836168,0.009304957501877827
CNTN2,-0.0023504990030068762,-0.08842938094800346,-0.02773958513448245,-0.08424026304408506,0.057995483973812684,-0.0421084287580995
FBLN1,-0.03543047399459883,0.10131834402931142,0.04845140342343012,0.02828948478071479,-0.04814644895725807,0.06144758838268124
NTNG2,-0.038425773080314495,-0.05204387512029489,0.12514269006997467,-0.012385876169525667,0.039840987341226375,-0.009485694584804558
CLEC2B,0.034720502589891754,0.01756282797837626,-0.024153859340495167,0.020169015280721136,0.008302632825160495,-0.022132313166426595
EDA,-0.028031331968851426,-0.04942344819107146,0.1165348618561632,-0.033177801760512146,-0.032857713192603194,0.04929370647086389
C1QB,-0.04069301265788047,-0.05304345507117533,-0.062136029634163606,0.06399405201081163,-0.017327838530718124,0.03459453536221283
PSAP,-0.002693804734080867,-0.008932476061422555,0.15085507504841267,-0.013207175876352142,-0.022698840847065076,-0.005673607084753053
APOE,-0.0117523019580525,-0.11965206990305444,-0.002069634315742064,-0.07107036531270451,-0.02289521089408251,0.08623309435898181
TIMP3,0.04256139069787273,0.09511366819053889,0.10160927532456253,0.02476170153984697,-0.021346891438885317,0.08626759407551285
COL8A2,0.00869233246567038,0.04228281165130274,-0.04682739727180857,0.023524255534993488,0.04140054916674209,-0.00802195592997971
PTMA,-0.01973728192527391,-0.12401273011592427,-0.06144096794228086,-0.0131730427108684,-0.027780113680074832,-0.048906344899087156
APOC1,3.410734938752857e-05,-0.08162114892223717,-0.07804416307509836,0.04216446145575399,-0.014614389676118483,0.012138652496739238
PF4,-0.013790707080320453,,,,,
WNT16,-0.013790705864059645,,,,,-0.017348288675723675
LAMC3,-0.018633655118540277,0.0693100294490271,-0.01787178658940382,0.124580285069321,-0.017675901268943684,0.025599218437819135
C3,-0.015197001447496484,-0.0406118130253175,-0.01910402362124546,0.03861558782063039,-0.050277405898607734,0.09191558269311506
S100B,-0.03736236543796578,0.11080544476542059,-0.05505682356083092,0.03277312261601559,0.06276827610592504,-0.10691928502330984
F7,,,,,-0.032050654753475044,
CD5L,0.04380661518251888,,,0.06282242234867412,,
COL6A2,0.022810253352899813,-0.0753100157851228,0.04469543394571396,0.05834480388522855,-0.07965295295947304,0.0092331922863256
MICA,-0.0124589002857809,0.1022273013626515,0.05738822030591568,0.03977529344039316,-0.013098223560757292,-0.031654793498809564
NPPA,0.022249586032479264,0.08870788667849809,-0.030267453589681127,0.06384551669289922,-0.0007342791961256948,-0.008468809160193594
COLQ,-0.03388365482614729,0.05087489015734274,0.03454608552671711,0.035854894299617024,-0.005421055444165543,0.05384948310571924
SLPI,0.07593073508490432,-0.03144352574490547,-0.07553216994044189,-0.01525247525606763,-0.019408156826665083,-0.0033785487974312975
CD59,0.012834071041335535,0.13723703856469496,0.012352200857313365,0.005265755474888538,-0.0652916564049197,0.023258998158998186
PDGFD,-0.005943902568495655,0.1456640822797518,0.0852631614839647,0.011609637829621385,0.04377537298267908,0.06499616526835143
FGF12,0.041563340628841726,0.05072784486515582,-0.00762048200179951,0.04260668180355355,-0.0015213424832844682,0.0038618760237320022
TAC4,,,-0.055565139243420304,0.013630423748204733,,
PDGFC,-0.00926508342554206,0.03749386596986261,-0.11205583621028098,0.10089499899685955,0.04086721466778288,0.08629026020191993
CCL28,,-0.03758175840609184,,,,-0.01913269610242121
GNAI2,0.01367924299489231,0.031358342328212295,-0.01928579799860757,0.03075391958107298,-0.00847455037142398,-0.003498933524997049
IL1B,-0.01650049424843078,-0.11294723363910444,-0.12007199417288775,0.022749467992568172,-0.038877834527928146,-0.03685419620743818
TRH,,-0.0711240222179294,,,0.06202341068889026,0.01502629934853849
LIPC,-0.02075575119433947,-0.038134967465112635,-0.03614501233925308,-0.02969663362422221,,-0.032435771694431466
UTS2,,0.06568186066868825,,,-0.02318751766963879,
RSPO4,-0.024508985067580646,,0.05049919767430495,,,
CP,-0.050324516692582276,-0.11537443781638307,0.008062783274341031,-0.013460473566198214,0.006186362370938682,-0.07355089563922952
CCL25,,0.07893140788852193,,,0.0312646583340328,
MADCAM1,-0.02534096498283682,0.06428719520031594,0.20376131535401318,-0.04512046379870951,-6.498179969855151e-05,-0.024344508082785325
SEMA4D,-0.006390810871264563,0.002039148693787295,-0.01685311934282542,-0.047719108222943986,-0.013131548057638465,-0.06695426749280167
SERPINE1,-0.02318215420695168,-0.0865671490791661,0.08327784119228582,0.01849790969495136,-0.05649271278591048,0.02520506591574995
TNFSF10,-0.004141095812054114,-0.08906037882084515,0.08624831530582,0.007264123196412805,-0.01220273137427004,0.028702830255722664
FGF14,0.007268995936173987,-0.08523741898284092,-0.09087393045148542,-0.07108723168977567,0.08099901754079297,-0.054922024853911
BST2,-0.020680378954208947,0.0775074209708871,0.004808589751138235,0.06412574758650755,-0.02626247324205423,0.04679993140432451
PTPN6,-0.01626500084581951,0.03870534629299117,0.04784123067383712,0.057476125600858456,0.011660881669263129,-0.020296750125781967
FGF22,0.05206002136943046,,,0.08131804621812762,0.05617274369582983,-0.02587226221743616
TNC,0.04333145560153503,-0.17375266586572022,-0.00392572352129479,0.08876833489654165,-0.029148057879939994,0.018725297411767917
CXCL3,-0.02835238132018986,-0.07387908518536176,,,-0.023521796140956404,-0.019614812958507893
CRH,-0.018550899012400274,,,,-0.021545021835989057,0.030144367984384204
GREM1,-0.031331279104047566,-0.03878985138843569,-0.04921835538449491,-0.03985978316734866,0.005707989266786008,-0.02275137941101104
MST1,0.02802652235413805,-0.04123332447345781,-0.0840695147902199,-0.041723789010091404,0.06792907062847868,0.013858988889881296
ITGB3BP,0.018666402880942196,-0.07749975491851309,0.038795351021946735,-0.005091475026604869,0.0935221400162003,0.02198810235838445
NCAN,-0.012108976720073206,0.07174444459455581,-0.023472890805508764,0.057122471570186656,0.06504065843380744,0.09581603385758924
DLL4,-0.001758895805005512,-0.06929551391508093,0.012869904025499285,0.10324201429827312,-0.04245020416266949,0.06466970673866743
UCN2,,0.15692313537463223,,,0.040426499369141604,
VTN,,-0.035877717264507496,-0.051397741053830825,,-0.02836483766209786,
CD70,,,-0.0368906873494993,,-0.04137735497448277,
GNRH1,0.07355607139974493,0.04176489340904983,0.011719860126762906,-0.03812302116869162,0.015424971359340041,0.007670363580086004
CKLF,0.001251530075337089,-0.010088835443066418,-0.02582645116329919,0.04937840191159063,0.04532419234082209,-0.00631233361611991
NTN1,-0.027995491876045348,0.13946282484395334,-0.02688847883675783,0.08426230280339318,0.04162418748518461,0.08465243059259107
WNT7A,0.11660652922169305,-0.024823327126418236,0.11679383387509798,-0.015160951011993384,0.003979501784668669,-0.02010294329573906
HCRT,-0.02327568398494903,0.00567515769826711,0.04090205981119282,-0.0397355237946562,0.01032886900920241,0.012810647247959921
CXCL1,-0.01990067822357714,-0.03470149378790158,-0.021395695766768686,,-0.002747483074371836,0.0032277598189314654
EFNB3,0.008373586196469806,0.01914045004286572,0.00294165042636129,0.089954683836227,-0.04342209658902226,0.029678213875978077
CCL27,,-0.07624425731735274,-0.021395610447965653,-0.045120472246998,0.003474806714095131,-0.02394930061534606
CCL7,,,,,0.024416935891013253,
BMP7,-0.01680447329962358,0.1293250024127655,0.07709794464669915,-0.049386531118566196,0.10705328056126012,0.023970626167148228
NRG3,0.052430257685168374,,-0.030856690157870847,-0.04512045868527403,0.02160776701165471,-0.03027385745625888
RETN,-0.013584247847530206,-0.08963113518710471,-0.03735494600046011,,0.11222979179326058,
OLFM2,0.01400810623808337,0.01657949576825266,0.014392874386163608,0.05551630270805919,0.04200558672604899,0.051232963922644675
NCR3LG1,,,,,0.0043691763682081955,-0.0183876736109286
