,UKF248,UKF259,UKF313,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TNC,-0.030092119881047624,0.07023364524795221,0.027557113144782534,0.09806046202551713,-0.00437536554361828,0.021761162341390323,-0.01316763282290732
TNFSF9,-0.004171467071579658,0.03238436437957186,-0.030911647645927694,0.04903622722579362,0.008301170975971928,-0.015702651421600558,-0.035571726282898807
C4A,,-0.014959132202611525,-0.015489287165641226,0.01173115064824098,-0.01582520059070246,-0.04765906913900278,
CNTN2,-0.046063876362167015,-0.014248742076996657,-0.016400683985677664,-0.06415845294080648,-0.0217627165203299,0.010837970263163485,0.04651130310115484
F7,-0.011604524874169618,,-0.01412122811128947,,-0.01566004120705175,,0.009184281555783545
LUM,0.04942229153603876,-0.024875331717704386,-0.001975154611692096,0.0715666568686475,-0.040726694543242195,0.06707953622907696,0.012516647545641435
BTC,-0.01052807145022409,0.0010777665336820649,,0.02175047113170761,-0.015154524129079595,0.09275475437817128,-0.056646076363419916
APOC1,-0.05918249593499049,-0.01384297125872518,0.021419311866620556,0.058895603622738886,-0.037321126385672254,0.021505289522860148,0.004425070898952778
PKM,0.014583220745264813,0.07136183270226382,0.00575611698033465,0.11040748773640434,0.014712862988474181,-0.06708100012721015,-0.05364531510028969
TNF,0.06552698091193429,-0.023389356325376007,-0.02010176749222805,,,0.056190952007447066,0.0016595810727428936
GNAS,-0.022176933745681242,-0.025546067742635462,0.004027463549424312,0.117488873294856,-0.02849084167504725,-0.06316310510999634,0.057598106871402675
BMP8B,-0.012871941521385431,-0.004517367202728933,0.03963624164787765,-0.046477062270070604,0.017820828084655606,0.15224486084494954,-0.05181896896344144
LIPH,-0.011895054359249039,-0.01895125736467092,,,0.03971452137489461,0.03142195559558552,0.06767633368269052
CCL28,0.0038082309196464255,,,-0.018051197528549192,,0.03659772111002947,-2.4270926707804918e-05
PTPN11,-0.0395308001826706,0.04401281216695323,-0.008414587481928908,-0.07125034595128624,-0.013093059447983701,-0.058227486459170585,0.06850890388973238
ADAM12,0.029927312671051937,0.04999208948395224,-0.013919304749380761,0.06733713822417493,-0.019280204153444863,0.07038302519826815,-0.03073321475240451
EPO,-0.01598308554985617,0.05451763739371714,-0.012839565501600304,,0.15477624417305583,-0.029223762709875683,
EDN3,-0.020720620884588425,-0.02405131351010417,,0.02385131669028426,-0.020692832402621986,0.005474594915198302,0.02563739333702959
CCL22,,,,-0.02240704264188891,-0.013146459645196763,-0.006871369407985549,
CCL2,0.002503374746688799,-0.060791843603771614,-0.0028056306538680126,0.04511118770900729,0.018897084567560358,0.032921883969697786,-0.06540510393514168
DSCAM,0.027672620017732016,0.0020452493823069125,-0.01888988641035911,-0.019130179383581844,0.045816166723397875,-0.04638788665017668,-0.013922122606705988
GPHA2,-0.01325764250235517,,,,,,
ANG,0.022717834419846615,0.02775050861951697,-0.026605386712015802,0.024118232112248242,0.02892452141118035,0.01575640548920209,0.05380195237172813
FBLN2,0.010294798367583367,-0.029295413657324094,-0.01527590177895457,0.007088892406392349,-0.02281257947088391,0.04303419794326749,-0.040659027847788604
VTN,0.09125778243066059,0.07067178278968746,,,0.07847292351532045,-0.003962242486408516,-0.006794491844749382
VEGFA,-0.03952392507376244,0.0821290063229253,-0.06866613582986393,-0.0431571801383431,0.04023892971475449,-0.13233535432191468,-0.047080215877616176
F10,,,0.016404678603789632,-0.019386311689727258,-0.025948661124360332,-0.017911786669597942,0.00774913300618265
SERPINA1,-0.03156404813461357,-0.0434627374446052,0.020328298030191486,0.0005764856009862191,0.03411851033390786,0.08726768805777681,0.021987018552245177
VWF,0.07212451376211178,-0.03975398897947189,0.0836333467572135,0.0800764844758741,-0.06763351937571832,0.07985860495295866,0.013716911083320203
GDNF,-0.018628516765253286,0.0022894997890780264,-0.04266378089992875,,-0.02097999626779713,,
VASP,0.09042064707035928,0.03474852090433071,-0.006042248331857425,0.11370325698999,-0.03796693394059335,0.08121960297481565,-0.001738031725921464
ADAM15,-0.0034330216652642435,-0.019918041747894077,0.0587224615682125,-0.01901947085387133,0.009563099664545962,0.08468989750484177,0.0254907623543788
WNT2,0.01146097624089545,,,,-0.017989797137536397,0.03787891874297842,0.008387891427855702
CALCB,,,,,-0.023403259982848958,,-0.01728045535795842
OLFM2,0.014621472162156502,-0.06639169380193369,0.03966876225330857,0.018504322359454487,-0.00990285423534586,-0.023834533084777197,-0.014455825075020233
MFAP2,0.0702319896420597,0.009771744976610252,0.07633507307979841,0.025994179643216885,-0.005484714832441867,0.10502366595939512,-0.021857286550485647
HLA-C,-0.017421993619646605,0.027142863002814044,0.04499352265691938,0.014906870435510729,-0.04818839668137371,0.07546096127401206,0.009836325667369873
THBS1,0.05238939391257979,-0.031087124642322186,0.01816813754423055,0.010837071978733435,0.049621173826768845,0.038419490438787514,-0.03338342907385459
HSPA4,0.03961995289990051,-0.030788215375053003,0.08540362765971067,0.037396576800651705,-0.01994516949277997,0.018562949944538134,-0.006025623036189198
LMAN1,0.0267269438314758,0.030304875430227488,0.040414049740206764,0.045203530313321916,-0.027877289546829328,0.0010925077191573861,-0.021610290159199116
LYPD3,-0.018146370066522786,-0.014165365222585248,0.014271080597712971,,-0.023862315415803578,0.11751250665640323,-0.03151666564436842
APOE,0.008147048613668774,-0.04804800391021697,-0.02906575698123986,0.08373730779143883,-0.016905008871577098,0.03437474089094,-0.00021767211273806533
SOSTDC1,-0.026796420840740336,,,,-0.02128086419318225,-0.013893490060666482,-0.043240442141606494
ANXA1,0.02750313591145283,-0.004838497413005262,0.009612862314479184,0.0265169007224429,0.01471840330395818,-0.03483858295674614,-0.008752098720060615
WNT2B,-0.03031452981527799,-0.04076691482932437,-0.022078377323300313,0.04807609869315292,-0.023356425941612392,0.0482010559425701,-0.053391218954075406
AMH,-0.022158566691861368,-0.004619115963443454,0.0778586936911577,-0.018051195226637805,-0.05237442624192555,0.007385652528020915,-0.0404368785726227
GDF10,-0.013767273308947975,,,-0.022782635618869507,0.05328810927767453,0.07014765137998778,0.039755928413129624
EFNB3,0.008227993570300915,-0.0574244159595464,0.011135180091164812,0.07007683250875736,-0.01392462639521122,0.04265471810559752,-0.07658317232778263
LTB,-0.023445057926916216,-0.03356367566484934,0.0048573473684548115,0.027179911982124882,-0.007235968463471692,0.06434973747009859,0.0474659302735878
ANGPT2,0.06899802320266443,-0.020282856326777805,0.07632792913702197,0.06903587252065062,-0.016139666177247942,0.07475121455249614,0.049245928391326244
NRTN,,,,-0.02278264379203273,-0.013340808858141531,,
ADAM17,-0.00015260504286250507,0.01401091168102493,-0.03815525306846772,-0.004158940813252251,0.0030867269311446706,0.07948850414399955,0.007227940129600035
LRPAP1,0.004454090372890237,-0.02863735922282792,0.08149097823349284,0.04947256896392713,-0.0009192712507384852,0.03912326911610865,-0.03523270262612217
NID1,0.027058499379520207,-0.02295174740837574,-0.03498759781573792,0.09180954734450374,0.0139435297579629,0.09544480331690579,0.06338360605323326
MST1,0.023064090669533625,0.027872815917919763,-0.024675437755792187,0.029969121519429848,0.0721890365133945,0.011711952791382561,-0.02296437030907313
CCL14,,,-0.0007470427600405659,,,,
DCN,0.03866397660458482,-0.02094721753909144,0.01786095115126925,0.10570634284323151,-0.005990115041763805,0.1042821387662326,-0.010032754060159126
IGFL2,,,,,,0.049927520460459,
COL7A1,0.06096104795193942,0.05755574368494779,-0.01417256724051878,0.12061097658263603,-0.033277835921307695,0.07681247326253288,-0.028174388446325683
CALR,0.04568641931932863,0.053433368335809535,0.0019498250742243073,0.09816777214358224,-0.011958926221360461,0.04818260930941609,-0.02496537874009532
PIGA,0.003764637440550143,-0.008566749759107907,0.0027154853648976656,0.017997056001887616,-0.022034981018697473,0.009056485795821707,-0.03872542898832643
CD200,0.0007099003394198198,-0.004964508276309725,0.09911817463556427,0.014083292386124458,-0.01760989495813704,0.09824184172654389,0.04974160038914108
GRP,-0.02207613781407567,,,-0.02493161685300109,0.0364905431128227,0.013579743595098656,-0.03233651953011092
CDH1,-0.018528984631552788,0.021992720955284206,,0.08637315672182778,-0.00113421182126204,-0.005875803799398045,0.01638435227192938
LPL,-0.02453148208679743,0.04260513334241652,0.0024671970705171654,0.0851867648789958,0.015514058338386545,-0.07125080925782044,-0.05633450458674206
SEMA5A,-0.02815721210397209,0.02011033848302475,0.06034464886597111,0.05812245606172547,0.015134274792267586,-0.012435085079087261,-0.010533727845119715
SEMA7A,-0.027316852731026662,0.0002538260382983336,0.04430782446178722,-0.01413428793374946,-0.04152380588897959,0.08694893310530816,0.05075177425872342
SEMA4G,-0.0373217198336719,-0.002121841586689415,-0.03773687882028376,-0.00584612451792981,-0.022953327239349165,0.008132359356644131,-0.046681238100180426
SEMA3B,0.06748968811843578,0.01107975446299417,0.025115000467629375,-0.022292168128100406,0.03737270573884404,0.007172358334242098,-0.07736047604633571
RPH3A,0.013298357184582865,0.008882370673211485,,-0.025845763406500435,0.029513979155532933,-0.010388876447034212,-0.02948446714837212
JAG2,0.10272242313001671,0.02466659766689613,0.1152056681292061,0.03665372850540104,-0.000656232187511731,0.1239634976791093,0.046092222024565484
CGN,-0.00511077129034601,0.004318171852273463,,0.040431085217723484,-0.05035381221495414,0.07101736278565016,-0.053920457468700035
GDF15,0.023438592178974628,-0.00815994097799386,-0.03956673707658386,0.11583114553524622,-0.04138386502503745,0.0851337319874806,-0.05710918285917055
SEMA4F,0.011842831482290027,-0.022162394267145415,0.0023606137278907083,0.0841842887558101,-0.002961156954572921,0.04469151380024611,-0.03952194645974185
NXPH1,0.04164728045673235,-0.018570653807552188,,-0.01941049562172509,0.017073444594139234,0.040469932080400395,-0.019393243082173175
ARF1,0.03796584482684157,0.0021575464570242828,0.028587290584103673,0.08606962075416945,-0.022665794768777767,0.022469600401137248,0.034600851574649205
DSC3,-0.010033121593493595,,0.001816536621829187,,,0.026284151018715837,
EBI3,-0.041691834493511847,-0.03671563217626688,0.02044605725340618,-0.019985955851646114,-0.044984871940761326,0.05977781558942063,-0.06849055007364419
TIMP1,0.02607221202957531,0.0424528742624509,0.014263715983054587,0.12762014544300732,0.0237973309512958,0.08972852225840297,0.018918567931371085
SEMA3C,-0.03367069265899121,0.0011371288774737931,0.017544116341106673,-0.006305635735244995,-0.015356351843965716,0.0674591538728092,-0.0034829550899144863
GNRH2,,,,,,-0.005123821553119709,
GAS6,-0.05967226238945048,-0.010613851823090555,-0.03577439987026884,0.08407970003322034,-0.0684442443410036,0.01770355328002536,0.0022588010200841717
MEPE,-0.013016895759762502,-0.03240508570544207,,,0.01168175070340024,0.03189817707137334,0.04624651825072362
SERPINE1,0.04625139256595296,0.08361021738348723,0.007909527910153424,0.09376662821024455,0.0470538818933231,0.03282109156537779,-0.08767672887653426
RSPO2,0.010705353277890984,0.038268133655960546,,-0.059866842696112775,-0.018135606071340425,0.12875635594400384,0.06752839737197112
SHBG,-0.012995858208424754,0.03023020810425488,,0.09810251558568596,-0.003707169168037718,-0.032474687104529325,-0.03906505781134641
LGALS3BP,0.02314548144155261,-0.02857490113306726,0.026526220826426212,0.05068264460306426,0.013430869527287488,0.05942131278689523,-0.067948944900115
LAMB1,0.05326059385759824,0.020167470214356914,-0.01696955521070147,0.13788235246646002,0.049010658098827396,0.11115817812601936,-0.009570850024345035
SPTBN2,-0.04332431423183671,0.025430232141479825,-0.02987337095550457,0.07670819198382951,0.009358468579526298,-0.005845176649675874,0.01216401354062594
COL1A2,0.06915359243391632,-0.02292872176224799,0.05299093260682881,0.09464602493228574,-0.006198629510186801,0.07147902549122742,-0.01751073724619789
DEFB1,,,,,,0.017828496246003807,0.047699830056869744
WNT11,-0.014380721617213628,-0.02163557802896855,-0.018095215504301664,,-0.006797481771110947,0.005576881075393722,-0.024119306761269877
LGALS1,0.027154227716121783,0.07337692660876931,0.010619092570039828,0.041007769075747456,0.013948392560805363,0.06127436958764081,-0.0356132570379963
BCAN,0.02429075748607341,-0.0741886442892624,-0.018256674443955248,0.02808371318625992,-0.006114148238468718,-0.02748219199216595,5.544243309688422e-05
ANOS1,0.026731225109295643,-0.02865814807623682,0.08980290930947722,-0.01558637773294893,-0.011377323503159675,0.013959029618514482,0.05137931840087686
EDA,-0.010528075057471746,0.028764601063644674,0.0648341446286243,-0.01619709285785778,0.024849392594839183,0.07167054855259732,-0.016957164730049417
FGF22,-0.014970963876663313,,,-0.024409801592900383,0.18113537313422912,0.04039845591728183,-0.03353445602201642
SHANK1,0.008827700608545165,-0.02608622325906775,,,0.027456444048105186,0.055322872098862476,-0.022043235794725058
RAET1G,,,,,,0.10600949876765772,-0.022212740691248616
TGFB1,0.00992806809037115,0.0008137517298276348,-0.03418674419459165,0.05168081407114103,0.04953304412463934,0.0677471899211779,0.044389409313323844
MSTN,0.028092082046294292,0.0008745877018253049,,0.10116703764982744,-0.02269985895573094,-0.003458114289050358,0.054014330341388285
WNT4,-0.009689698108873887,,,0.09606469004781289,-0.001972070400538081,0.06953794846428286,0.04393568676310874
TNFSF4,-0.022158565824929522,-0.020679590828828764,-0.01942257887047136,0.04888626409290907,-0.017807775527496413,0.08159909472256667,-0.05704325814011275
NTN1,-0.024241358781434928,0.0004125652061277034,0.06754034158082262,0.07732769849322177,-0.023051158469317632,0.014768959941338144,-0.04189063395614015
CXCL12,0.09835514205985105,-0.043052901270860706,-0.013745758715179805,0.07116894167979224,-0.04557855481905536,0.10578936877850281,0.054228857092610126
GNRH1,-0.02805025656746663,0.03288829401117605,-0.003816945466641608,-0.017819745191451537,-0.0037947980762776993,0.0754280184532209,0.0850453968991521
FGF8,,,,,-0.026992681428032444,,
RIMS1,0.007961265894782209,0.027434196435342558,,0.026761373113075308,0.033043330037805546,-0.03413162156077759,-0.02639165435697778
FGF14,-0.015890789354002576,0.024049685806813086,,-0.014863233609881912,0.004747559539877408,-0.012825505542540664,-0.04398519924232082
IGF1,-0.016006817411114965,-0.02433196254372079,-0.036663706018709996,0.006361491670005681,0.03955323253159036,0.08494249963324554,-0.02878769255830983
TNFSF10,0.021632196440136916,0.023590073938903874,0.0017085336046998424,0.00044878225696279176,-0.005063958271977575,0.11334913995700673,0.03283667543655257
GDF5,-0.014854636631164006,,0.03828320666348299,0.01791724372054106,-0.007214503825029628,0.013956384823824962,-0.004298631795638119
CHAD,,,,-0.019813009675691363,0.06778651458731862,,
RGMA,-0.039229518444385617,0.014400038221187803,-0.03463648659232078,0.009968877987097408,-0.026903396275780322,-0.05577814362348958,-0.08089574200083521
WNT16,-0.03095818449614955,0.02206643565417046,0.00039346902078813697,-0.016367655869898627,-0.013340807097290948,0.058861723046803816,-0.0009242908183273226
CX3CL1,0.08027405856039117,-0.030485876712645504,-0.04518909773292454,0.10576502397173014,-0.011227988075289698,0.07180392638244382,-0.015479656966698013
FGF1,-0.022495121357362747,-0.05795323232268398,-0.012373421220338073,-0.032855062148515975,-0.04703637834445377,0.02721059455076311,0.05317538763283988
ALOX5AP,-0.030807041869350675,0.017853164345163354,-0.0572055155103642,0.023997209293452098,0.035152121556175364,-0.04093261108681389,-0.03467433953120994
IL1RN,0.010319948455879243,0.1203026852590384,0.05797561975861706,,-0.025850600531177707,-0.0334811089663385,0.012142522494028567
PCSK9,,,-0.025026497036490528,,-0.012949337316197814,,
NPW,,-0.0022097315674243843,-0.01873341553224059,0.009457487986046743,-0.017836596602040226,-0.03276251509450591,0.027748052369225996
CXCL9,-0.03500507703366332,-0.0440032674497763,0.039004081508023675,0.07249541933911446,,0.0801111576443638,-0.06175387580091899
ANGPTL4,0.00606011693222504,0.07544589067252763,-0.04295856856824668,0.018166113392249817,0.006127318155561782,0.05652040390379591,-0.02126448029465915
CCL11,,,-0.018889883300826752,,,,
UCN2,,-0.012434482419561473,0.058771995105090735,,-0.014632686757304529,,
OBP2A,,,-0.015110341394706822,,,0.005048581073697943,
COL4A3,-0.019470117069252262,0.022889023679062762,,0.0033927409666651693,-0.0204654721855278,-0.020715830307942436,-0.026626681934528808
NRG3,-0.03680792026163567,-0.03791198811578683,,-5.831936411843473e-07,0.008131957328702779,0.03676681344102972,0.056091488532292
IL23A,-0.01587352209482499,-0.01956309789408149,,,,0.023730903177276587,-0.02981957752358183
COLQ,-0.03129423270937586,-0.046871721318145,-0.047647592850358,0.013522294060657617,-0.011227810524294526,0.036460028773913356,-0.048789516063136945
SCGB1A1,,,,,0.0859210241828464,,
TNFSF12,-0.02287667218305084,0.005718003881223413,0.06034316631077261,0.06737815032890977,-0.02793863325567671,0.08786648732036705,-0.00037624233587283616
DKK2,-0.016626754783849278,-0.01261779945236887,-0.02997845612526277,,-0.017245473994087462,0.014685568593329895,0.033432103631835144
FYN,0.03931892857584318,-0.03244376742213789,-0.016959160655955367,0.011327538379639677,-0.01121138452476244,0.06654492469381183,-0.04341262949885608
ACE,0.07838325554650097,-0.05194785709906416,0.08160125477824333,0.07095748512592649,-0.039656405079633514,0.10057971881365224,0.03391915888099913
IL18,-0.056404047025539014,-0.05139543204087005,0.008975109455974802,0.033001179019215066,-0.04525200086720419,0.04480079069996713,0.014591360911424194
PPBP,,,-0.014121223185698173,-0.021045900192093663,,,0.016091626822474888
CCL27,-0.010528075128202127,0.0016040444266491737,,-0.02259553769965059,0.011209785517031879,0.017336436553232637,-0.04606940477522694
SERPING1,-0.0009554782684923036,0.051128444786158335,-0.0018118859583268088,0.09407636471462107,-0.024640239737036634,0.04312389195085442,-0.09645780920296113
AZGP1,0.006296590763676578,0.09699013244431354,,0.08721766271940318,0.021336550974630525,0.04946020198734524,-0.005682581080995172
INHA,-0.02019276301158788,0.05547048634059333,0.0378073438521079,0.09062147838158362,0.003011250354488846,-0.010061696568570252,0.05569191694449842
SEMA3G,-0.03839357506616455,0.06625961238697671,0.1068019905920167,-0.016864631407269418,-0.02148363296883492,0.07898519969671808,-0.01017459264015225
OXT,,,,,-0.012546252799200146,,
COL6A1,0.05041975418684458,0.06424623515884836,0.016150226339115746,0.06350017796573051,0.007548912004833424,0.07347625555241066,-0.0013373034423108286
FGF17,-0.03037931354728976,0.0019593040193060214,-0.016041935682814406,,-0.034600650639878085,-0.031273047501421375,-0.009439098222781469
TNFSF8,,-0.01586200315456421,,-0.01636766223314907,-0.013340808858141531,0.18724837008719425,0.10475469639088394
FGF20,-0.020894064281542963,0.03696223390065079,,-0.030801504172766152,0.06951605682368049,0.14819515110657971,-0.020752742648153782
ICAM3,-0.0023148860134921305,0.003916821960550503,0.008732121537284488,0.07728105697611641,0.04262798357776549,0.09038427124335051,0.026782005036528136
LAMA4,0.043012108356902,-0.050982863818775453,0.048958954824574415,0.09334925729635471,0.03039554391318399,0.10117497227447933,-0.04461714658937806
INHBE,,,0.06355775399058494,,,,
DLL4,0.02251844042423988,-0.01593059488733765,0.0727405216505995,0.010992546452880923,-0.027308047229366608,0.14426971242221515,0.06846218169890426
SEMA3A,0.05884366287388038,-0.01921503235801218,0.017436885386722147,0.013706520338908186,-0.03845938563172287,-0.011232694580297107,-0.03483768198512079
RLN2,,0.01972582939229422,,0.010657185853767766,0.08505422504630235,0.009448728800256512,-0.02438050393732968
C5,-0.034103852237489574,-0.020077143560541136,-0.014320722794269278,0.05683483978674778,0.003462003679119156,0.05385841703746648,-0.03811313746079177
COMP,,,-0.021942433826204148,-0.019600714415671017,,0.026467131613053817,
EDN2,-0.011895056185606484,,-0.014722230125382697,,,,
C1QA,0.001464528688661037,0.007212883981464901,0.007164663705481411,0.048971688515552544,0.02481524189806926,0.033562720193250295,0.0013192375745245143
UTS2B,-0.012729051010818561,0.020172454451920313,,,,0.04789586902617967,
COL9A3,0.017919693800566378,-0.023361632242333296,-0.03911132759159695,-0.057020133774306536,0.06537121670882957,0.02738858939492418,-0.0065164867358124875
DLK1,,-0.02664325877556054,0.05700287138044062,,,,0.07525787910556862
HGF,-0.04038148095421764,-0.030326994963547554,-0.031093292691803172,0.07867370929681743,-9.587098159706957e-05,0.03875434371084768,-0.02127460906302304
GIP,,,-0.019504340588749985,,,,
P4HB,0.0036385231029845435,0.032455138563004665,-0.019413193605697907,0.0721499672056052,0.01812142968387497,0.01282513738349574,-0.05907922159215126
ADCYAP1,-0.02260549480555232,-0.03232150089561396,,0.09051606275712783,0.005711143979858149,0.06578885972713956,-0.026953062659588543
GREM1,-0.016731872489624766,-0.013835773598222412,0.07165599246276934,0.004019106467203584,-0.011424355191861999,0.060668471399831864,0.025828590483264732
EGF,0.07497303970815203,0.011438647549861305,-0.01919933507533703,0.021675992859478792,-0.018423195535312728,-0.01147752321442107,0.022691584623959513
VEGFB,0.014223836161699662,0.03191756611553463,0.0027541665718995353,0.07474490471052676,0.02037197384238585,0.011072850796638601,-0.013330446959767652
FARP2,-0.022982060091253167,-0.05533570547732385,0.004965194514854433,-0.07660881147419457,-0.05055858718072258,0.07754609858894149,-0.047885418456761954
IHH,,,,,-0.01445481273493286,,
LAMA2,0.06403096694721803,0.003022655853487025,0.008476533817511409,0.04064890681137244,-0.004763554356067136,0.12839539824294738,0.001572260675327799
SERPINC1,,,,,-0.014274855129281854,,
NRG1,-0.022076136980724595,0.059609432038597275,-0.027792794603818196,,0.06563716448019875,0.04331624278113418,-0.017655476699111588
SPINK1,0.015980681437151412,0.032762959719252506,-0.025026490157564158,,-0.017546669541513803,-0.050311621088237515,0.022008262493809657
EFEMP2,0.002603131324707336,0.004426299634819884,-0.014842247209711588,-0.03570266151571282,0.007402802526799199,0.029533576287847273,-0.07719654833510557
SELPLG,0.013837785903842407,-0.03989034507170812,-0.018211579832480573,-0.00021597575037869517,0.03174724266998076,0.08168844215932432,0.005029084604664818
GDF6,-0.0201927610405203,-0.0179327803434736,,,-0.02408436707512625,,
HLA-E,0.00802869528445684,-0.04561288257459327,0.06879771738877079,0.04517438248160854,-0.017473069974529017,0.12425523381018734,0.04287603828280781
PTN,-0.023901612863443972,-0.08048419553703252,-0.02241466144868662,0.1008821778705809,0.020161924537343882,-0.07723667426140784,-0.0791382977209099
CD274,-0.032032118457688864,0.0002120296507828022,0.031289018132161096,0.1010333427339005,-0.01591843845999632,0.035989005832216016,-0.038517431147502446
CD14,0.061420475135616125,0.04620216864569944,0.032730126822084614,0.04967392964416233,-0.0007172390488640875,0.05692469214421409,-0.04156768872485534
SFTPD,-0.01919313251912728,,,-0.03553419094938872,-0.03861028447349576,0.0024617443824097684,0.017769453820723223
SLIT1,0.007060139068083193,-0.07879198248484984,-0.017435678537461075,0.06350819504379251,-0.01630639775056791,-0.02484330112503,0.035195027984257846
CNTF,,-0.012617798155256144,,-0.01686463806215974,-0.014632686757304529,,
BST1,-0.036846662933923795,-0.015080968937555164,0.054188371714635364,0.005727865644228959,0.037575787102729005,0.0374384092891071,-0.06452296484484882
AGTRAP,0.009075306189265976,0.013526715283316086,0.004747434088810367,0.01600777196946546,0.022795691383456954,0.08376495209728546,0.04507611736500382
LAMC1,0.04127900758269594,-0.027077699058192926,-0.01979713044883363,0.08367382637149545,0.009886015522319555,0.12594961354533374,0.024127135015767718
COL6A3,0.07096470363667073,-0.03466390570589682,0.008734521127931726,0.0895304155374116,0.020280386318255857,0.08197710251032224,0.01748403603552464
FN1,0.054582394167209725,0.043293022199563665,0.016156690364095793,0.13141550304459043,-0.007118934804436805,0.06981480983570516,0.036131477564638435
MIF,-0.04752756106516415,0.07864777409811553,-0.03281606925983391,-0.029665061852685946,-0.06714606945789993,-0.05194973629768959,-0.0327646924918775
JAG1,-0.024170787648934242,0.007542423127868059,0.057018154740772,2.1746067854602808e-05,0.063127902778794,0.030760532884887587,-0.0204302054063831
NID2,0.03728061928443899,-0.017432931589982707,0.012368677724334629,0.05575435620136313,0.049337750290432365,0.09656454163021871,0.024805618973362815
EFNB1,0.005247534453381417,0.030705517076677628,0.02004866760466897,0.026720229123803823,0.007511963624794729,0.012503679447124551,0.00572961696854191
COL4A2,0.06472933320315567,0.0367809930143122,0.04800981800484711,0.1137271456629954,-0.01527486300263885,0.09834340621503863,0.007563822187174353
SPP1,-0.07978319866437399,0.13056269431490447,0.05316569173792318,0.11265189794613928,-0.008820154369259469,-0.08906333000882541,-0.0661457481868953
PODXL2,0.029858163371193208,-0.005609046455698026,0.18883211148668302,0.052883802270699644,0.0012154510257478344,0.0007229332431923166,-0.018262563762266
FGF9,0.0016277575581430772,-0.009273142231264232,,,0.03720802574581645,-0.0014783668940458663,0.05457891888652085
ITIH2,-0.0024214155374184124,0.00021867225423154342,,-0.005101445041444652,-0.07480620734315528,0.1138811296420028,-0.0033138263913652854
ADAM10,-0.0033705176052315363,0.006653204914522774,-0.007296808855318696,0.03699822850305232,0.024407985012042957,0.05319483376787918,-0.08489904758951251
CFH,0.040818395825435755,-0.04331834476930123,-0.007909432928528682,0.059308275911984835,-0.03916208882117056,0.08710359856698065,-0.0314447500227059
COL4A5,0.04125641556446076,-0.006015523016739249,-0.019966416987601418,0.057765707579790014,-0.007584512719835928,0.015127109205486041,-0.04514618998836821
LTBP3,-0.03335447817283631,-0.0025289041461861645,0.031404922810139034,0.06574131432971783,0.04223873504236187,-0.01121521961993123,-0.011027529507670608
GNB3,0.06289817282054666,0.06144880674858693,0.12151662476699572,-0.028814882456234786,0.07359328368228321,-0.014399776532011138,-0.01682594086633003
COL6A2,0.026302785264384617,0.009559047992796561,0.010910383593536247,0.08860921147908064,0.036383122055114465,0.0793342572999005,-0.021327613744228063
GDF9,-0.014522994947306191,-0.053058236638970496,0.054865337406253316,0.08090341782471956,0.01263202145657505,-0.048100032783199236,0.06294594734621321
NCAM1,0.002568683664540151,-0.0654124417303303,-0.04224751557316792,-0.0746407430596807,0.02670779884408193,-0.092878107029607,0.03065624718986582
APOC2,-0.029661296253817974,-0.037102229166636795,0.017568868761405572,-0.004117797998578825,0.004124668740619208,0.017648759487002997,-0.03764787575893528
BST2,-0.07471343004613158,0.028674725969670807,-0.03342967820294527,0.07979558590942328,-0.014995892505866665,0.026014619304766937,-0.01896867917771911
COL5A1,0.04894437652967755,0.014154347255466888,0.028219862927866296,0.08893504140705696,0.024379403701282797,0.0786804270884496,0.012830479236834641
CALM3,-0.0138923838485154,-0.038926717829197176,0.005979829788606962,0.019664570198879253,0.02226398328913318,0.026519817247981903,0.03802140957830757
THBS2,0.026246497183529116,0.01844097524657112,0.03582104799763266,-0.04417362005840489,-0.010762512128596946,-0.006757314485680992,0.0038734880195361895
SERPINE2,-0.012861921390467632,0.001740373473961231,-0.011391023163036374,0.03651063973381724,0.0429756390039229,-0.022760342245621765,0.023438399600673666
EFNB2,-0.029518279919870157,-0.00967792162971007,-0.019994206624958124,-0.021101406774105755,-0.07125198474727486,0.05698204034487457,-0.0010681635810391194
PROK1,-0.019470119867538816,0.026538820923853765,,-0.016864621600076988,0.06905597517831487,,0.02812667613011558
MMP9,-0.0045392234396286245,-0.023445201189207038,0.010004412017458433,0.07946073867861293,-0.0050633854150774135,0.04506389312426521,0.028221636855383786
DMP1,-0.01425998185168469,,,,,,-0.023588996185112853
NPPA,0.027146238114430316,-0.09339617410547907,,-0.09087416061801681,-0.02855883553184937,0.016608726985755107,-0.047436362913420585
APOB,,,,-0.01850606504416082,,-0.0019561475010206842,-0.027804072959155664
C4B,,0.05737979379347835,-0.01548928752884621,-0.018729662886321528,-0.016939376160793752,0.017568528721123366,
NTNG2,0.01413220886905823,-0.011603413469131293,0.04028539639431417,0.06683452315346455,-0.006984671894289766,0.07998368306480996,-0.025666557575560085
LAMA1,0.004649198366258418,-0.015749955817060176,0.020923310330108903,0.03459813043832342,0.03094007195206336,0.029339501897456162,-0.0034606636895950327
UCN,0.02271018030947403,-0.019603357242047863,-0.028577038011916144,0.02322689971489377,-0.009146936697559867,0.02302121090785285,-0.014023542038385961
ARTN,0.05344717526229716,0.03347635658872765,0.04103334014906317,-0.023336031614827366,0.0015787897033449382,0.01451114289823502,0.014516364252138945
