,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1
CEACAM1,0.028698661964703578,0.010559952473385474,-0.020719399166589422,0.009561001660116322,0.012800536362796747,,,0.017155396193745006,-0.0072737709234051255,-0.014001052072620184,0.019847904138797976,-0.017762595132763282
PDAP1,0.0077615534895116006,0.0026571485940851012,0.018582953866024623,0.09378621426144954,0.01393820156361691,-0.007813112052206974,0.0005101943765643128,-0.052002914910882055,0.027270415445860695,-0.02665660327439115,-0.013994907481094788,0.024879567437789848
QDPR,-0.030721217408013164,0.007445997546128875,0.008368426228183885,-0.1284098685570323,-0.03803920917993306,0.010403374049518908,0.047701455849000096,-0.12932463139696782,-0.05627000925900603,-0.010506164790308036,-0.003695928905153463,-0.018005220119878356
POMC,0.031067006075381518,-0.023045173119848338,0.03433777209293917,-0.05114546387389947,-0.013216442212813297,0.018071934125594526,0.013168099922494205,-0.012338421019692859,-0.02923397670748663,0.020588970676913256,0.03270677609960218,-0.03556010700667096
CCL18,-0.026366986385644133,,,,,,,,-0.021652686525561415,0.012872391020847775,,
CCL17,,-0.02677041151211783,,,0.06453493823294006,-0.013513117324866169,-0.02297204446776889,,,-0.020211397644950255,-0.021245113660408398,-0.011571323692442776
VEGFD,0.04116940239945934,0.07039977667986129,-0.019823148028365892,0.0009254490897800664,-0.015135252494819545,-0.009912034977667558,-0.02461985157697729,-0.009731211412199901,,-0.014001052072620184,0.0653804666945416,
TNFSF13,-0.01989738035658523,-0.018465630721557595,,,,,,,,0.03575849538933738,-0.022782636916609658,0.0037213201890988717
WNT5A,0.0753568791616551,-0.005307731522970466,0.040285203808424194,0.13082290649660125,0.010899239511018554,0.01632762586022533,0.04555808281039231,-0.11316110321290834,0.06142207337806409,0.00279599438236091,0.04180762617800485,-0.042261134474985716
CXCL8,0.0456948909563512,0.08386232895804983,0.04130921906184997,-0.007245232023475788,0.04973071669006369,-0.009230517960813226,0.04964382564235718,0.01851638500833885,0.040852263577792425,0.06031656896381707,0.035506167526350794,-0.014032808650681964
GRN,0.021861073160343407,-0.008187043468418113,0.012074242443896979,0.08556258923173019,0.03388597603004352,-0.04537139506936045,-0.02428925913348997,0.05733172260837065,-0.002854400246106485,-0.041868692252410834,-0.04051993622553234,0.07972099103279096
MIA,0.01785608075094698,0.06113721929486525,-0.0059126598198559425,0.039964686240822465,0.05511560225663863,-0.011272852331967412,-0.023558979470751435,-0.09280053125389916,0.08550882235999664,0.015726247436065245,0.00981814352210048,-0.06091849582421603
COL4A4,-0.03166653642356394,-0.02248117206534981,0.06179032050381899,-0.020008045980917342,-0.01483146535128606,0.060029467843942766,0.08736751724478316,0.036942230029337046,0.07774383605516551,0.013576988051036857,-0.0008802280028900192,0.04540709715216323
TAC1,0.017163781494652725,-0.02067452035971729,-0.005341374047635988,-0.030391871785230923,0.003086261457060736,-0.02215706788928744,-0.0579649346621523,,,,,-0.015211681615433185
RARRES2,0.024099718944734727,0.06885557141274817,-0.06414325528882306,0.05718500738720148,-0.04157340547730246,-0.015968561020976997,0.01583834544471568,0.022032913965500115,0.03643966416689404,-0.023729016360295393,0.04337169210234979,0.05663025609308613
FGF7,,-0.022921611445534014,-0.017667097465503778,0.06471497839408287,0.029292458482628906,0.043657589150922584,-0.021820068973916883,-0.004913090905171697,0.10922861841261713,0.003920179699109783,-0.04303742912868475,0.026312389360817603
EFNA2,,,,,,,,,,-0.013307063001537065,,
HBEGF,-0.0017361213234735272,0.015626363095516134,0.01590188856060072,0.06331126248254938,-0.005451552426385172,-0.013666489159979166,0.003754905568551559,0.05475784362768968,0.049639966002174254,0.042061174138001006,0.054586814795485154,0.006092581780981864
CSF3,,0.06916244483274503,0.03461987467085524,0.1034062352906575,,,,,,0.039167437588307125,,0.05554629818960906
PI3,-0.0020569606475669628,0.05433583588943208,0.018218539103763,0.04236254379703763,,,,,,0.008652166871985502,-0.018051189054273806,-0.010387257288919425
PCSK1N,0.009464790857193543,-0.09413642482499587,0.0006316425642389952,-0.04257047994653061,0.006441678002919129,-0.033388354743196645,-0.07175039988483918,0.020649538301197215,0.002256427056236143,0.003947805090860102,0.02660932580627918,-0.013498133445418434
NTS,,,-0.06640512632814721,-0.02601817509053004,-0.00041020514566738166,0.01710493790125788,,,,-0.016212131073536647,,-0.018041093320703187
SFRP1,0.019616522563848004,0.028311585031139463,-0.02261477899047044,-0.0030854171010305134,-0.013199628085173738,-0.01351311746095436,-0.04419393763728673,-0.0732175893273575,-0.036384842315304686,-0.0010291862083025153,-0.028196565449978363,-0.017621864017991384
CXCL13,,,-0.005715130371042617,,,,,,,-0.021307543605163286,,
MICA,0.016492209200119352,0.020829316677643844,0.024053532427099615,0.06042462714060028,0.05139244099387212,0.011307514966174178,0.05332459991277596,0.06917991343766007,0.0522322754802754,-0.024946940402399132,0.0381159461974238,-0.02086925779803781
TG,0.026312161087317827,-0.025207218845106526,-0.006843088011857099,-0.010330433143617316,-0.014311970568586754,0.01881464741988993,-0.024626203207861266,0.01868010090236617,-0.03525563601530554,0.0224371601503309,,0.09663634442479918
ADA,-0.0386880432780057,0.02805659202770197,-0.057278231309054274,0.07507322524727666,0.024217757195566028,-0.015882506603477627,0.055321398507365165,0.09592188335097931,0.016588413186762366,0.018840253441955893,0.018299493154750886,-0.01597404823249548
LAMC3,0.0019961962483277156,-0.059626946979322686,-0.004775987353432471,0.09958213144070399,-0.02259968354479621,-0.030930988283733696,-0.051859634837519944,-0.0244588328722011,-0.014498725772969028,-0.046364659428067063,0.04653347818359466,-0.03631495647381746
CCL7,0.06255820962664653,0.029398196898954693,0.08368487414414688,,,,,,,,,-0.01276641312352479
NGF,0.020004854646673398,0.061583461656047486,0.014966870622041665,,,,,0.04035237217659792,0.014325321529120524,-0.0131281936871868,,-0.03822225611824865
TNFSF15,,-0.020294182724124445,-0.021999817028363577,,,,,0.014590994518740465,0.05363280339545559,,,-0.03373107376172777
HMGB1,-0.023084651355668465,0.00446699485582195,-0.05642114027217245,0.10439690264045884,0.009034086943431243,0.03921473313973928,0.009750479293602643,0.003694329264955732,-0.043931257501574256,-0.05700845809610299,0.010634025208795162,-0.033394758419924446
ITGB3BP,-0.0027819854861809634,-0.006279594819861351,0.029829058165749815,0.07902923645020488,0.010548540368089925,-0.010109487600875754,0.04814368290396237,0.024187404393808287,0.10188525586699716,-0.04117186568301158,-0.02259959291097117,-0.00734530951315345
AANAT,-0.024333084615058415,-0.018465632692359214,-0.019823150858231983,-0.019094223891939755,-0.01287083877174641,-0.01127285295899224,-0.008324008400831933,,-0.02255218065672454,0.11745792649108285,-0.006926154876551971,-0.013507397471924233
RELN,0.03580750436656773,-0.022945120248584094,-0.003999083516477207,-0.009037934645783488,-0.028337432254852097,0.04313252127868627,-0.014470187295166286,0.10795851293556401,,,-0.03286416518876429,
IL15,-0.016848223477469018,-0.02127896233929792,0.04006457162265435,0.046413271235259124,0.03222093748401606,0.08232246724122917,-0.003986550644287566,0.013768614653074426,0.000750687176773296,-0.01975021360105855,0.06133980178937203,0.010170582293381651
UTS2,,,,0.01644915217660539,,,,,,,,
BSG,-0.06670801292462987,0.028446578173303722,0.020634173668545364,0.011098498661687552,0.003074228813349681,-0.008560052484481424,0.050217961263308214,0.09902568154228544,0.030689315768944382,0.035046937887423725,-0.04538197691958678,-0.015388713467496894
ADAMTS3,-0.027006428331251442,0.0458419904962328,0.004748877264224752,0.06803490064105902,0.03752107325889498,0.05288180377400994,0.03435365378043135,,-0.027003940429267147,-0.03396508260323321,0.03600181447129762,-0.05011220133276898
CD34,-0.0001488345914763449,0.01389268016251001,-0.004804737390874437,0.07684281312759787,-0.0036856199899174182,-0.021091201804728187,0.05463947355119793,0.0013314441296270025,0.11255676892262916,-0.0435489252732715,-0.01552897853343912,0.014323323249733788
CCL23,,,,0.06634350296318912,,,,,,,,
PLAT,0.00812805568142119,-0.02596846173682449,0.0325309956837747,0.0690498678774471,-0.001975852540667391,-0.0052461821669899066,0.10012070853600286,0.05558809704891414,0.0996030603197,0.006884681603407618,-0.10343061288500402,0.0570781891580003
NTF3,,,,,,-0.018197073865870446,,,,0.03862966849263225,,
LTA,,-0.011002389338129475,,,0.07630524923799574,,-0.02857930661901837,,,,,0.028243472783153638
CKLF,-0.007079545109714376,0.029497520365980818,0.015976515392738602,0.12397359996096083,-0.08968780614313672,0.012717312401580538,0.09797480722975628,-0.09260770956805296,0.04829462575817092,0.04426171710286227,-0.09456950314246067,-0.05758628579980086
CD24,0.01053010282831906,0.019359111141145587,0.010258357661958387,0.044102773810114564,-0.03244027265681181,-0.019903502438945453,0.052200527038743276,0.015237685980674138,0.1023617582614479,-0.038588584115855126,0.0116028031750879,-0.05514174202567846
HSP90AA1,0.012841582981530049,-0.06703968921194985,0.011233533623256872,-0.07172738175269326,-0.0711365097485338,0.03993923924839607,-0.08938001893708347,0.034945137448780805,-0.12236328623721217,0.0259517637999377,-0.013074898418145551,0.014941966532478953
BMP4,-0.00020107265559816395,0.0346020220501478,-0.0384700264413308,-0.01227491414766713,-0.019421610592268563,-0.01245775967425609,-0.024352521036668136,0.033214272921528,0.018546849078060288,-0.016115973057928536,0.07638940982860898,-0.022577008640431946
SCGB3A1,0.003462912800407892,,-0.023606925512063323,,,-0.009508761727184145,-0.01994226221322768,0.11849896519314872,,-0.025473138213465304,,0.0038904956863872082
IGFBP4,-0.005753879403785003,-0.02220147590760643,0.060765187639257166,0.10015947294819283,-0.037772949522985516,-0.041876400498243586,-0.03612351020348171,0.0396740137504766,0.08968181897740057,-0.054162796997552505,-0.06024824646646596,-0.005793556736922906
RSPO4,,-0.027035920528571455,-0.02724622946854502,,-0.014417255066553432,0.10768907474163349,0.11043077604505716,-0.006991530166939171,,,,0.04905680783750118
LEFTY2,0.024055635804181266,0.046136418789241504,-0.04229035986304253,0.08486569162095906,-0.027588642836937374,-0.01042647200346091,-0.015386424467902563,,0.01958214906683333,0.03934555417117448,0.006191956113139328,0.00988178908158735
PF4,-0.017397872938753216,-0.015900760584930895,,,,,,,,-0.012196844531799091,,-0.018178917176818857
ANGPTL2,0.027921724195050384,-0.05630978807805353,0.041708303349947615,0.06583366882494983,0.01722495093041711,0.006148149904004318,0.02876824660558641,0.09810435642437666,0.027979441926261003,-0.0023758966846608998,0.011970215007217353,0.03526874428400102
LRIG2,-0.004778742835605382,0.04939470689666113,0.025176777017796574,0.0735492221712287,-0.016293596902688192,0.010163519191508326,0.03870520744735531,-0.00628742277917121,0.10985998463142718,-0.01502979535383905,-0.00250823965540814,-0.03085084491508497
ICOSLG,0.049835145108403846,0.015575361796001283,-0.04076839730513472,0.04011032287901877,-0.012251894498304237,-0.01804585143433033,0.014455790835714855,0.05761101398753093,-0.03654955549202279,0.03960632128966057,0.004940232437591748,-0.030353704806804563
WIF1,-0.019719733998508193,,0.017080577387156695,-0.02903465086553244,-0.011125454252332205,-0.017893518209159003,-0.05383590195691047,,,,,
NPPC,-0.02324974045556214,-0.02466600089695823,-0.03133524136531486,-0.028301886696710465,-0.02170222628057644,-0.01321484987186875,0.0450041990290341,0.03754554980174759,0.026279546642675993,-0.02307724753068925,0.19873033286456623,
LYZ,-0.00947939543722313,0.007966885645991498,0.0049259384781234865,0.10315255657956528,0.06034964612994259,-0.008709719778769264,-0.0008157548274775098,-0.0453223103777764,0.08096609033734085,-0.016844975981483424,-0.04902252290998478,-0.026321929187718297
EREG,,,-0.01797577622942929,,,,,,,-0.03875599680377151,,-0.011796672148348267
SPTAN1,0.012303989934544032,-0.057229426903521605,-0.01998848592498511,-0.05739399432522947,-0.026658758489486515,0.023037780471242136,-0.006929224798852669,-0.010219853432300098,0.05716849483778414,-0.04061184657420579,0.07299769511280393,-0.004957753260835329
LIPC,-0.021299569417325134,-0.02857485101767514,0.056530376551711274,0.028757216292400252,-0.026954526567040747,,-0.029789387973169955,0.08491897897196228,0.040003196612160896,,-0.030602286465175748,-0.022985031990259412
COL8A1,-0.009333043627953475,-0.004210768142957373,0.009333291115290788,0.004290933733291303,-0.007995359603708592,-0.01624387397447818,0.00997730646897415,-0.020494334826396423,0.002130046516389262,0.11839275986943297,0.02460870957129422,0.024586080853400912
GSTM2,-0.020211499487096846,-0.020431103500394007,-0.03849820145345054,-0.009222023231718435,-0.025474660053564375,-0.028104811345081623,0.10137770583245029,0.025473824700719964,0.0018016203197989274,-0.03770380078982777,-0.03187246952130009,-0.04004929327587955
SPX,-0.01312599367465513,-0.028241512513834232,-0.000889712567255136,-0.06696519096606277,-0.0038224930455188124,0.009143103294162923,-0.02901009098694646,,-0.017650587996761787,-0.015143941469663596,0.0644042400317932,-0.04701932403432267
MFGE8,-0.012578926190681928,-0.01040527884495625,-0.029781772885671624,0.04490674656101193,-0.029444096353919858,-0.02642985400662115,0.018507183016130208,0.08593798180195665,0.057355282271427034,0.10306375905977848,-0.007881796980766393,-0.007377871967369581
TGFA,-0.0228850490406601,0.016407697150328603,-0.016818200577599966,0.05682617211765013,0.009913826925234329,-0.031730912416937394,0.0947218475450934,-0.057168844452010974,0.0028302752070200115,-0.05050864868908952,0.006177983192065615,-0.04653859987145917
SLIT2,0.038540569340887315,-0.031034351255208474,-0.0035147149025372883,-0.019383915169612548,0.025507382930873273,0.019509384817744228,-0.016379589019850777,-0.040043721366138846,0.08486418467552499,-0.01596926578996765,-0.007506711602894386,-0.028055922579646595
PLTP,0.004983122664131482,-0.06609195334923042,0.011574207337892576,0.10251771636953043,0.011802018409553137,0.04902839634796602,0.014413536907512535,0.06162585680640636,0.08993111088535598,-0.015266473627454999,-0.03197892311822574,-0.07198636131531695
APOD,-0.005164479361313322,-0.03691287560925743,0.036801831784534854,0.07387575175147514,-0.05258371555597087,-0.03758354221803216,-0.010731806433407086,-0.0560629456935968,-0.10054219493037897,-0.031388244717163,-0.023127360840957574,0.020940608693712923
B2M,0.04366197508627273,0.001983517939589502,0.034334919649614055,0.16491903492523707,0.005038408022466161,-0.019923573651069358,0.018129337627104496,-0.052126698717957526,0.052225137624129066,-0.01211953658431431,-0.06522288215371656,0.051504323548439146
OMG,-0.006265238067319565,-0.03693938945691064,0.009119525912695202,-0.016180557155927894,-0.004252058546588927,0.018578030652648393,0.060631742145147674,-0.04334653693576196,-0.1051453486947171,-0.026416023930968088,-0.0769956269190117,-0.05942842052179776
CXCL3,0.010178140911493676,0.044838071601486,-0.0088489484389736,-0.008807567027255344,-0.015570136954649623,-0.010172363629588801,-0.02058227608913611,,,0.0004322145488728652,-0.0185060534638105,-0.018413711330729797
CXCL10,-0.0022697265948554957,0.021477146650265004,-0.04594344299361907,0.11165885827667707,-0.03729634840321397,0.038625837221094673,-0.032707727526609415,0.05881771605593251,-0.03642499967061751,-0.016359504339543533,-0.02493160145197515,0.0188423829213012
RSPO3,-0.022782127112238107,0.04609810232747772,-0.026378818334525343,-0.03135372808987156,-0.021775084408529502,-0.024701587119399022,-0.02150808182863355,,,-0.010116100862442067,,-0.012955412970100097
CORT,0.03197166283115556,-0.02756795102867289,0.02708616868913788,0.005524996343757409,-0.0027948948342917347,0.07447281715818169,0.044029986051871375,,,-0.012763377884439743,,
NCAN,0.011075122241142566,-0.05122357716276255,-0.005705563477947127,0.06202617315882623,0.03690876322246546,0.03486031897375663,0.12147764955353241,0.05762395677174447,0.0017436512543453867,-0.00196953280055468,-0.052035379956722666,-0.06702108983300305
PRG4,0.0025042839717712025,-0.002171822338157843,0.05823076113672216,-0.027160846922460912,0.027089474781200284,,-0.02514650307475495,,,-0.01883314511122067,,0.01501300548796115
ZG16B,-0.02325718754455037,0.019716445455662167,,-0.02932449898040271,-0.00984971478205926,,,,-0.02507047461552802,,,-0.016154005713710184
TGM2,-0.0002013320679620157,-0.011583459624357554,0.017013572901351522,0.052192981718550906,-0.04003836906390005,0.02765346594489364,-0.04561155585878145,0.0007515447729209075,0.10069762150211431,0.011222153479115,-0.07023889853169316,0.08387665293805607
VEGFC,0.07898083574034717,0.002901641596742901,-0.029073565856686485,-0.03580987135220757,-0.016182300541639834,0.02713202775940487,0.0009369135310225912,-0.031475810730271156,-0.03249631417427888,0.07507152397393953,0.056675397035390374,0.04999157364100209
WNT6,0.02552198599421993,0.020701746125510546,0.02910955826446652,-0.026709136389233307,0.09497121950081305,,0.03758847246170659,,-0.023842024302733432,-0.023721308273158468,,0.04680164497568984
NRG4,0.02893067221684102,-0.022180393147911384,-0.026902259903620298,0.12641992557876341,0.041109688839186295,-0.032075708340025176,-0.0070854384476368385,0.06244847204078613,,,-0.019600708364995473,-0.012955414422092797
PMCH,0.05729152448147624,-0.010730633056202813,,,-0.014417254370765157,,,,,-0.017907702005106857,,-0.013533941851388285
COL9A1,0.020998068136156976,0.0016520748043297568,0.13275422486376773,0.023243856302552206,-0.015743692711596872,-0.0062982751424817095,-0.0341146568112101,0.06028042027177913,-0.051941617252152454,-0.029330037963900664,0.010542954877616298,0.00871749662923747
GDF11,0.0025491870815191582,-0.005733211126181952,0.005742091612638185,0.0447462660253141,-0.01515957649077381,0.007699865103076698,0.07653062491355449,-0.016665739833687406,-0.04027486235014122,-0.04288018525908301,0.011352879939011826,-0.002960296792864343
RAET1E,,,,,,,,,,,,-0.014211997570333304
IL24,,,,,,,,,,-0.01200237204684332,,
SORBS1,0.05849948291714649,0.0077200828766670095,-0.04859950834490161,-0.04473059172740832,-0.018621745700246987,0.005004354446122598,0.053874645184555196,0.08183897379086932,0.0636059269656786,0.004673540297075113,-0.06891047091286223,-0.009461064817926305
DLL1,-0.006600052676494201,-0.041437822301711086,-0.027744221851310678,0.06700344338009248,-0.03565789428518076,0.03794307649466796,0.05639810820316924,0.08669728095069479,0.11537816538119437,-0.022213687413484954,0.07145986248280721,-0.02725065946309208
TLN1,0.03125723566350366,-0.019296097143898273,0.031441968810595855,0.06667885186049388,0.0012215592167855221,0.017241982844224492,0.02975630954656258,-0.08749428456871648,0.04827479363696336,-0.03403805440239767,-0.008087231790207724,-0.026050535203345212
COL2A1,-0.02423586938373,,-0.01686908053877832,0.03884382251302307,,,-0.004854794393973867,,,-0.03128185316959263,,-0.018854504680171663
SHH,,0.010997276122784798,0.02163400025267187,-0.019707918175696473,0.008496323830620404,-0.010917754278346741,-0.019942260470149815,,,0.08406844741670957,0.11223044164289611,-0.009026890067410327
PON2,-0.006882580791824662,-0.010613574241639454,0.05751146652563474,0.041001617905137004,0.010493020388735837,-0.02518469991138219,0.033840815140209646,0.0626657389240813,-0.03282763637266931,-0.05226982300532855,-0.006275613721705425,-0.03178213173201052
ICAM5,0.05946331974366606,0.04176670484446912,-0.00836066118177819,-0.0489888620504518,-0.03200434779659226,0.03530755338044375,-0.038946157477650276,,,0.008743365041541249,,-0.02793679395308404
HPX,0.036537258096847026,-0.03361486443713804,-0.03970651545034202,-0.02515010895636699,-0.019329454795446687,-0.009508760757788788,-0.016111338878364644,0.02731569133566678,0.027191386399757468,0.06230270683744,-0.026279513248646417,-0.014880095470361971
SFRP2,-0.022297925568167013,-0.021568945303313016,,-0.020008040089274755,-0.01610983656633623,0.004388783852903218,0.049492298856594244,,0.03961594271241097,-0.009528011909883104,0.053674113824898305,0.06934924219988564
CFC1,,,,,-0.012395959837520308,,,,,,,
CD70,-0.04073775807397475,0.05140601622794546,,,0.03973452662389931,,,0.004182084859778267,,0.050462482300177296,,-0.019765825566120762
HP,-0.0014384270865409113,-0.006068424061557543,-0.05371640757282326,-0.037168152269135724,0.000378363898378072,-0.0008468501391642208,0.07706972774767402,0.03177383064752261,0.06901827214123567,-0.04563308796013304,0.017205596531266795,-0.019379882986221002
CXCL2,-0.019452638535394744,0.07045452921168785,0.023679412997700697,-0.03992300391908599,-0.03501873607095677,-0.013214848837633797,-0.0394705264828731,0.014006268436439262,,-0.010416083122207681,-0.03513827876604472,-0.03135889711640538
NPPB,0.043252555785596974,0.12689550482464987,,,-0.010854406561155121,,-0.025663010590507383,,,0.002088613713611509,,-0.013141825083853424
CCK,-0.009170316825827647,-0.0349334501572272,-0.002432952673921226,-0.08583543046562611,-0.044879774845872814,0.004827621161379739,-0.09410704283130189,,-0.031203304391481123,0.023651860244229148,0.047862375695765326,-0.01704849484049946
SEMA6A,0.021078940002205202,-0.06253532794730755,-0.01748176414957254,0.0776246027049154,0.024777843489450727,-0.02361717505657141,0.10258927934491319,-0.0332031957032938,0.0066209471704335365,0.002904128428855265,0.03839720424865984,-0.028072964099758756
IRAK4,0.05300667568607799,-0.05532717055653375,-0.049691610929516,0.043095993290701705,-0.043416656641610665,-0.016442074034534286,0.014841659533795968,-0.04645342625439327,-0.008927784985331321,-0.027683166433191166,0.05726095954642955,-0.0483401967647111
GSTP1,-0.03764052051621741,0.013033168168822275,-0.028133020186265557,0.10688265118269301,-0.005791178428147976,0.0014785278803124112,0.03277678853986383,-0.02172390273262464,-0.016884751956020724,-0.032958420411428484,0.01347488815164774,0.021176612853323153
VCAM1,0.003640118800740286,0.006275842650821606,0.004767042385653222,0.07283537213345782,0.01799117565697454,0.022544651122509016,-0.02569361223144634,-0.020311139619650163,0.02773157705620702,-0.03821562337552578,-0.017046946566625015,-0.03431028046238786
NXPH3,0.044255008250860275,0.028367477902985726,0.01819370275900833,0.02893789416890228,-0.03201234544966569,-0.03971612622865091,0.01579301671972144,0.10272693338368634,0.04845104386252615,-0.026139275223921784,0.07274001336119812,-0.02197023572974944
MTMR4,0.02277354516192314,-0.006314345541935277,-0.06190177510964132,0.04457626338442335,0.023848022293381,0.018900020426709938,0.019080374970327225,0.09268595411536842,0.03186979376519531,0.03707079208772123,0.03794449845959868,0.014487502866460828
LAMC2,-0.016982802000352223,0.028483858596580446,,,-0.013664486897470105,,,-0.0383781583417372,,-0.01576248229847631,-0.018950855130172427,0.0393774422040984
IL10,-0.02621673339411759,-0.002543297877899464,-0.0020713855308955044,-0.009877313588518207,-0.02132467867200284,,-0.022972043005526438,0.050052022217950326,0.09535790014603057,-0.03678753014812545,-0.018279919713877366,0.08935863430913872
SEMA4D,0.046826284225486424,0.02247542586924214,-0.037547209703221375,0.006861030340869646,0.010402855987121373,0.01737141661234904,0.07276372518991782,-0.04899413810655935,-0.04896741357593191,0.023680712749162915,0.026568453885030836,0.01480399145568474
TRH,0.09351568216059176,0.039643887255989184,0.13719559993099323,0.04289017606419102,-0.004737452555730073,,0.06648530760228874,,,0.004142150071177775,0.007557017883096487,-0.014719725404077948
SEMA6D,0.05351738235188247,-0.01738258614633158,-0.045875755459555,0.08603360052724712,0.06307828512804012,0.0023235353674958825,0.06374060992810976,0.0396771755657374,0.05045715281637726,-0.006987753926867512,-0.018772908277733657,-0.005962152028152306
CEL,,,0.026482623713776757,,,,,0.018055255204207,0.04474036515200369,-0.019595463920087965,-0.023397803756246414,-0.04212248379901145
PDCD1LG2,-0.04737009683588413,0.0369309288860128,-0.036909671066967444,0.01273572519966557,-0.04240458901597438,0.0015703980297198923,0.03252529106824577,0.014765153865070957,0.04044250180767247,-0.021469536608579094,0.07678064142195185,-0.033374287187378386
SPINT1,-0.00030915635734321187,0.022783477838077142,-0.04427839444079525,0.053710797157307213,-0.023739059979083058,-0.015539407055434766,0.01667606225252626,0.09014224200937189,0.09405438359624553,-0.019059307675384454,-0.011011527573351929,0.0450603872704775
CTHRC1,0.03651214281015036,-0.06110830574144406,0.0471046096232167,0.11453370648881275,-0.01969726645382056,0.009763465768368184,0.061777717803127255,-0.01277371023550683,0.12915477262520006,0.03761492249281951,-0.06938424532628003,7.2915694358727065e-06
PODXL,0.019425008223481442,-0.046888230087017424,0.02592244782156087,0.06809254942115371,0.0020057231675859807,0.004566965701081731,0.045712983053384844,-0.00692324590307277,0.030646136227103292,-0.007096555378042068,-0.03455415468020808,-0.024174322959741434
JAM3,0.01883203748668597,0.019006684309470622,-0.005853158333872403,0.05931330147376318,0.03552321154731186,0.01333792782498346,0.054776138067594106,0.012042394593281207,0.018084195397131537,-0.007620462327198987,-0.03322960671162075,0.013494743940438049
TGFB2,0.06949334800960963,-0.022007446885976993,-0.08620442163399754,0.11316112597444465,-0.031244796471284537,-0.0307711883611972,0.0001518283095867456,-0.045012734061762615,0.09062383108190378,-0.05711961718040906,-0.03485022502649198,-0.05094328420604841
COL18A1,0.013802983357179686,-0.041714023351939,0.005951393385730195,0.09337195248318045,0.014395282334365881,-0.025847029589345632,-0.029622685167210838,-0.007964178400046991,0.08226064566673477,0.028862925433952608,-0.027066943429692167,0.027942749425549862
NODAL,0.024963891318747336,0.003010772139552346,0.07329717247601711,0.11231496885485652,,,-0.03528083091138355,0.06705368119203618,0.01435769152827516,-0.014825756788155255,-0.028508169404175953,-0.020145282819763743
INHBB,0.050374025310729355,0.010918962118880578,-0.007551968175006844,0.002631977052947749,0.028464797181567678,0.0032126500305811726,0.06941881446898784,-0.0029934355998568864,0.16799319878462837,0.053766690482095654,-0.008582490013536899,-0.023125843565189208
LCN1,-0.01698280582155182,,,0.033058231630991516,,,,,,-0.014001052072620184,,0.04193908836789958
ARF4,0.0005039801065653593,0.03763442991788807,0.014233943371959622,0.08911898957967904,0.01712282143476672,0.001874695990215958,0.02409546300459841,0.08257623356869356,0.03602958437840111,-0.020583964821123037,-0.013955709907337717,-0.029269197468608996
CXCL14,0.040204593701919936,0.029295903159384854,-0.020054820789323084,-0.07054245082301848,0.02201980479283379,0.025320180716693286,-0.050038912657273824,-0.008261328781229784,0.10422925783721651,0.04881641181170143,-0.03970770427891894,-0.06957758902353627
LIF,-0.031446522579706454,0.03431044218435018,0.04719493976639599,0.10458277692896138,0.02185079807636687,-0.01127285295899224,0.05606619721571655,0.022619709803314205,0.10725268317126434,0.052361841034126846,0.12105379033464808,0.06344584312708726
IL17B,,,,0.062163995646003785,,,,0.06731204717447055,,0.05389644149099291,,0.009602740902347197
MMP1,0.006840029280335171,,-0.01660045058217653,,,,,,,0.047998645354412284,,0.07067778009880586
