,UKF243,UKF259,UKF334,ZH1019inf
GDF11,0.011391073240190872,0.022353893287894614,0.16551061331057296,-0.0025966989841425983
SORBS1,0.053874544851291686,0.0314065237325087,0.048289537299182755,0.009128398883038756
DLL1,-0.02808948188796625,0.040935998252038405,0.011772547193205174,0.023819844562990963
TLN1,0.006704250149657726,-0.020134912447276495,0.0850338777017606,0.034730638158525146
COL2A1,0.008965792589094614,,0.05148497714453722,
SHH,,0.016610135035133068,-0.03582982737356277,
PON2,0.05462205071714263,-0.007154477529754174,0.15883238634634644,0.056450507841855214
ICAM5,0.02768912354846805,0.05396415653650184,-0.06997371744173779,
HPX,0.05105329109555885,-0.001302808659897092,0.01754028610433491,-0.03788402255801765
SFRP2,0.0063862027634694115,0.03548781076212405,0.009657452364659739,-0.03126930545569575
CD70,,0.05248535642930004,,
HP,-0.00017661674915191747,-0.005696042557161305,0.08004532166359382,0.01285140645865381
CXCL2,0.048632815071704825,-0.0019197828080225999,0.049248858071375065,
NPPB,,0.0007019608103763822,-0.037757923292866064,
CCK,0.03746634914510777,0.027842399077541827,-0.09820579021178956,-0.02877102458902696
SEMA6A,0.0857281375352047,-0.03206690610612526,0.17663613128714062,-0.0017759982591525
IRAK4,0.04541125177155005,-0.04003355140048741,0.04174911711807442,0.06216091974380676
GSTP1,0.045898031326291416,-0.015341586395323091,0.0877975992288769,-0.008384414474445438
VCAM1,0.04030244707116834,0.016779453378311313,0.05665547352823564,0.06866224889294614
NXPH3,-0.06948862439852005,0.08197026457597911,0.026941273894083396,-0.0007121951876805946
MTMR4,-0.036586318630410654,-0.03157795092386288,-0.025739267907529086,-0.04900330248508444
LAMC2,-0.026809930809721685,0.0638473458402722,,
IL10,-0.042534890143328015,0.018772819175152028,0.05004601398397207,0.03169985489381766
SEMA4D,-0.00839316586938807,-0.014711892506168152,-0.0010192282993802852,-0.001595287836136132
TRH,0.006638965680186599,-0.0251676883171349,0.17653227448490724,
SEMA6D,0.03591091900685026,-0.029935640104036473,0.11140570411794677,0.07138047690425404
CEL,,,,0.05666697711682808
PDCD1LG2,0.0316032692171446,-0.0033107218905197295,0.0891886461050917,-0.004201109397065869
SPINT1,-0.041509949903983635,-0.02958592807312489,0.033550453344897285,-0.05624759082135878
CTHRC1,0.025143634874805636,-0.02652899531331983,0.046027924597291485,0.010395461823584383
PODXL,0.013714830319334122,-0.046653186158336406,0.06845095128556924,0.05139382319842355
JAM3,0.004819087126007166,0.009535818379632776,0.09801437153841257,-0.03541567330145447
TGFB2,-0.018121520075383625,0.02510792520392961,0.10069916629194432,0.023583272519167295
COL18A1,-0.030221000246088543,-0.0011117382367485343,0.07429185929227967,-0.009635276842935912
NODAL,,0.006596821997671339,-0.0013024535574726278,-0.038393627853078115
INHBB,-0.0006958565858896942,-0.012347479113791873,0.058801448757643544,0.04493597567415869
ARF4,0.01762850235524721,0.03209462168925138,0.04770501270884418,0.017204045489357608
CXCL14,0.04255530157091452,-0.024159343765067898,-0.07142869570784224,-0.011250140725777914
LIF,0.004191538708682634,-0.00930672973238122,0.07517474765261242,-0.006569373809516881
IL17B,0.04119977158820415,,,
MATN1,-0.025248329534460604,,0.007306403929701302,
ADAM28,-0.020539651244168605,0.004307409732305521,0.0652596510172059,0.13796929482556833
TCN2,0.07962105582495392,-0.030251944594915658,0.019945806906707768,0.08097125120854884
THPO,,0.031899052747219034,-0.03754201720562709,-0.023843907055629898
CUBN,0.02885581105276024,-0.01966715148437281,-0.004050912418549953,-0.03951171236702161
TIMP3,-0.056150332464376645,-0.0018540190297067476,0.03843686794772483,-0.04380863138296737
PIGF,0.008135736568025754,0.0033695295038685368,0.07625814189466913,0.01504542809999313
CRH,,-0.011975392818366543,-0.009814861008982236,
BDNF,0.13274338867247001,-0.014065420315160447,0.04234621406452807,
CCL5,-0.029831930683453984,0.01183826318225211,0.040751708833689206,0.07488326011212829
GAD1,0.020698904764710927,0.05615887691292117,-0.12323981350251824,0.06899904334129711
COL14A1,-0.018537168377070846,0.002366936166984611,0.0636049562888291,0.05692894808206097
HLA-A,0.035046008622517964,-0.034919178002305984,0.1119305954004241,-0.04691391661179458
CD5L,,,,-0.027217164665691785
FGF18,,-0.009514360039450324,,
ADM,0.01680460814326984,-0.02726428474645488,0.05212196183444896,0.02549242098291376
GNAI2,-0.029771001478459437,-0.01659787829928228,0.04731591175804539,0.055912702243427884
COL11A1,,-0.018548852314571772,0.062100993314190805,0.008604964133955176
NUCB2,-0.02676752810447899,0.011680463159526335,0.06630763440575306,0.0164339257421692
CXCL1,-0.026812054031088012,0.026741457109973592,-0.043741021881805946,
VCAN,0.05187399705413524,0.01795431664710522,0.14097117430825942,-0.0020076359468464847
MMP7,-0.001828629227975656,-0.018915194952278114,0.04292958818068663,
PTPN6,-0.012313223310908448,-0.04378940769540421,0.07997880428108038,0.08479528317483481
PTGS2,0.027629156056744143,0.08219855329624239,-0.027728766824984975,0.026039190565928978
XCL1,,-0.010351964225700814,,
CD58,-0.017982659022097527,0.02790720764412696,0.12680182494976297,0.025181771915962898
TNFSF14,-0.023311330444907862,-0.02528596107775027,,-0.03250748675137017
CNTN4,0.0723960342037711,-0.018604342137423867,-0.06169657799555431,0.024700566799225977
NTF4,,-0.01309478140878091,,
INSL3,,-0.009514358173264134,,
BTLA,,0.003954244126350535,,-0.03054423880832731
MFNG,-0.06315688124641376,0.06775211606557165,0.07263711359386829,0.06111450611771801
ICAM1,0.036109254878167955,-0.01614798537815286,0.013588518684702471,-0.041672692515194745
PROS1,0.07343229255989145,-0.04592488676411785,0.08545995407248322,0.01642561362866482
CLCF1,0.07972805528818937,0.012709335181755183,-0.011105993526194378,-0.031296752449366735
PSAP,-0.032413957146007866,-0.04866496839830163,-0.05632521400542475,0.06223506107020738
EFEMP1,0.048869121327991455,-0.059498809272199714,0.12825444184633303,0.033489637276762386
C1QTNF1,0.012535047226693704,0.04574159422145644,-0.04481457347406756,0.0018020987146605374
ALB,0.02898516095818913,0.04998684240484388,0.00599164787867166,0.04141071661372018
EFNA3,0.03973982232312632,-0.006463957211433633,0.0033549258157971624,-0.039521384554374824
DRAXIN,0.050729130373350396,-0.000536961273463394,0.05415737573980113,0.08595203587187611
NPTX2,0.017726645336894817,-0.009337500866641717,0.044995540221817336,0.044911920877618625
FGF11,0.058612073335911556,0.015870143505015574,0.01201412035441395,0.0603420863535051
CD59,0.0644814180311382,-0.03232975363646164,-0.047731683363838734,-0.022260113653647134
COL9A2,-0.009905189055926612,0.016086854584154518,0.071126431490698,0.05793779619540877
DLL3,0.022949245593018665,-0.0010857664463172379,0.07896686965291047,-0.045068731834202416
LIN7C,-0.01263711123889165,0.023476377064496748,0.021213286983549757,0.03439422999333356
GDF7,-0.025248346716783908,-0.01697639270543016,,-0.01485754779341297
PSPN,-0.0031277774304398127,0.04381615806582536,0.004669412739305449,0.08593202984759894
ANGPT1,0.0236752822853686,-0.014304605061359586,-0.03968809378414832,-0.036413868872368055
PNOC,-0.009726351139396574,-0.016665151438286008,-0.059805200228915084,
L1CAM,0.06579174175455126,-0.03328471622113934,-0.11617676968097916,0.09872360978399998
APOA1,-0.011915126151519946,-0.014817040868233477,0.01514826657996292,-0.04444993603125001
PSEN1,0.012011412596144399,-0.0385924780320316,0.05043423671679139,0.014279450754871047
CALM2,0.06344819601208773,-0.013793216124799279,-0.0407027961894767,-0.006032341823125253
CLEC2B,-0.03593427673508838,-0.02569442955985455,-0.019504223455863234,-0.036912667560994365
NTNG1,-0.0053754387120229005,0.023223688042300027,-0.05155145417316577,0.02613946742298692
LRIG1,0.05595227825308503,-0.01049204573442311,0.17170396058948745,0.11130038730746193
CPAMD8,,-0.01125378801548969,-0.0033502430436399373,0.0356903466418698
GHRL,,-0.009620541458447636,0.03415770532182302,0.07784272811712854
NPY,0.010326772657807149,-0.036728130269001354,-0.03869411593495472,0.1047546327041805
MMP2,-0.02632694695699963,-0.012231473578275072,0.1486042215056322,0.034777766617945266
LHB,,0.04846231799615818,,
PPY,,0.05095132315907572,,
ALKAL2,0.01947372796842965,-0.009658803331380934,0.010619558466965584,-0.009925693031684335
CSF1,-0.02141347638234866,-0.027815422978455077,0.09097184442307979,0.07659533671161292
SEMA4C,0.03709969846966453,-0.04679868906647123,0.12079448222231491,0.06381337488470962
ICAM2,0.002483772530922774,0.010140604713271485,0.07629484634283441,0.05367555813259926
SYTL3,-0.05135780737672167,-0.04434398049480303,0.12019560893055962,0.0412731955189123
IL1A,-0.030485281654677746,0.022845715682641016,0.0505513304434112,0.06313270923854929
HLA-G,-0.025498424563628382,-0.010351963290831498,,
PGF,-0.007102239076555032,0.04874118330412547,0.06391575200077569,0.06356101625972367
LGALS8,-0.07740520953721529,-0.011470221511343208,0.008781652672869641,0.08019877972264675
DKK3,0.05696092615613659,0.01364644552039161,-0.07621472416158691,0.08943216198662957
COL16A1,0.024878772760951677,0.011132665155666941,0.18009968980889682,-0.012413181970135223
TPH1,0.001554541820455379,-0.01883789981639665,-0.028994698036263408,
TNC,0.04175751369667622,-0.00419399083921268,0.16986389142035097,0.044236769249923404
TNFSF9,0.020407255730933258,0.05067674478337079,0.011386393420695404,0.0512716297690362
C4A,,-0.01161989071582148,0.08804529742568301,
CNTN2,0.026642637342214923,-0.041580418891391455,0.07936420015494569,0.06361826532362223
LUM,-0.012661052782020787,-0.011486773157541869,0.02495215576197016,-0.024858813965775935
BTC,,-0.02660250571015315,,
APOC1,-0.11265150931634145,0.012675034724626357,0.06510639933869743,-0.050321969199558746
PKM,0.08371336901573825,-0.0509374998353231,0.03073519782779239,0.0720493814267812
TNF,-0.012487905763995402,-0.0030847398362354797,0.038013076414270486,-0.03812466659255076
GNAS,0.005232801150024451,-0.0245749651218961,0.08795127953987887,-0.007159666575115629
BMP8B,-0.06577937619748023,-0.015007680238618959,0.04539093334020726,0.13339999680573864
LIPH,-0.0012214416255579051,0.004673727544837063,,
CCL28,-0.025248324554083598,,-0.017502570831239947,
PTPN11,0.011218380657917519,-0.012554078824445097,-0.012147842606656356,0.04530791416597837
ADAM12,0.052876394495577746,-0.009425929952775483,0.12960118684289398,0.037936956819315935
EPO,-0.008761984205265224,0.06204748347205815,0.0474132815830363,-0.008796665937629324
EDN3,-0.01793646354061557,-0.018682476414680085,-0.029240398214680826,-0.02384385470544986
CCL2,0.06923835334425647,0.04403044565266282,0.09644093942519814,0.008516134194835876
DSCAM,0.042606987963654544,-0.04350359809097994,0.044286541884791544,0.0790570570375223
ANG,0.030221359692516936,-0.01089254317644741,0.05305871934283639,-0.016447182247039276
FBLN2,-0.024985796686407064,-0.022755966092301943,-0.020128384166472,-0.027082480423438877
VTN,0.040335757222397024,-0.01929768613440495,-0.03754201013784483,
VEGFA,0.039885827546957506,-0.044402291813345186,0.06446899195745713,0.052066248442476364
SERPINA1,-0.0014287869640232445,0.014201102569436554,0.06018307910670081,0.06594837971759206
VWF,0.02753833659852963,0.01672881803160672,0.04364417583551988,0.05438048064575948
GDNF,,-0.012206967013920081,0.03656131370606555,0.024717217343206633
VASP,0.0017275919197680286,0.01747851025647969,0.06895009332509573,-0.030663334691330743
ADAM15,-0.018049084455756283,-0.02748133609046286,0.033255205898711684,-0.0038347787652373033
WNT2,0.09284507002831066,,-0.04228194745425719,
CALCB,0.043454728986633294,,,
OLFM2,0.04443118629287805,-0.021163412592825566,0.06712177168822156,0.038580801582597184
MFAP2,-0.02494636258731637,-0.028542185925433568,0.00539034573527621,0.06326303051199277
HLA-C,-0.00274916264509917,0.0028542092699474085,0.16373220573832079,-0.03567019885890781
THBS1,-0.028824831253657944,-0.004888694563334161,0.015206548773903537,0.11101765283583541
HSPA4,-0.04238217033281543,0.011164425135788953,0.0699390945102655,0.019113630942605122
LMAN1,0.0032885742906560572,-0.040248144306029375,0.05989068929028762,-0.047455837006655684
LYPD3,,-0.01100331179688374,,0.05060712538996683
APOE,-0.019350186160335885,-0.01766153877609945,-0.02880700902480891,0.06374310265247178
SOSTDC1,-0.005643643870417501,,-0.045129257375803186,
ANXA1,0.032151982164795076,0.06043871069670922,0.07000057127378607,0.039755523136791995
WNT2B,0.055942971004969734,0.013021913359747608,-0.05366131158021537,-0.02691500756989967
AMH,-0.0337920506074092,0.05860114360396154,0.12552284903968877,0.03455620767386842
GDF10,-0.028651354715038692,,-0.06276232682195618,
EFNB3,0.034251037873354706,0.010223743734219755,-0.08222420503398176,-0.029246182698347972
LTB,0.05222198535321619,-0.01488111325653039,-0.052262511609847226,0.13330075026425683
ANGPT2,0.031095741832997154,0.02146059792799637,0.07377151055561329,0.04062366753598735
NRTN,,,,-0.027217185296076772
ADAM17,-0.05202865405567089,0.010097814778873159,0.071879265343705,0.02984264572126272
LRPAP1,-0.00021379965390235672,-0.028681475242962925,-0.004612052133690536,0.02644582799747361
NID1,0.036055106934230766,0.02234380440019046,0.09239089016731407,0.06765841248178696
MST1,0.0827491280115873,-0.01209547885031673,0.043218722791355475,0.09249726589041282
IL13,,,-0.01777287375800673,
DCN,-0.0187874926174028,0.013332532661533229,-0.012912613728670934,0.04730411724856769
COL7A1,0.04121526888352163,-0.005471192111592947,0.004069288788766231,-0.03657706110868511
CALR,-0.08813107902519139,-0.059260267841132794,0.13505869276870106,-0.005796920216914667
PIGA,0.03795007447928585,0.002781394851434853,0.06932711912182819,-0.0018402639761871326
CD200,0.08994393626849018,0.04563990386516104,-0.09847111921312504,0.03314213546166849
GRP,,,-0.04564637993726599,
CDH1,,-0.017852195336487242,0.037966052520528266,0.0012139072006312666
LPL,0.04355468939268117,-0.025636289338426984,0.12497796983072175,0.05922435869950399
SEMA5A,0.06488657419944163,0.024440872993177834,0.1115780904184513,-0.010506096856950224
SEMA7A,-0.016252293861730195,-0.024922333983464363,0.0311740844812508,-0.013612196197219447
SEMA4G,0.035390954748140295,-0.004092651883969733,-0.014571156229800613,0.12365538427426952
SEMA3B,0.028741734159546704,-0.035742435475712334,-0.001074003713314739,-0.04873968860920645
RPH3A,0.016896374117281957,0.014360328436921274,-0.011487575709640657,0.1380140079398129
JAG2,0.035221379244411016,0.03939536439177199,-0.08541460174843117,0.0018029246465296556
CGN,-0.01288961013279343,0.0020405973512987352,0.01148097759515583,-0.008374617695505791
GDF15,-0.03664720756094857,0.04067939944996746,-0.011715880757799262,-0.011067409074002185
SEMA4F,-0.04760749194494319,-0.016830502786655988,-0.02995678956705494,0.06927459998800198
NXPH1,-0.007459954664730137,0.006785367146446417,0.07044017836643292,0.05017704497009439
ARF1,-0.04293012884362813,0.033672064390451,0.04172927913318912,0.07334400813333715
EBI3,0.004934231401749784,0.006428661082532618,0.06305750458438517,0.04896156062157315
TIMP1,-0.06736998799908257,-0.02026957171155382,0.09751509628846133,0.002118404731467586
SEMA3C,0.014442226478590784,-0.022953628484367203,-0.035996869032121806,-5.383452772579363e-05
GAS6,0.011800055201455216,-0.007409820467964877,-0.018119357178588636,0.017508579798074932
MEPE,-0.029706063741233402,-0.01812966822990962,-0.0837022101973735,
SERPINE1,-0.03828747147149122,0.03374230618363313,0.06024214678014606,-0.012044993251442551
RSPO2,-0.028793275330360107,-0.012434481916304165,-0.09897210158331211,
SHBG,-0.04098964016819189,-0.019896529021178187,-0.03640913081081455,-0.036164212753645376
LGALS3BP,0.010264823893716446,0.008630414750742605,0.13299100764389293,-0.045529503991507646
LAMB1,0.0626925493279937,-0.020775830643339963,0.03470896854389892,0.018930878756190227
SPTBN2,0.031182000655315692,0.015396957605430165,-0.07615898614042038,-0.027784936641763146
COL1A2,0.02570172340720088,0.0268709375243643,0.12050356521326686,0.002748666684664422
CEACAM16,,,0.12478977194866697,
WNT11,,-0.01680599174237885,,
LGALS1,0.025014568709956938,0.010452702885687847,0.07041595432195649,0.10793048718511546
BCAN,-0.006963056790237889,0.01632345849126513,0.21018929795518254,0.11297945151026711
ANOS1,0.03717649518146861,0.04490087382512193,0.11237197988936445,0.08561008759176422
EDA,0.034065184299726964,0.027525089334067675,0.06490567109730873,0.017005384956941077
FGF22,-0.045013931053927474,,-0.045683582555067985,0.054062028289283484
SHANK1,,-0.020263144903951712,0.06235460482495243,0.044890615023777974
TGFB1,-0.012383741228071237,-0.0016709270888639381,0.04176299686592138,-0.014137538183417668
MSTN,-0.013448474790848184,-0.04119214880711258,0.07652478448209592,0.09586325085927039
WNT4,0.003705893483413556,,-0.023074388337964935,-0.027217179484695975
TNFSF4,0.02613752715163897,-0.010949831425419236,0.004035799931262639,-0.042934382764278835
NTN1,0.01076716926710066,0.012137313221244015,0.12291514255892926,0.0789869284790915
CXCL12,0.048387453883889965,0.01889117730926947,0.026506614390492043,-0.03433631417129154
GNRH1,-0.038023094809214786,0.048428896294101985,0.0817482926270151,-0.01486958146003778
RIMS1,0.00829202558823548,-0.007484419563539798,-0.07609387090574335,0.01607515200446997
FGF14,-0.006491480038464481,-0.02773969073462866,-0.08053573303671999,0.008022811782999418
IGF1,-0.00707986507852629,-0.0005394888869699791,0.06139033652849406,-0.005100171245533275
TNFSF10,-0.012889286212300557,-0.00832313725384926,-0.003810017907283437,-0.026429601670261284
GDF5,-0.002989818221150486,,-0.026887694969671815,0.0003241911016640728
RGMA,0.078062288211215,-0.006019614770476331,0.17512811690225713,0.08767100643847292
WNT16,0.008522644010146033,-0.01922170935441496,,
CX3CL1,0.03985333429751558,0.020616991955837938,-0.04759574855060728,0.08621349813387653
FGF1,-0.0015016082255370014,0.024541127544836224,0.05670160792669708,-0.025352036382547117
ALOX5AP,-0.03668925702674535,0.020130154595743858,0.14639228978153476,0.0321567539057927
IL1RN,-0.07480521444166795,-0.02473733037493638,0.06124039188613995,0.10095885874302514
NPW,0.06714335179649117,0.006382124572379852,-0.01038683168420193,0.15884127875629478
CXCL9,-0.043039877311236034,-0.03418066983967167,,0.02858350331667403
ANGPTL4,0.001851757130671811,-0.014637298568383817,-0.03728921275524841,0.008997652768545628
UCN2,,-0.009658804058024405,,
COL4A3,-0.03258571300832145,-0.02771474519370204,0.0109116264355468,
NRG3,0.020592450139591066,-0.017809499454410068,-0.06149903390537497,0.05856432028137827
IL23A,-0.005229721737884933,0.0038925339544378813,0.08121989090287837,
COLQ,0.08437572077836403,-0.000722341476507044,0.053403837458564744,-0.020690751734353755
TNFSF12,-0.024349893990301043,0.001319053387770431,0.004129199379400034,0.06012065971431621
DKK2,-0.020164286331412453,-0.009801200278521658,,0.006914223444257018
FYN,0.005454199920057918,0.03361588905595963,0.11037234541346813,-0.04699212427781223
ACE,0.042742379059591946,0.0036073882639900178,-0.05590804968866087,0.07491581321633725
IL18,-0.03211465786550286,0.012755220224628487,0.033672507792765316,0.004152909797555709
CCL27,-0.02916137881847141,-0.02275596947677077,0.024700760722950917,0.07990861964357154
SERPING1,0.07617403343008101,-0.037739580459663184,0.05105814947753162,-0.060454670957186096
AZGP1,-0.04516129316232763,-0.03751048764071783,0.01117205581243631,0.007231527871877214
INHA,-0.015478813560414788,0.0046736974939105905,0.019944502072958177,0.007587269961421872
SEMA3G,0.018483567081135167,-0.01820932446561139,-0.014584581801790201,0.027699534268119323
COL6A1,0.042228740718097506,-0.028720716396559653,0.06855550536486267,-0.005105257911041472
FGF17,0.029279310747614876,0.04518185979246284,0.005887642736532938,
TNFSF8,0.0018874150778563435,-0.012321218951315539,,
FGF20,,-0.001347576573377528,0.008257012133147808,0.03833750747461969
ICAM3,-0.0018586666036945981,-0.01639234622326798,0.06545193828208208,0.023644136198456442
LAMA4,0.02176763135335385,0.027260304417123994,0.03715655152241468,0.0233820940664292
INHBE,-0.017996614268956847,,,
DLL4,-0.0005786403408525149,0.0625710724574134,0.035006337031899995,-0.032357458546829775
SEMA3A,0.03411229621937153,0.0074535732293002895,0.004657968846251771,
RLN2,,-0.012434484720226919,0.0920067284979175,
C5,-0.045236839742387756,0.011451559463056276,0.05648460251969702,0.0577373254627774
EDN2,0.06873578712746221,,-0.04061399477187532,
C1QA,-0.05203350463492681,-0.04227293574675434,0.12114475673493713,-0.01648489005396742
UTS2B,-0.02443290522256978,-0.012434484648789374,,
COL9A3,0.014405059735647737,-0.01757626022559884,0.1461130100981397,0.004446142721363225
DLK1,,-0.020695836569404564,,
HGF,-0.0016765901412377883,-0.02621102659230321,-0.058025008315917455,-0.039075552630085775
P4HB,-0.03553211511462948,-0.007848161580039498,-0.015250113547700672,0.01863084023519421
ADCYAP1,,-0.02510655719138533,-0.03392243770597269,0.0010607950875361166
GREM1,0.02451790429236422,-0.010747293024934008,0.012835956371801849,0.04498535598888564
EGF,0.04600626124072735,0.015137376199086169,0.05141840800885223,-0.011145414026957536
VEGFB,0.0714992963356223,-0.03397558963409105,0.09073263034701226,-0.008041800410792346
FARP2,0.011456311207266508,-0.013547367934564342,0.039470239790725524,0.002275278872357054
LAMA2,-0.034178243706940226,0.03266314315493373,0.10748003777604823,-0.017768428515046498
NRG1,0.00217914474808922,0.006476891711857582,0.0022261680146579573,0.08722018568401468
SPINK1,-0.04548287348908581,0.08434601421950973,-0.0009245942824310598,-0.024551848833336953
EFEMP2,0.06287694757615044,0.0020444474795472166,0.07997436508860356,-0.040708721299645714
