,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
DCN,-0.08070508089695172,-0.011089229649223424,-0.052497618467360826,0.10260294415000648,0.1162834414952478,0.0020794284539841596,-0.005962716687626058,0.00213530260857267,-0.09737320543014319,0.09090312167282844,0.05751497590623274,-0.01985689280885826,-0.06920295932035464
RARRES2,0.041955506594800435,-0.005970979315893557,0.01923051143800145,0.010923616732028716,0.09057621563486556,-0.02575629011802127,0.03784543988164023,-0.0126297950301347,0.04543931272254141,0.02503000800837965,0.0306622707337289,0.03310108014062688,0.16569851510258637
SEMA4A,-0.001525203393744,-0.03629588560031931,0.020769685774602004,-0.029563901859139537,-0.033842749951708884,-0.0009658689486486004,-0.0022021427192988655,0.08898108207665376,0.03940845107951946,0.05373301043152281,0.007007995747599559,0.05900812450730844,-0.019693422581254248
GDF11,0.013488703890770497,0.011472439807350493,0.004504263044518137,0.051307398227177295,0.0051785571219502705,-0.04872499655144695,0.05683586893015384,0.057921951859801195,-0.040738528890619595,0.0008193031668735931,0.014671769521773435,0.01783149772451011,0.03614147691034284
GPC3,0.016638306792539893,0.02699890203946071,-0.017850012742218764,-0.011436760204472535,0.12471835724522382,-0.014598329869843754,,,-0.030603782436499548,-0.0279179171293098,0.13123240426147698,0.006309388712104224,0.057806965883208404
OSTN,,,0.026268781175486002,0.0052260521764969205,-0.014644245746086292,-0.009362365679766388,,,,,-0.022595528600829994,,0.025066471218255153
GRN,-0.05601448653415522,-0.0008515941568251674,0.014986213367110698,-0.037241730664756445,0.07511107231238706,0.029225790209080258,0.009184568861586057,0.010514558239475138,-0.034117013610273375,0.07938118463428717,-0.004817616640824543,0.03304790055221856,-0.05298941893893592
CALM1,-0.040208375613977144,-0.006283719936079619,0.06007120804690569,0.06313724707486477,-0.06345475816531233,-0.03224478141000977,-0.08213347901080245,-0.08614256226286196,-0.12402046198960362,-0.04657221315442198,-0.058308560026270606,-0.002493231455151952,-0.09373872719863398
ANGPTL4,0.00424319579955944,0.010962324117092949,-0.029840565852143393,-0.07072096693482631,0.04924671684551401,0.007108401444752235,0.05520320731134405,-0.04888258705847267,-0.05628199074988695,0.036554539075668614,-0.028282854349971555,0.07166275241704755,0.07206734423981122
BMP8B,0.086138255004104,0.032126484082708504,0.05958978013691129,0.04196342873747268,-0.03962523146922651,0.01825481711918634,0.0425331442305172,-0.03661024613710874,-0.06788254367509294,0.09286580819409512,0.058850203523087244,0.05351538265029188,0.04786684290331171
TNFSF4,0.03687686346195394,-0.026059924321540345,0.024750000898800497,0.0538918666486566,0.01384115422465383,-0.0262218360832466,-0.025196888001552648,0.04603140894837289,-0.009735734894845078,-0.0065767807705979465,-0.03740183625936117,-0.0036428088563328514,0.11071566650304712
RBP4,0.020550593446643284,-0.045440937220747483,-0.010542100468499035,-0.0003377425007600648,-0.049089943565210466,-0.030346826340574035,-0.049896443124997095,0.025287272614906306,,-0.009820150369521911,0.03858291564069514,0.05018574753502609,-0.033229242250766226
DKK3,-0.0058671237272425025,0.0627049620319921,-0.03412383165828504,0.05696445708023788,-0.068107762757492,0.005544691817204432,-0.052481702948858934,-0.05891046014604207,-0.03920235153494769,0.006673475086100357,-0.03599767597457016,0.010582291682412256,-0.1254947023175522
COL11A1,0.0018292699693475123,0.016377994122236905,0.044492902033414834,0.019212834421386146,-0.025686350250613308,-0.022775260578494397,0.04560809482061528,0.05407811089721559,,0.011007573908885312,-0.010970958689250401,-0.02078028554771303,0.07932205625821517
