,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.09351420118975236,,,,,,,,,,,,,0.0605219037054995,,
BMP1,0.022601992774597634,0.00479001282169506,0.010228134849890672,0.006348110096008767,0.030952877177189794,-0.06004828339721449,-0.012117936310476234,-0.02129611586239949,0.24084791361436658,0.029670032491235152,-0.015968516136463867,-0.09439360662907942,-0.07590911957795003,-0.03679786190438859,0.015476596169903134,0.009914414725094947,-0.017259679076805586,0.10729449499215789,0.0390814858552662,-0.04775632009263818,-0.030832122102803342,0.07610303342614469,0.08390756715147377,0.07544747145777343
NDP,0.043322323980895736,-0.06085820763463635,0.004487040363886446,0.01415559580366965,0.028601141792959108,-0.11187059856549522,-0.022551793544161865,0.06809229328890615,0.026822172200100806,0.010066645658667744,-0.014302559728763077,-0.03866575104025847,0.02635369023119444,-0.001111366386238673,0.010125329021203014,-0.0003796076785308629,0.1637404844068073,0.02721920907718048,-0.011514445888031175,0.11690667814872686,-0.0530221491018385,0.15772855490638307,0.0028328568860173844,0.08949985174216617
TNFSF18,0.046057072512352665,0.05341172148695875,0.059747911480143086,0.02884336122017741,,,,0.0019518412043048711,0.10891274125641928,-0.026774903063152385,,,,,-0.03507500109229373,,-0.010659735875055533,,,,,0.0018923568889546473,0.032076042146877294,
IL36G,,,,,,,,,,,,,,0.02314254258536115,,,,,,,,,,
RTN4,-0.015345611233249606,0.004426830497938252,0.011310362584277133,0.04691279498887827,-0.031529559177062995,-0.0655882380887213,0.019817298345092584,0.06563971016159446,-0.21663638699053223,0.006052965007545558,-0.014832119552688487,0.21996719665713715,-0.017454068068236163,0.06870135649292582,-0.04086407480185733,-0.07464607209737774,0.0463179861340998,-0.12770190371893483,0.0178433306797579,-0.11298584939778804,0.017894184534519224,0.010657146747905927,-0.07364306215068976,-0.0030061038454440516
HEBP1,0.02477232327020735,-0.03276150338330368,0.03251088184992539,0.0003188974800870409,0.06789877581573298,0.025644410253016017,-0.017989609178793067,-0.05000389981051704,0.03662977021096561,0.016179471155331908,-0.04351721462339082,-0.11495298035104663,-0.08859976202854447,0.01391558196270736,0.054546438096372475,0.08256150035125798,0.013740223102681068,0.014035914509142608,0.0642865511490146,0.09442251345666657,0.008161464951409866,0.14141711224536463,0.05248574696290368,-0.011744078459867741
WNT7B,0.06293545352312689,-0.011951863031715047,0.05767725228930848,-0.015709239525174813,-0.031943148919946006,0.003623167943298188,-0.018647951779769054,0.06064780514930684,-0.07117772930073824,0.05689901361449361,0.05885938619687411,,-0.04632194256016643,0.0035875342380826142,-0.018699304015905947,0.12276032993621568,,0.22276431162861848,-0.006884968712108532,0.09735246780460088,0.013852636165439787,0.061709811750302365,0.06487942437631367,0.15613110922956946
PTMA,0.01174364001429807,0.11273929233358673,0.012963161564367184,0.029381124780207317,0.017515058636596654,0.08732390685431635,0.029926653374169252,-0.07677551062130672,-0.12224171469762773,0.0021943812026403884,0.030654792405901396,-0.3144873985399681,0.018149242139392112,-0.06159129632101886,-0.07061841012796564,-0.055765210107293246,-0.001576948952901485,-0.14510964191398568,-0.030525439465843397,-0.052917109305891885,0.026491398534383894,-0.11144609621410659,-0.029148177700635165,-0.21343549243425172
FASLG,-0.022556353473936266,,,,,,,,,,,,,,,,,,,,,-0.056658549260962913,,
CEACAM1,0.07088504184881735,,-0.024337341165227136,-0.012055896488437145,,0.03617168492203766,0.023099370049504648,,0.1164827837290035,0.006520541573963093,,,,,,-0.014220867444777748,-0.04291237577009538,-0.0414935355316805,-0.042692886722137495,-0.025717338483610457,-0.012012956768864243,-0.00023451565817598748,,
PDAP1,0.011457480499846158,-0.05549747648682121,-0.025544970010722427,-0.06210044294415738,0.03624623692260752,0.05812798865828673,-0.0010992656935458615,-0.03964584054880056,0.20879890824626215,0.0018086356921265733,-0.015132459781311005,0.04873349083619543,0.012012617098881611,-0.03304237154674325,0.017361924539029242,-0.010492957066371487,-0.010588092810544477,0.03588751783921562,-0.026231027618531334,-0.07836157462815047,-0.036135224287504965,0.019827329420212286,0.11543918022933732,-0.005661710911758773
QDPR,-0.06506822582299648,0.014237176639028414,-0.03908676586852893,-0.006769893058880617,-0.05533499742608395,-0.08267820828735872,-0.07632770604491179,0.03883458124026013,-0.18466414942659976,-0.03455400177873601,0.05707566308732733,-0.26879548469026504,0.03510841148903291,0.004194586258431366,0.058010716769598014,0.013627374789396022,0.061322373330396834,-0.19343098809944173,-0.015505247120030893,0.08388403624208163,0.02504966365423346,0.08652139647459879,-0.06796492044539468,-0.11718695254091074
POMC,-0.004824687557041774,-0.02442372656040628,0.07951578898546366,-0.006616228983465798,,-0.008732104050792718,-0.005932081288204468,0.03424139313514221,-0.007496886374441685,-0.031067480205022476,0.04810011083940596,-0.04949788990858087,0.005169554418301312,-0.008770960687619378,-0.011573953573179122,0.026396249187582634,-0.04803779906522236,0.025883251654931168,0.050744744265465026,0.06720344233065235,-0.0011833686817562805,0.054089722835361724,-0.02946651975311665,0.009848252324587858
CCL18,,-0.0173896672738679,0.05270620544486886,,,,,,,,,-0.11293468408471917,0.02867283516074209,,,0.03889232932208987,,-0.029419598911128293,0.053726836072719074,0.06684294350507099,-0.029574940184716902,,,
CCL17,,,,,,0.0035064905653093884,,,,0.0011234919136837852,0.014404534589867185,,,-0.020213630386401473,,,,,-0.030288536735554338,-0.029541255953872924,,0.07591123105836906,,
VEGFD,,0.13450759937302306,0.01256483036247132,-0.01726765295281577,,0.03003208232637614,-0.023586667218312807,,0.03510049507491868,-0.03557796793640518,-0.001353025178926902,-0.014384401308644813,0.038027071942567714,0.0422647320867048,,-0.07055381230854099,-0.008900366865932407,,,0.043796283424133636,,,,
TNFSF13,,,0.08030550634811115,,,-0.01408575204828821,,0.052488100541367155,,,,,,,,,,,-0.027004918421694474,-0.015571833393117556,0.0024148152493651217,0.0739238603798847,0.05407880155466913,
WNT5A,-0.028802156530546148,-0.02885247586522258,-0.03521648578909752,-0.0006072266118082291,0.008664846851280859,-0.02352837874128632,-0.10239526989437413,-0.043705150684033515,0.20948287760129125,-0.03792917238185813,-0.06473952686686313,0.03240383915493558,0.012768649855979863,-0.04033106161406115,0.020992216326323858,0.02062626659871993,0.12079715087033269,0.10549094380047896,-0.0028090023164066527,0.027810046054745758,0.011458461705485033,0.02794262918978779,-0.018880405985031438,0.05213936773136604
CXCL8,,0.1284296232655625,0.066741324632782,-0.016168406738585335,-0.010276071960202245,0.18209483507509622,0.11238562507075489,-0.012683843482467181,0.10186215821726634,0.01844812173699544,-0.014361491316033946,-0.10965148072285216,0.11227371883590834,-0.027756711046577225,,-0.05487203029756082,-0.023045154530074368,0.0016677673649312672,-0.06499943234253114,-0.10144904510522519,0.0011048286919073842,0.025123804574308257,0.016769360956434342,-0.03316879608727659
GRN,-0.12412456416362155,-0.05833040211838878,0.03614954056162027,-0.018529412063380258,0.02352052525460317,-0.030776635123766334,0.001521942717215249,-0.07485173878695049,0.18369496602640406,0.010713206700652952,0.001300190587686484,-0.16432602697888327,0.04570978700733481,0.023025503750225156,-0.006318020367539484,-0.026853680197501693,-0.06253462369609944,0.060264030015689946,0.03068231972149082,-0.0738937095124631,-0.01190446333893011,-0.03505704949384131,-0.007903092385485885,0.017293218820467186
