,ZH8811Bbulk
BMP1,0.09556189309904731
NDP,-0.011946215388914086
RTN4,-0.014513972009339534
HEBP1,0.1352206737616663
WNT7B,-0.004397930049139352
PTMA,-0.030730042516520777
CEACAM1,-0.015399745900098821
PDAP1,-0.07033388697929133
QDPR,0.050742539742043534
POMC,-0.023104615338925254
CCL18,0.05737676946826367
CCL17,0.0700192854190056
VEGFD,0.03770554119996318
TNFSF13,-0.024163793456996843
WNT5A,0.0602417668603061
CXCL8,0.14076994778944152
GRN,0.021893304012924046
MIA,-0.022413771301306038
COL4A4,-0.024657401073582608
RARRES2,0.07542391489694143
FGF7,-0.050068095162425406
EFNA2,-0.014636427879660543
HBEGF,0.05251705172255459
CSF3,0.19158423058418386
PI3,0.1356372282771404
PCSK1N,-0.05044442578941358
NTS,-0.01783170991269932
SFRP1,0.00543456994737662
CXCL13,0.16758590713252547
MICA,-0.005387775122354149
TG,-0.0219617000562879
ADA,-0.027730491726073885
LAMC3,-0.04522372511882892
NGF,-0.014439689664844131
HMGB1,-0.045011849600179024
ITGB3BP,-0.0337241475766884
AANAT,-0.0196966677134307
IL15,0.03873217585884545
BSG,0.09839332888811814
ADAMTS3,-0.04870447536223693
CD34,-0.04097160633951512
PLAT,-0.08777841167948489
NTF3,-0.06268795070718029
CKLF,-0.10562165207410563
CD24,-0.08537237137819824
HSP90AA1,0.10932763480579029
BMP4,0.014010179055014085
SCGB3A1,-0.028017884208329413
IGFBP4,0.04855830928122266
LEFTY2,-0.016829262376259105
PF4,-0.013415299478817326
ANGPTL2,-0.0044453640524280595
LRIG2,-0.01428567104024973
ICOSLG,0.06250346577789426
NPPC,-0.008631404264087584
LYZ,0.055421751945740325
EREG,0.11983939486865548
SPTAN1,-0.04458924849615366
COL8A1,0.040924780743745184
GSTM2,-0.019621550587043835
SPX,0.032855889287313034
MFGE8,0.06977559453926428
TGFA,-0.05083254692153956
SLIT2,-0.012467043558881492
PLTP,0.06059138082011833
APOD,-0.06963192919324185
B2M,-0.03294599167463643
OMG,-0.027534705664923022
CXCL3,0.09731462079442371
CXCL10,-0.017993805649305562
RSPO3,-0.0016765709896784141
CORT,-0.014038429057176532
NCAN,-0.08238623415683477
PRG4,-0.020714561142133565
TGM2,0.13320736309076553
VEGFC,0.2028585851427721
WNT6,-0.009590045894461005
PMCH,-0.01969666701494717
COL9A1,-0.0319764998293375
GDF11,-0.06265435525190138
IL24,0.10784479794443019
SORBS1,0.016597352585726068
DLL1,-0.06808664929442759
TLN1,0.04525381085566899
COL2A1,0.06670440180903345
SHH,0.030846025088053224
PON2,-0.09666855704304013
ICAM5,0.022959117753796516
HPX,-0.03935004324201216
SFRP2,-0.00872478136203454
CD70,0.0698959576056987
HP,-0.03216219100380188
CXCL2,0.12074440390538238
NPPB,-0.01586602788359774
CCK,-0.0690319199232767
SEMA6A,-0.03134053147486209
IRAK4,-0.06600671230723455
GSTP1,-0.09402031602227492
VCAM1,0.1349370837721197
NXPH3,0.032752601376976345
MTMR4,0.019052174181021037
LAMC2,-0.017337141587097482
IL10,0.006717762083642197
SEMA4D,-0.031802959606810864
TRH,-0.056039249882364243
SEMA6D,-0.041860586739253074
CEL,0.017361565610023794
PDCD1LG2,0.0014288768913161263
SPINT1,-0.03124069243591578
CTHRC1,0.09102971967430976
PODXL,-0.026055437512719326
JAM3,0.055751507037868776
TGFB2,-0.07075381406881207
COL18A1,0.12675675780027526
NODAL,0.009270510468537144
INHBB,0.09031486744826946
LCN1,-0.015399745900098821
ARF4,-0.034070432870308115
CXCL14,0.06057200664951318
LIF,0.1415681077918818
IL17B,0.04479522611210706
MMP1,0.10466395359001826
MATN1,-0.02723787890299596
ADAM28,0.005397468674718415
TCN2,0.042859034711310494
CUBN,-0.006108572569494242
TIMP3,0.14111106188061448
PIGF,-0.058468668463824924
CRH,-0.043199439161980525
BDNF,0.0652494938733413
CCL5,0.04766476624939407
GAD1,-0.03306993803253278
COL14A1,0.18845324161003957
HLA-A,0.16901283740844505
FGF18,0.02859637915654778
ADM,0.13313166011959815
GNAI2,0.06484715834839293
COL11A1,0.06878174706839936
NUCB2,0.004278137661500558
CXCL1,0.12719646936978687
VCAN,-0.0896582360576594
MMP7,0.0862396303073895
PTPN6,-0.02375522807135128
PTGS2,0.08279354084301394
CD58,0.015922885078352277
TNFSF14,-0.009931600946626859
CNTN4,-0.036530317427469185
INSL3,-0.015212282376448276
MFNG,0.014096601225247349
ICAM1,0.11930233265526734
PROS1,0.023711223792058478
CLCF1,0.031634760829549795
PSAP,0.15375988847548475
EFEMP1,-0.07557956244244413
C1QTNF1,0.0699955376373106
ALB,0.05537490278323915
EFNA3,0.04990469398968702
DRAXIN,0.05751542684750787
RAET1L,-0.015399735807750203
NPTX2,0.0424459113745337
FGF11,-0.006718707970154664
CD59,0.12578245903554308
COL9A2,-0.05832050643519116
DLL3,-0.06612651148422131
LIN7C,0.009430098197189958
GDF7,-0.013201403531687233
PSPN,0.0549549612002258
ANGPT1,-0.02678320408712695
PNOC,-0.014038430584514833
L1CAM,0.05416351944210735
APOA1,0.03468417675362822
PSEN1,0.03875241142375047
CALM2,-0.13183535676686078
CLEC2B,0.06645981507984189
NTNG1,-0.047116906152456235
LRIG1,-0.08340589650241391
CPAMD8,-0.014830710715658817
NPY,0.044207373704002816
MMP2,0.03849850912582305
PPY,0.12935782842409818
ALKAL2,0.0455319878702161
CSF1,0.0592210466410653
SEMA4C,0.04547043978164372
ICAM2,-0.009960919361771032
SYTL3,0.011031986039550317
IL1A,0.06534050410509526
HLA-G,-0.03733840276553732
PGF,0.012473906989259978
LGALS8,0.043907281809921477
DKK3,-0.025105403571169665
COL16A1,0.0932884893100515
TPH1,0.017819331993535352
TNC,0.0407976311449852
TNFSF9,0.11109989983331926
CNTN2,0.02905986480717375
LUM,0.002825321700370733
BTC,-0.003980939492179821
APOC1,-0.17183633082953556
PKM,0.08776972713798407
TNF,-0.015399740008031612
GNAS,0.010567179618286147
BMP8B,0.031862053195832706
LIPH,-0.017169385249741972
PTPN11,-0.0678060375699175
ADAM12,0.0039945454880670386
EPO,-0.017831715465781512
EDN3,0.0535902533987295
CCL22,0.08491158167090762
CCL2,0.11849164352079372
DSCAM,-0.05395821802814697
ANG,0.016466620942706654
FBLN2,0.029672352059712262
VTN,-0.012538902839828687
VEGFA,0.1388059623164296
F10,-0.021415300583507775
SERPINA1,0.04078848413080968
VWF,0.0008676168756885913
GDNF,0.054642633899117186
VASP,0.057408331943897335
